Point,Test,fW,current,ind,Rd,Cs,Rs,Output,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,"dB20(VF(""/VACcon_p_1""))","dB20(VF(""/VACout_p_1""))","dB20(VF(""/VACout_p_2""))",Stage 1 Region,Stage 2 Region
485,ECE740_tb_channel_CTLE_ML_1,8.10E-06,0.001022,3.72E-10,677.4,4.01E-13,649.8,,-0.01961,-5.577,-3.417,-6.598,-8.537,1.953,-9.112,-13.37,-6.248,-13.17,-21.78,-20.06,-18.87,-32.93,-37.17,0,0,0,1,2
486,ECE740_tb_channel_CTLE_ML_1,1.84E-06,0.00165,1.03E-09,970.7,3.49E-13,521.9,,-0.01973,-30.27,-27.22,-6.58,-35.65,-28.11,-9.071,-38.03,-30.07,-13.13,-41.96,-34.08,-18.83,-47.29,-40.09,0,0,0,1,2
487,ECE740_tb_channel_CTLE_ML_1,4.59E-06,0.002335,2.15E-09,1041,4.81E-13,1269,,-0.01967,-52.49,-51.28,-6.584,-59.89,-46.91,-9.086,-57.77,-45.66,-13.16,-57.38,-48.24,-18.88,-60.15,-55.75,0,0,0,1,2
488,ECE740_tb_channel_CTLE_ML_1,6.27E-06,0.0007911,2.51E-09,914.6,8.71E-13,1108,,-0.01964,-8.208,-6.288,-6.59,-10.62,1.289,-9.101,-14.4,-4.632,-13.17,-21.37,-15.74,-18.88,-31.6,-31.28,0,0,0,1,2
489,ECE740_tb_channel_CTLE_ML_1,7.09E-06,0.001398,2.82E-09,58.05,1.96E-14,232.9,,-0.01969,-12.14,-24.31,-6.581,-15.71,-24.9,-9.077,-13.93,-18.89,-13.16,-11.77,-10.59,-18.89,-17.78,-16.31,0,0,0,2,2
490,ECE740_tb_channel_CTLE_ML_1,7.53E-06,0.0006988,2.75E-09,530.8,6.21E-13,1020,,-0.01968,-2.531,-4.999,-6.596,1.843,10.78,-9.116,-3.26,3.392,-13.18,-11.58,-9.201,-18.88,-22.08,-24.7,0,0,0,2,2
491,ECE740_tb_channel_CTLE_ML_1,3.49E-06,0.002399,2.02E-09,992.8,3.26E-13,1362,,-0.01969,-48.59,-48.75,-6.582,-57.74,-46.32,-9.079,-56.69,-45.06,-13.15,-56.11,-45.78,-18.86,-57.73,-50.66,0,0,0,1,2
492,ECE740_tb_channel_CTLE_ML_1,6.81E-06,0.001715,1.47E-10,447.6,8.50E-13,1468,,-0.01964,-12.39,-17.15,-6.592,-10.93,-1.159,-9.106,-15.08,-7.588,-13.18,-22.66,-19.57,-18.88,-33.39,-35.86,0,0,0,1,2
493,ECE740_tb_channel_CTLE_ML_1,7.57E-06,0.002372,3.34E-10,669.2,4.92E-13,884.1,,-0.01959,-40.98,-40.51,-6.595,-50.21,-38.36,-9.107,-53.51,-45.23,-13.17,-58.57,-55.71,-18.87,-64.89,-67.93,0,0,0,1,2
494,ECE740_tb_channel_CTLE_ML_1,2.30E-06,0.002304,2.32E-09,1391,2.40E-13,193.4,,-0.01982,-52.52,-43.17,-6.586,-56.4,-46.1,-9.077,-56.09,-45.09,-13.14,-56.1,-45.13,-18.84,-57.03,-47.53,0,0,0,1,2
495,ECE740_tb_channel_CTLE_ML_1,5.84E-06,0.002178,6.71E-10,1188,6.83E-14,189.8,,-0.01965,-51.82,-40.7,-6.589,-45.4,-34.76,-9.097,-43.75,-34.36,-13.17,-46.16,-40.07,-18.88,-53.55,-52.71,0,0,0,1,2
496,ECE740_tb_channel_CTLE_ML_1,5.17E-06,0.001827,4.58E-11,274.8,2.69E-14,1009,,-0.01971,-8.616,-16.94,-6.579,-14.1,-21.33,-9.071,-14.43,-19.46,-13.14,-15.23,-16.61,-18.88,-21.64,-22.92,0,0,0,2,2
497,ECE740_tb_channel_CTLE_ML_1,4.69E-06,0.002052,1.38E-09,1460,9.89E-13,683.9,,-0.01974,-51.76,-44.49,-6.588,-63.46,-49.51,-9.089,-59.37,-46.89,-13.16,-58.51,-49.47,-18.88,-61.22,-57.25,0,0,0,1,2
498,ECE740_tb_channel_CTLE_ML_1,4.15E-06,0.001946,1.67E-10,1393,3.93E-15,120.6,,-0.0197,-50.43,-38.34,-6.584,-49.17,-37.4,-9.084,-46.58,-35.65,-13.16,-45.92,-37.31,-18.87,-48.37,-44.03,0,0,0,1,2
499,ECE740_tb_channel_CTLE_ML_1,7.67E-06,0.0005636,1.40E-10,310.7,3.80E-13,64.23,,-0.01961,3.594,7.149,-6.591,-3.424,-0.2069,-9.103,-7.302,-5.334,-13.17,-14.88,-16.46,-18.87,-25.76,-32.72,0,0,0,2,2
500,ECE740_tb_channel_CTLE_ML_1,3.88E-06,0.002443,1.11E-09,692,9.71E-13,874.8,,-0.01968,-36.83,-36.11,-6.582,-40.67,-30.15,-9.081,-43.24,-33.1,-13.15,-47.58,-38.96,-18.87,-53.8,-48.59,0,0,0,1,2
501,ECE740_tb_channel_CTLE_ML_1,1.50E-06,0.00169,9.71E-10,456.4,4.71E-13,547.7,,-0.01974,-5.901,-10.3,-6.579,-8.384,-8.364,-9.07,-10.66,-10.39,-13.13,-14.6,-14.21,-18.82,-20.05,-19.44,0,0,0,2,2
502,ECE740_tb_channel_CTLE_ML_1,6.41E-06,0.001735,2.32E-09,1035,6.59E-14,813.6,,-0.01962,-44.78,-40.98,-6.59,-38.18,-31.14,-9.099,-39.48,-30.06,-13.17,-44.98,-38.78,-18.88,-54.3,-54.06,0,0,0,1,2
503,ECE740_tb_channel_CTLE_ML_1,7.74E-06,0.001444,2.18E-09,544.6,1.65E-13,1357,,-0.01962,-15.36,-19.84,-6.593,-15.82,-7.511,-9.108,-19.74,-11.3,-13.17,-27.47,-24.46,-18.87,-38.21,-40.94,0,0,0,1,2
504,ECE740_tb_channel_CTLE_ML_1,9.79E-06,0.001651,1.33E-09,1203,7.82E-14,223.8,,-0.01954,-49.93,-38.41,-6.605,-42.13,-33.46,-9.111,-43.06,-38.33,-13.17,-48.56,-49.22,-18.86,-58.16,-64.74,0,0,0,1,2
505,ECE740_tb_channel_CTLE_ML_1,6.62E-06,0.0009785,2.98E-09,319.1,9.31E-13,545,,-0.01968,-2.757,-5.489,-6.587,0.01015,6.71,-9.106,-3.406,2.66,-13.18,-9.939,-6.065,-18.89,-19.35,-19.27,0,0,0,2,2
506,ECE740_tb_channel_CTLE_ML_1,5.10E-06,0.0005608,1.54E-09,617,7.42E-13,620.8,,-0.01969,0.7516,1.555,-6.585,1.573,9.928,-9.096,-1.893,5.859,-13.17,-8.49,-2.937,-18.89,-18.13,-16.66,0,0,0,2,2
507,ECE740_tb_channel_CTLE_ML_1,5.42E-06,0.0005316,2.83E-09,395,5.05E-13,1333,,-0.01972,-7.099,-14.2,-6.58,-1.095,4.342,-9.09,-3.719,1.787,-13.17,-9.126,-4.573,-18.89,-17.55,-15.64,0,0,0,2,2
508,ECE740_tb_channel_CTLE_ML_1,4.33E-06,0.002067,1.30E-09,1450,2.88E-13,887.4,,-0.01975,-49.27,-44.05,-6.587,-51.93,-38.64,-9.086,-53.59,-40.8,-13.16,-55.97,-46.16,-18.88,-59.77,-54.83,0,0,0,1,2
509,ECE740_tb_channel_CTLE_ML_1,6.49E-06,0.001226,3.51E-10,205.2,4.65E-13,218.8,,-0.01967,-1.747,-3.497,-6.582,-4.191,-1.81,-9.096,-6.546,-3.881,-13.17,-13.39,-13.42,-18.88,-23.72,-28.45,0,0,0,2,2
510,ECE740_tb_channel_CTLE_ML_1,1.93E-06,0.0006943,2.74E-09,678,8.06E-14,738.6,,-0.01974,-1.529,-2.773,-6.578,-5.313,-3.796,-9.067,-5.481,-1.663,-13.13,-7.837,-2.34,-18.83,-12.41,-5.685,0,0,0,2,2
511,ECE740_tb_channel_CTLE_ML_1,1.12E-06,0.0025,1.32E-09,341.6,4.75E-13,154.6,,-0.01977,-14.61,-31.61,-6.581,-20.38,-36.97,-9.07,-22.5,-38.87,-13.13,-26.09,-42.04,-18.82,-30.44,-45.06,0,0,0,2,2
512,ECE740_tb_channel_CTLE_ML_1,1.11E-06,0.0009623,5.40E-10,733.1,3.51E-13,1165,,-0.01975,-5.717,-10.02,-6.579,-6.33,-4.158,-9.069,-8.677,-6.354,-13.13,-12.75,-10.51,-18.82,-18.63,-16.8,0,0,0,2,2
513,ECE740_tb_channel_CTLE_ML_1,5.62E-06,0.001759,1.85E-09,918.7,6.37E-14,299.4,,-0.01964,-38.53,-30.56,-6.587,-42.37,-34.12,-9.094,-42.66,-34.16,-13.17,-46.19,-39.34,-18.88,-53.9,-52,0,0,0,1,2
514,ECE740_tb_channel_CTLE_ML_1,2.09E-06,0.002222,2.46E-09,212.5,5.79E-13,573.1,,-0.01974,-9.638,-19.1,-6.579,-9.984,-13.16,-9.069,-11.56,-13.82,-13.13,-13.43,-13.57,-18.82,-14.27,-9.944,0,0,0,2,2
515,ECE740_tb_channel_CTLE_ML_1,1.46E-06,0.002352,1.24E-09,708.8,5.39E-13,180.8,,-0.01974,-23.69,-22.61,-6.58,-29.65,-27.29,-9.07,-32,-29.35,-13.13,-35.98,-33.22,-18.82,-41.49,-38.69,0,0,0,1,2
516,ECE740_tb_channel_CTLE_ML_1,9.66E-06,0.002381,8.64E-10,938.6,9.24E-13,52.72,,-0.01955,-49.95,-36.04,-6.605,-55.05,-45,-9.112,-58.2,-52.93,-13.17,-63.59,-64.04,-18.86,-70.03,-76.45,0,0,0,1,2
517,ECE740_tb_channel_CTLE_ML_1,8.35E-06,0.0018,1.09E-09,983.9,1.25E-13,588.9,,-0.01957,-45.56,-39.93,-6.598,-40.77,-31.22,-9.109,-43.86,-36.03,-13.17,-51.13,-49.02,-18.87,-61.14,-65.14,0,0,0,1,2
518,ECE740_tb_channel_CTLE_ML_1,6.01E-06,0.001259,2.94E-09,512.9,9.32E-13,849.3,,-0.01966,-3.832,-4.937,-6.59,-2.285,7.646,-9.107,-6.21,2.545,-13.18,-13.35,-7.625,-18.89,-23.38,-22.09,0,0,0,1,2
519,ECE740_tb_channel_CTLE_ML_1,6.86E-06,0.002196,5.97E-10,252.1,2.14E-14,194.2,,-0.01964,0.3142,1.467,-6.588,-6.624,-5.704,-9.095,-10.06,-9.759,-13.17,-16.46,-17.97,-18.88,-25.96,-30.92,0,0,0,2,2
520,ECE740_tb_channel_CTLE_ML_1,9.64E-06,0.001493,2.80E-09,122.2,5.17E-13,817.9,,-0.01968,-12.88,-25.76,-6.586,-3.787,-1.058,-9.118,-6.511,-3.88,-13.18,-13.57,-13.89,-18.87,-23.66,-28.55,0,0,0,2,2
521,ECE740_tb_channel_CTLE_ML_1,7.71E-06,0.00202,2.57E-09,1430,2.30E-14,540.2,,-0.01968,-51.24,-42.95,-6.598,-36.46,-28.98,-9.106,-35.76,-30.12,-13.17,-39.25,-37.53,-18.87,-47.21,-50.93,0,0,0,1,2
522,ECE740_tb_channel_CTLE_ML_1,5.40E-06,0.001958,5.38E-10,1245,2.38E-13,151.9,,-0.01965,-49.68,-37.9,-6.587,-49.56,-37.46,-9.093,-49.89,-38.62,-13.17,-53.64,-46,-18.88,-60.1,-57.89,0,0,0,1,2
523,ECE740_tb_channel_CTLE_ML_1,7.53E-06,0.002099,2.88E-09,306.7,9.93E-14,303.2,,-0.01962,-1.839,-1.165,-6.587,-7.33,-5.138,-9.106,-8.927,-4.398,-13.18,-15.16,-11.43,-18.88,-25.6,-27.01,0,0,0,1,2
524,ECE740_tb_channel_CTLE_ML_1,8.56E-06,0.001719,1.37E-09,933.6,9.92E-13,1030,,-0.01957,-44.65,-41.49,-6.599,-53.43,-41.61,-9.11,-56.52,-49.31,-13.17,-61.14,-59.52,-18.87,-67.08,-71.37,0,0,0,1,2
525,ECE740_tb_channel_CTLE_ML_1,4.01E-06,0.002311,5.39E-10,1465,8.88E-13,637.4,,-0.01994,-38.36,-31.26,-6.596,-73.15,-59.74,-9.09,-61.93,-49.43,-13.16,-59.15,-49.26,-18.87,-60.6,-55.25,0,0,0,1,2
526,ECE740_tb_channel_CTLE_ML_1,5.23E-06,0.001633,2.53E-09,708.6,8.41E-13,186.7,,-0.01965,-25.26,-17.4,-6.586,-31.53,-20.27,-9.091,-34.58,-24.12,-13.17,-40.33,-32.76,-18.88,-49.24,-46.23,0,0,0,1,2
527,ECE740_tb_channel_CTLE_ML_1,9.95E-06,0.002377,2.75E-09,174.6,8.25E-13,1036,,-0.01967,-10.74,-21.39,-6.605,-0.9633,5.182,-9.122,-6.72,-3.582,-13.17,-15.02,-16.05,-18.87,-25.33,-31.05,0,0,0,2,2
528,ECE740_tb_channel_CTLE_ML_1,4.63E-06,0.001324,2.93E-09,666.7,4.60E-13,378.6,,-0.01966,-13.63,-9.383,-6.584,-18.29,-8.295,-9.087,-21.08,-10.89,-13.16,-26.47,-18.01,-18.88,-35.13,-30.36,0,0,0,1,2
529,ECE740_tb_channel_CTLE_ML_1,6.56E-06,0.001005,2.57E-09,732.6,1.40E-13,1450,,-0.01965,-11.51,-14.27,-6.587,-12,-3.251,-9.101,-15.29,-5.417,-13.17,-22.24,-16.77,-18.88,-32.57,-32.72,0,0,0,1,2
530,ECE740_tb_channel_CTLE_ML_1,7.86E-06,0.001875,1.17E-09,347.7,8.95E-13,1134,,-0.01965,-7.66,-13.06,-6.601,-3.394,5.399,-9.117,-8.698,-2.768,-13.18,-17.3,-16.12,-18.87,-28.23,-32.33,0,0,0,1,2
531,ECE740_tb_channel_CTLE_ML_1,3.89E-06,0.001503,2.21E-09,212.1,3.89E-13,28.25,,-0.01969,1.352,2.744,-6.581,-4.973,-3.348,-9.077,-6.838,-4.588,-13.15,-9.205,-5.204,-18.88,-13.81,-7.881,0,0,0,2,2
532,ECE740_tb_channel_CTLE_ML_1,8.85E-06,0.002282,2.61E-09,190.3,8.28E-13,1333,,-0.01969,-11.46,-22.8,-6.598,-0.6748,5.766,-9.121,-5.706,-1.449,-13.18,-13.69,-13.22,-18.87,-23.83,-27.83,0,0,0,2,2
533,ECE740_tb_channel_CTLE_ML_1,5.39E-06,0.001207,4.72E-10,231.5,8.07E-13,541.2,,-0.01971,-5.553,-11.1,-6.581,-2.787,1.01,-9.09,-5.701,-2.197,-13.17,-11.8,-10.15,-18.88,-21.23,-23.31,0,0,0,2,2
534,ECE740_tb_channel_CTLE_ML_1,9.82E-06,0.001162,2.74E-09,163.7,8.29E-13,645.7,,-0.01967,-8.706,-17.42,-6.597,-2.842,0.9009,-9.117,-7.323,-5.471,-13.17,-14.67,-16.07,-18.87,-24.4,-29.99,0,0,0,2,2
535,ECE740_tb_channel_CTLE_ML_1,9.21E-06,0.000765,2.38E-09,173.9,5.56E-13,1433,,-0.01969,-13.72,-27.44,-6.589,-4.059,-1.576,-9.112,-7.966,-6.799,-13.17,-14.96,-16.67,-18.87,-24.11,-29.39,0,0,0,2,2
536,ECE740_tb_channel_CTLE_ML_1,5.96E-06,0.0007799,2.70E-09,41.3,1.53E-13,778,,-0.01972,-22.98,-45.96,-6.576,-17.82,-29.12,-9.067,-11.72,-14.49,-13.16,-7.671,-2.62,-18.9,-15.45,-11.42,0,0,0,2,2
537,ECE740_tb_channel_CTLE_ML_1,3.49E-06,0.000649,2.92E-10,30.86,1.17E-13,754.6,,-0.01974,-26.25,-52.51,-6.578,-27.68,-48.84,-9.067,-26.89,-44.77,-13.13,-28.14,-43.26,-18.83,-30.76,-42.85,0,0,0,2,2
538,ECE740_tb_channel_CTLE_ML_1,8.21E-06,0.00213,2.33E-09,465.2,5.62E-14,425.4,,-0.01958,-21.66,-19.55,-6.597,-29.54,-26.63,-9.107,-34.73,-30.81,-13.17,-43.51,-41.51,-18.87,-54.53,-57.92,0,0,0,1,2
539,ECE740_tb_channel_CTLE_ML_1,1.73E-06,0.00235,1.62E-09,1200,3.47E-13,1397,,-0.01975,-48.81,-48.78,-6.581,-50.81,-41.78,-9.071,-52.29,-43.04,-13.13,-53.86,-44.74,-18.82,-55.41,-47.02,0,0,0,1,2
540,ECE740_tb_channel_CTLE_ML_1,6.69E-06,0.002131,2.16E-09,366.9,7.02E-13,988.2,,-0.01964,-12.12,-16.9,-6.592,-10.59,-1.412,-9.106,-14.57,-6.894,-13.18,-21.9,-17.92,-18.88,-32.16,-32.8,0,0,0,1,2
541,ECE740_tb_channel_CTLE_ML_1,7.34E-06,0.002428,8.01E-10,807,5.43E-13,763.1,,-0.0196,-46.84,-44.04,-6.594,-58.23,-45.77,-9.106,-58.5,-49.66,-13.17,-60.76,-57.27,-18.87,-65.71,-68.07,0,0,0,1,2
542,ECE740_tb_channel_CTLE_ML_1,2.03E-06,0.001764,3.07E-11,244.9,3.38E-13,250.5,,-0.01974,-5.239,-10.32,-6.579,-9.523,-12.31,-9.07,-11.24,-13.26,-13.13,-15.14,-17,-18.83,-21.27,-23.58,0,0,0,2,2
543,ECE740_tb_channel_CTLE_ML_1,3.96E-06,0.0009878,6.69E-10,1318,1.41E-13,187.9,,-0.01968,-31.52,-20.97,-6.582,-38.68,-27.76,-9.081,-42.23,-31.02,-13.15,-47.56,-37.55,-18.87,-53.77,-47.74,0,0,0,1,2
544,ECE740_tb_channel_CTLE_ML_1,3.04E-06,0.00172,1.29E-09,190.2,3.79E-13,800.5,,-0.01974,-10.63,-21.23,-6.577,-7.566,-8.552,-9.071,-9.031,-8.992,-13.14,-12.11,-11.09,-18.85,-16.08,-13.21,0,0,0,2,2
545,ECE740_tb_channel_CTLE_ML_1,5.09E-06,0.001964,2.87E-09,600,7.04E-13,678.4,,-0.01965,-27,-26.08,-6.585,-30.64,-19.81,-9.09,-33.64,-23.44,-13.17,-39.28,-31.56,-18.88,-48.09,-44.55,0,0,0,1,2
546,ECE740_tb_channel_CTLE_ML_1,4.51E-06,0.0005009,1.31E-09,649.5,4.72E-13,1438,,-0.01972,-3.707,-7.384,-6.581,1.24,9.151,-9.089,-1.825,5.832,-13.17,-7.931,-1.903,-18.88,-17.15,-14.68,0,0,0,2,2
547,ECE740_tb_channel_CTLE_ML_1,5.96E-06,0.001223,5.52E-10,909.5,1.37E-13,546,,-0.01963,-28.01,-23.02,-6.588,-36.25,-27.14,-9.096,-40.36,-30.21,-13.17,-46.63,-40.15,-18.88,-55.28,-54.49,0,0,0,1,2
548,ECE740_tb_channel_CTLE_ML_1,8.71E-06,0.00193,2.17E-09,338.7,8.43E-13,402.4,,-0.0196,-2.967,-2.762,-6.605,-4.044,4.582,-9.118,-9.726,-4.4,-13.18,-18.5,-18.06,-18.87,-29.24,-33.8,0,0,0,1,2
549,ECE740_tb_channel_CTLE_ML_1,3.41E-06,0.0005342,6.77E-10,865.7,6.50E-13,155.5,,-0.01968,6.57,13.58,-6.581,1.553,10.23,-9.083,-1.127,7.629,-13.16,-6.65,1.126,-18.87,-15.28,-10.28,0,0,0,2,2
550,ECE740_tb_channel_CTLE_ML_1,2.59E-06,0.002088,1.37E-09,450.2,8.23E-13,117.6,,-0.01971,-7.676,-4.623,-6.58,-13.33,-8.653,-9.074,-15.67,-10.6,-13.14,-19.85,-14.66,-18.85,-26.23,-21.09,0,0,0,1,2
551,ECE740_tb_channel_CTLE_ML_1,2.88E-06,0.001459,3.06E-10,350.6,9.79E-13,1425,,-0.01974,-7.435,-14.56,-6.58,-3.19,0.7814,-9.076,-5.747,-1.786,-13.14,-10.31,-6.714,-18.86,-17.54,-15.18,0,0,0,2,2
552,ECE740_tb_channel_CTLE_ML_1,4.57E-06,0.001442,2.81E-09,484.8,6.82E-13,441.1,,-0.01967,-3.204,-1.993,-6.583,-4.698,3.9,-9.091,-7.528,1.179,-13.17,-13.13,-5.45,-18.89,-21.94,-17.08,0,0,0,1,2
553,ECE740_tb_channel_CTLE_ML_1,8.57E-06,0.0009018,2.41E-10,114.2,7.89E-13,803.2,,-0.01969,-13.4,-26.8,-6.588,-7.401,-8.288,-9.104,-11.64,-14.25,-13.17,-19.65,-26.26,-18.87,-30.35,-42.02,0,0,0,2,2
554,ECE740_tb_channel_CTLE_ML_1,5.34E-06,0.0009072,2.51E-09,770.9,7.48E-13,631,,-0.01966,-4.239,-1.263,-6.587,-6.629,4.464,-9.097,-10.06,0.003295,-13.17,-16.5,-9.401,-18.88,-26.21,-23.74,0,0,0,1,2
555,ECE740_tb_channel_CTLE_ML_1,7.12E-06,0.00156,1.86E-10,1354,5.40E-13,607.1,,-0.0196,-51.08,-43.52,-6.593,-54.19,-40.69,-9.105,-56.2,-46.46,-13.17,-59.76,-55.36,-18.88,-65.2,-66.7,0,0,0,1,2
556,ECE740_tb_channel_CTLE_ML_1,2.32E-06,0.00225,2.97E-10,898,8.05E-13,274.1,,-0.01972,-36.65,-31.04,-6.58,-42.81,-33.88,-9.073,-45.12,-36.11,-13.14,-48.58,-39.98,-18.84,-52.74,-45.59,0,0,0,1,2
557,ECE740_tb_channel_CTLE_ML_1,6.47E-06,0.0006043,8.58E-10,998.4,5.33E-13,858.8,,-0.01964,0.2209,3.292,-6.594,-0.6482,10.94,-9.11,-5.247,4.047,-13.18,-13.16,-8.327,-18.88,-24.02,-24.83,0,0,0,1,2
558,ECE740_tb_channel_CTLE_ML_1,3.06E-06,0.0008169,1.49E-09,21.45,8.40E-13,1346,,-0.01975,-31.44,-62.9,-6.579,-21.59,-36.68,-9.07,-19.16,-29.34,-13.13,-17.28,-21.52,-18.82,-15.82,-13.23,0,0,0,2,2
559,ECE740_tb_channel_CTLE_ML_1,9.33E-06,0.001736,3.92E-10,653.6,6.88E-13,317,,-0.01955,-29.26,-22.94,-6.602,-37.26,-26.97,-9.111,-42.5,-36.88,-13.17,-50.9,-51.02,-18.87,-61.17,-67.27,0,0,0,1,2
560,ECE740_tb_channel_CTLE_ML_1,5.00E-06,0.0009702,4.16E-10,1397,9.24E-13,697.5,,-0.01965,-36.42,-29.51,-6.585,-42.71,-28.94,-9.089,-45.46,-33.25,-13.16,-50.14,-41.49,-18.88,-56.71,-53.24,0,0,0,1,2
561,ECE740_tb_channel_CTLE_ML_1,2.86E-06,0.0006211,2.12E-09,831.9,4.69E-13,303.3,,-0.01971,4.051,8.829,-6.58,0.5625,8.615,-9.077,-1.728,6.695,-13.15,-6.454,1.696,-18.86,-14.04,-7.205,0,0,0,2,2
562,ECE740_tb_channel_CTLE_ML_1,3.17E-06,0.0009574,1.38E-10,676.5,9.39E-13,1420,,-0.01972,-3.928,-5.744,-6.581,-2.147,6.368,-9.081,-4.933,3.413,-13.15,-10.05,-2.553,-18.87,-18.19,-13.08,0,0,0,1,2
563,ECE740_tb_channel_CTLE_ML_1,3.52E-06,0.001454,1.66E-10,346.2,7.79E-13,512.9,,-0.01972,-3.077,-5.783,-6.58,-2.262,2.65,-9.08,-4.819,0.1482,-13.15,-9.856,-5.602,-18.87,-18.06,-16,0,0,0,2,2
564,ECE740_tb_channel_CTLE_ML_1,9.91E-06,0.002276,1.31E-09,879.6,8.73E-14,1286,,-0.01954,-49.41,-49.58,-6.605,-36.11,-28.47,-9.11,-40.3,-34.53,-13.17,-48.44,-49.05,-18.86,-59.34,-66.18,0,0,0,1,2
565,ECE740_tb_channel_CTLE_ML_1,9.08E-06,0.001575,2.60E-09,773.7,6.40E-13,1390,,-0.01956,-36.32,-36.98,-6.601,-41.91,-30.59,-9.111,-46.88,-40.44,-13.17,-54.73,-53.97,-18.87,-63.85,-68.84,0,0,0,1,2
566,ECE740_tb_channel_CTLE_ML_1,3.27E-06,0.002352,2.21E-09,1335,5.16E-13,1347,,-0.0198,-42.82,-40.4,-6.587,-68.16,-55.42,-9.081,-60.01,-47.53,-13.15,-57.66,-46.61,-18.86,-58.57,-50.84,0,0,0,1,2
567,ECE740_tb_channel_CTLE_ML_1,3.36E-06,0.001825,2.99E-09,97.99,3.48E-14,1078,,-0.01974,-18.1,-36.22,-6.579,-21.39,-36.24,-9.065,-18.11,-27.19,-13.11,-12.24,-11.54,-18.89,-5.815,6.951,0,0,0,2,2
568,ECE740_tb_channel_CTLE_ML_1,7.07E-06,0.001385,1.74E-09,1316,2.29E-13,1285,,-0.0196,-48.23,-45.43,-6.592,-46.28,-32.8,-9.104,-49.63,-39.39,-13.17,-55.62,-50.88,-18.88,-63.18,-64.38,0,0,0,1,2
569,ECE740_tb_channel_CTLE_ML_1,1.43E-06,0.002334,1.49E-09,16.93,6.58E-13,40.9,,-0.01974,-41.72,-77.89,-6.58,-42.18,-72.23,-9.069,-39.47,-64.32,-13.13,-37.6,-56.5,-18.82,-36.75,-49.13,0,0,0,2,2
570,ECE740_tb_channel_CTLE_ML_1,2.39E-06,0.001547,3.00E-09,1371,8.24E-13,303.5,,-0.01972,-41.33,-33.05,-6.581,-48.18,-36.62,-9.073,-50.05,-38.45,-13.14,-52.31,-41.12,-18.84,-54.74,-45.01,0,0,0,1,2
571,ECE740_tb_channel_CTLE_ML_1,5.52E-06,0.002262,6.75E-10,682.6,6.53E-13,1220,,-0.01964,-38.56,-39.8,-6.587,-42.36,-30.58,-9.093,-45.35,-35.08,-13.17,-50.7,-44.13,-18.88,-58.17,-56.83,0,0,0,1,2
572,ECE740_tb_channel_CTLE_ML_1,8.50E-06,0.002374,2.91E-09,615.9,8.24E-13,1218,,-0.01957,-40.04,-41.29,-6.599,-45.25,-33.88,-9.11,-49.75,-42.74,-13.17,-56.86,-55.28,-18.87,-65,-68.95,0,0,0,1,2
573,ECE740_tb_channel_CTLE_ML_1,4.57E-06,0.00177,5.02E-10,349.2,5.10E-13,229.8,,-0.01967,0.04079,1.735,-6.581,-2.982,2.797,-9.09,-5.37,0.929,-13.17,-11.24,-6.323,-18.89,-20.68,-19.29,0,0,0,2,2
574,ECE740_tb_channel_CTLE_ML_1,7.41E-06,0.0005573,2.79E-09,691.6,9.31E-14,1310,,-0.01968,-2.833,-5.591,-6.577,-1.361,4.01,-9.107,-2.877,4.579,-13.18,-10.91,-7.707,-18.88,-21.97,-24.45,0,0,0,2,2
575,ECE740_tb_channel_CTLE_ML_1,7.56E-06,0.000583,1.90E-09,58.09,3.33E-14,746.1,,-0.01971,-19.84,-39.69,-6.58,-23.9,-41.26,-9.074,-21.51,-34.03,-13.15,-16.87,-20.83,-18.89,-20.02,-20.75,0,0,0,2,2
576,ECE740_tb_channel_CTLE_ML_1,9.97E-06,0.00143,1.35E-09,162.4,6.01E-13,1185,,-0.01968,-12.74,-25.47,-6.596,-2.867,0.8976,-9.116,-8.327,-7.461,-13.17,-16.87,-20.51,-18.87,-26.65,-34.41,0,0,0,2,2
577,ECE740_tb_channel_CTLE_ML_1,1.45E-06,0.001667,7.26E-10,56.23,9.81E-13,487,,-0.01975,-22.18,-44.51,-6.58,-24.52,-42.72,-9.069,-26.2,-43.6,-13.13,-28.1,-43.32,-18.81,-29.56,-40.53,0,0,0,2,2
578,ECE740_tb_channel_CTLE_ML_1,7.46E-06,0.001197,2.88E-09,1202,8.40E-13,671.2,,-0.01959,-40.64,-34.14,-6.594,-49.6,-36.56,-9.106,-52.8,-43.58,-13.17,-57.8,-53.85,-18.87,-64.07,-65.89,0,0,0,1,2
579,ECE740_tb_channel_CTLE_ML_1,5.71E-06,0.001078,1.09E-09,520.6,6.91E-13,169.8,,-0.01963,4.396,10.22,-6.588,0.1753,8.948,-9.105,-3.429,4.705,-13.18,-10.69,-5.547,-18.89,-21.05,-20.68,0,0,0,2,2
580,ECE740_tb_channel_CTLE_ML_1,9.53E-06,0.0007506,9.46E-10,1170,7.86E-13,582.8,,-0.01956,-22.44,-15.52,-6.601,-29.4,-18.68,-9.11,-34.69,-28.92,-13.17,-43.27,-43.24,-18.86,-54.12,-60.12,0,0,0,1,2
