fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,Stage 1 Region,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of neg2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_maxHeight Vout_1 7G,eye_maxWidth Vout_1 7G,eye_maxHeight Vout_2 7G,eye_maxWidth Vout_2 7G,eye_maxWidth Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_2 14G,eye_maxHeight Vout_1 14G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_1 28G,eye_maxHeight Vout_2 28G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_1 56G
4.36E-06,0.001957,2.02E-09,1198,4.04E-13,694.2,-0.0197,-6.584,-9.085,-13.16,-18.88,0,-49.04,-43.65,0,-57.46,-44.39,-56.77,-44.25,-56.78,-47.01,-59.45,-54.33,0.275,1.35E-10,0.00195,1.33E-10,5.51E-11,6.46E-11,0.001291,0.2374,8.90E-12,2.41E-11,0.08669,0.0002234,0,0,0,0
3.96E-06,0.0018,1.50E-09,1464,7.01E-13,487.3,-0.0197,-6.583,-9.082,-13.15,-18.87,0,-52.81,-44.54,0,-59.75,-46.07,-57.68,-44.72,-56.93,-46.38,-58.98,-52.82,0.386,1.35E-10,0.00158,1.26E-10,4.58E-11,5.98E-11,0.0009657,0.2989,0,1.53E-11,0.06494,0,0,0,0,0
9.03E-06,0.001263,6.99E-10,992.2,3.98E-13,952.9,-0.0196,-6.601,-9.11,-13.17,-18.87,0,-37.45,-34.53,0,-49.04,-37.34,-53.36,-46.61,-59.4,-58.51,-66.21,-71.35,0.386,1.20E-10,0.0132,1.11E-10,2.37E-11,4.69E-11,0.001233,0.2446,0,0,0,0,0,0,0,0
3.42E-06,0.002171,2.25E-10,127,6.60E-13,1454,-0.0197,-6.578,-9.074,-13.14,-18.85,1,-16.7,-33.38,0,-9.275,-12,-11.57,-14.08,-15.92,-18.7,-22.76,-26.59,0.148,1.09E-10,0.00387,9.84E-11,2.64E-11,4.04E-11,0.0121,0.0934,0,6.13E-12,0.009647,0,0,0,0,0
7.67E-06,0.001875,2.32E-10,205,2.33E-13,744.7,-0.0197,-6.577,-9.105,-13.18,-18.88,1,-8.254,-16.44,0,-4.624,-2.575,-6.096,-2.615,-14.35,-14.98,-25.7,-32.07,0.25,1.37E-10,0.0966,1.34E-10,4.18E-11,6.67E-11,0.0855,0.171,0,0,0,0,0,0,0,0
3.47E-06,0.0007908,1.08E-09,1168,5.38E-13,935,-0.0197,-6.582,-9.078,-13.15,-18.86,0,-18.42,-15.13,0,-22.36,-10.69,-25.02,-13.56,-29.7,-19.6,-37.07,-30.23,0.415,1.24E-10,0.0589,1.19E-10,4.75E-11,5.57E-11,0.06433,0.4034,0,1.80E-11,0.1683,0,0,0,0,0
5.82E-06,0.001429,2.76E-10,1414,5.97E-13,1174,-0.0196,-6.588,-9.096,-13.17,-18.88,0,-50.39,-46.03,0,-59.12,-44.96,-57.68,-46.04,-58.4,-51.31,-62.4,-60.94,0.308,1.14E-10,0.0018,1.25E-10,5.07E-11,4.72E-11,0.001353,0.3049,0,0,0,0,0,0,0.005611,6.84E-13
7.97E-06,0.001868,2.85E-09,641.7,9.94E-13,1021,-0.0196,-6.596,-9.108,-13.17,-18.87,0,-32.34,-32.05,0,-36.56,-25.08,-41.02,-33.32,-48.74,-46.2,-58.72,-61.64,0.188,9.17E-11,0.0498,5.03E-11,0,1.17E-11,0,0.02568,0,0,0,0,0,0,0,0
8.86E-06,0.001159,1.89E-09,338.6,1.57E-13,1140,-0.0197,-6.578,-9.117,-13.18,-18.87,1,-7.201,-14.33,0,-2.484,1.768,-4.636,0.708,-13.74,-13.6,-24.69,-29.94,0.356,1.37E-10,0.093,4.82E-11,0,5.51E-11,0,0.3481,0,1.94E-12,0.004225,0,0,0,0,0
5.40E-06,0.002011,8.82E-10,838.5,9.39E-14,597.1,-0.0196,-6.586,-9.092,-13.17,-18.88,0,-39.94,-36.01,0,-43.46,-36.34,-45.14,-35.58,-49.88,-42.31,-57.38,-55.24,0.124,1.27E-10,0.00476,1.14E-10,3.29E-11,5.27E-11,0.001698,0.08596,0,1.52E-11,0.02715,0,0,0,0,0
2.36E-06,0.001124,2.69E-09,1059,8.58E-13,507.9,-0.0197,-6.58,-9.073,-13.14,-18.84,0,-23.86,-19.05,0,-28.87,-18.85,-31.38,-21.3,-35.56,-25.68,-41.66,-32.61,0.498,1.32E-10,0.0733,1.29E-10,5.70E-11,5.84E-11,0.05727,0.3733,2.14E-11,2.02E-11,0.1589,0.02655,0,0,0,0
2.87E-06,0.001335,9.17E-10,678.8,2.79E-13,1201,-0.0197,-6.58,-9.075,-13.14,-18.85,0,-15.05,-17.79,0,-16.04,-8.428,-18.44,-10.14,-22.87,-14.86,-29.81,-23.38,0.312,1.34E-10,0.159,1.30E-10,5.19E-11,6.12E-11,0.161,0.3232,1.46E-11,2.47E-11,0.2064,0.139,0,0,0,0
1.99E-06,0.002395,1.75E-09,268.3,9.05E-13,812.8,-0.0197,-6.579,-9.07,-13.13,-18.82,1,-9.586,-18.69,0,-9.469,-11.64,-11.65,-13.52,-14.82,-15.83,-18,-16.58,0.193,1.19E-10,0.0721,1.11E-10,4.72E-11,4.83E-11,0.08233,0.1257,1.88E-11,0,0,0.05206,0,0,0,0
5.88E-06,0.0007258,1.32E-09,1400,7.30E-13,1470,-0.0196,-6.587,-9.095,-13.17,-18.88,0,-28.38,-24.87,0,-32.99,-19.47,-36.29,-25.08,-42.44,-35.55,-51.61,-50.25,0.318,9.72E-11,0.00988,8.46E-11,2.11E-11,3.38E-11,0.004878,0.2351,0,0,0,0,0,0,0,0
8.93E-06,0.0014,2.25E-09,887.1,5.53E-13,74.2,-0.0196,-6.601,-9.11,-13.17,-18.87,0,-33.05,-20.45,0,-41.93,-31.47,-47.68,-41.17,-55.78,-54.75,-64.5,-69.29,0.432,9.23E-11,0.0207,8.29E-11,0,0,0,0,0,0,0,0,0,0,0,0
3.12E-06,0.0007201,2.56E-09,510.3,1.57E-13,40.16,-0.0197,-6.581,-9.076,-13.14,-18.86,1,5.177,10.46,1,-1.347,3.987,-3.741,1.72,-7.546,-1.684,-13.45,-7.118,0.46,1.05E-10,0.77,1.07E-10,0,0,0,0,0,0,0,0,0.006996,2.67E-13,0,0
8.37E-06,0.0008949,2.36E-09,768.8,1.45E-13,1019,-0.0196,-6.595,-9.111,-13.17,-18.87,0,-7.304,-7.147,0,-9.872,-0.784,-14.18,-6.541,-22.46,-20.54,-33.49,-37.5,0.389,1.40E-10,0.238,1.36E-10,4.52E-11,5.85E-11,0.226,0.3808,0,1.31E-11,0.03585,0,0.002929,6.68E-13,0,0
4.72E-06,0.001229,9.74E-10,850.3,2.61E-13,1417,-0.0197,-6.584,-9.086,-13.16,-18.88,0,-26.14,-27.59,0,-28.85,-17.86,-31.68,-20.6,-37.02,-28.59,-45.56,-41.84,0.294,1.33E-10,0.044,1.29E-10,4.66E-11,5.60E-11,0.04534,0.3055,5.80E-12,1.92E-11,0.1335,0.0031,0,0,0.004564,5.17E-13
5.08E-06,0.0007774,1.75E-09,1343,2.56E-13,671.1,-0.0197,-6.585,-9.089,-13.16,-18.88,0,-26.95,-20.7,0,-33.65,-21.07,-36.65,-24.65,-42.09,-33.55,-50.47,-47.13,0.538,1.41E-10,0.0291,1.40E-10,6.49E-11,6.64E-11,0.02912,0.5369,2.54E-11,2.87E-11,0.2685,0.007983,0,0,0,0
3.48E-06,0.0008857,1.33E-09,1035,4.70E-13,170.8,-0.0197,-6.582,-9.078,-13.15,-18.86,0,-14.95,-6.107,0,-21.2,-10.64,-23.78,-12.94,-28.46,-18.68,-35.88,-29.15,0.515,1.24E-10,0.181,1.28E-10,5.27E-11,4.75E-11,0.1129,0.3277,1.42E-11,1.01E-11,0.08497,0.02769,0,0,0,0
3.60E-06,0.002372,2.18E-09,633.3,8.15E-14,39.17,-0.0197,-6.582,-9.079,-13.15,-18.87,0,-28.82,-20.01,0,-35.42,-26.66,-38.03,-29.43,-42.49,-34.46,-49.15,-42.93,0.112,1.04E-10,0.0658,1.04E-10,2.03E-11,0,0.0145,0,0,0,0,0,0,0,0,0
6.39E-06,0.002469,5.79E-10,682.8,4.47E-13,1281,-0.0196,-6.59,-9.1,-13.17,-18.88,0,-42.72,-44.61,0,-50.19,-38.17,-52.77,-42.99,-56.89,-51.84,-62.64,-63.25,0.0551,1.06E-10,0.0045,8.56E-11,1.71E-11,3.72E-11,0.0006707,0.02379,0,0,0,0,0,0,0,0
3.33E-06,0.0009376,1.34E-09,1484,5.41E-13,91.51,-0.0197,-6.581,-9.077,-13.15,-18.86,0,-32.88,-20.93,0,-39.87,-27.42,-42.65,-30.22,-46.79,-35.65,-52.23,-44.46,0.488,1.14E-10,0.0143,1.11E-10,3.08E-11,3.57E-11,0.005589,0.2288,0,0,0,0,0,0,0,0
8.94E-06,0.002359,3.73E-10,588.8,4.54E-13,1448,-0.0196,-6.601,-9.111,-13.17,-18.87,0,-39.85,-43.46,0,-46.4,-35.33,-51.02,-44.75,-58.09,-57.69,-66.02,-71.63,0.041,8.64E-11,0.0113,5.00E-11,0,1.58E-11,0,0.003834,0,0,0,0,0,0,0,0
8.32E-06,0.00247,7.53E-10,296.3,9.40E-13,102.5,-0.0196,-6.601,-9.115,-13.17,-18.87,0,-2.308,3.133,0,-8.575,-1.183,-13.58,-8.761,-22.17,-22.24,-33.23,-38.79,0.0363,1.02E-10,0.117,1.31E-10,4.25E-11,0,0.02309,0,0,0,0,0,0,0,0,0
5.25E-06,0.001419,2.48E-09,222.7,6.31E-13,547.5,-0.0197,-6.578,-9.087,-13.17,-18.9,1,-5.989,-11.95,0,-2.637,1.3,-4.37,0.43,-8.473,-3.32,-16.31,-12.88,0.495,1.35E-10,0.238,1.27E-10,5.00E-11,6.22E-11,0.2404,0.4629,1.57E-11,1.71E-11,0.1022,0.1345,0,0,0,0
3.51E-06,0.001545,2.80E-09,824.6,7.74E-13,1448,-0.0197,-6.582,-9.079,-13.15,-18.86,0,-29.88,-30.55,0,-32.57,-21.73,-35.19,-24.47,-39.72,-29.87,-46.67,-39.23,0.264,1.14E-10,0.0255,1.03E-10,4.19E-11,4.68E-11,0.0436,0.2693,9.64E-12,1.25E-11,0.08214,0.01294,0,0,0,0
8.02E-06,0.001019,1.18E-09,890.7,7.26E-13,1175,-0.0196,-6.596,-9.107,-13.17,-18.87,0,-22.87,-21.5,0,-26.95,-15.2,-31.42,-23.65,-39.33,-36.93,-50.04,-53.5,0.374,9.40E-11,0.0484,7.02E-11,1.23E-12,2.26E-11,0.002215,0.1189,0,0,0,0,0,0,0,0
2.41E-06,0.000719,3.45E-10,1137,4.32E-13,1410,-0.0197,-6.58,-9.073,-13.14,-18.84,0,-11.13,-10.81,0,-13.09,-3.202,-15.63,-5.695,-20.03,-10.64,-26.74,-19.12,0.292,1.21E-10,0.069,1.16E-10,4.27E-11,5.32E-11,0.0832,0.2976,1.05E-11,1.71E-11,0.128,0.02299,0,0,0,0
6.67E-06,0.001159,1.03E-11,181,3.63E-13,1489,-0.0197,-6.578,-9.095,-13.17,-18.88,1,-14.17,-28.34,0,-4.643,-2.755,-7.224,-5.296,-14.45,-15.63,-25.13,-31.41,0.292,1.19E-10,0,0,0,4.24E-11,0,0.3118,0,0,0,0,0,0,0,0
5.26E-06,0.0008265,1.46E-09,1197,7.13E-13,513.2,-0.0197,-6.585,-9.09,-13.17,-18.88,0,-23.72,-16.73,0,-29.36,-16.41,-32.45,-20.98,-38.21,-30.31,-47.21,-44.48,0.642,1.30E-10,0.0631,1.23E-10,5.38E-11,5.86E-11,0.04224,0.5207,0,1.54E-11,0.09526,0,0,0,0,0
5.96E-06,0.001607,2.46E-09,1046,8.94E-15,669.8,-0.0196,-6.589,-9.097,-13.17,-18.87,0,-42.18,-37.24,0,-36.5,-31.72,-34.57,-30.22,-36.09,-33.19,-41.48,-42.04,0.169,1.03E-10,0.00303,8.98E-11,0,0,0,0,0,0,0,0,0,0,0,0
4.45E-06,0.0006,2.03E-09,466.9,6.17E-13,318.9,-0.0197,-6.58,-9.085,-13.16,-18.88,1,1.291,2.589,1,-0.576,5.426,-3.046,3.145,-8.248,-2.819,-16.45,-13.27,0.662,1.38E-10,0.769,1.36E-10,6.43E-11,6.33E-11,0.777,0.5167,2.50E-11,2.06E-11,0.1833,0.3914,0,0,0,0
2.91E-06,0.001779,1.55E-09,760.7,2.00E-13,1446,-0.0197,-6.581,-9.075,-13.14,-18.85,0,-30.86,-33.91,0,-33.45,-25.52,-35.81,-26.65,-40.04,-31,-46.33,-38.89,0.219,1.38E-10,0.0352,1.35E-10,5.69E-11,6.37E-11,0.03526,0.2246,1.85E-11,2.76E-11,0.1678,0.03249,0,0,0,0
4.38E-06,0.001959,2.71E-09,529.2,4.85E-13,861.8,-0.0197,-6.583,-9.085,-13.16,-18.88,0,-21.4,-23.25,0,-23.33,-14.12,-26.07,-16.62,-31.22,-22.92,-39.49,-34.17,0.242,1.27E-10,0.16,1.18E-10,3.92E-11,5.76E-11,0.1652,0.204,5.43E-12,1.87E-11,0.06053,0.01307,0,0,0,0
7.13E-06,0.001234,6.30E-10,998.7,6.85E-13,124.9,-0.0196,-6.593,-9.104,-13.17,-18.88,0,-32.08,-20.55,0,-40.28,-28.19,-44.41,-35.21,-51.26,-47.07,-59.99,-61.61,0.612,1.12E-10,0.0356,1.09E-10,4.18E-12,2.53E-11,0.0006567,0.1563,0,0,0,0,0,0,0,0
1.48E-06,0.0006335,1.28E-09,772.1,8.77E-13,592.1,-0.0197,-6.58,-9.07,-13.13,-18.82,1,-0.199,-0.0221,1,-2.3,2.463,-4.74,0.0572,-8.826,-4.124,-14.67,-10.31,0.346,1.24E-10,0.375,1.19E-10,4.88E-11,5.20E-11,0.3097,0.2312,1.50E-11,0,0,0.1188,0,0,0,0
6.10E-06,0.00108,1.14E-09,432.2,2.61E-13,182.3,-0.0196,-6.585,-9.101,-13.18,-18.89,1,4.012,8.407,1,-1.11,4.904,-3.521,3.077,-10.42,-6.339,-20.83,-21.57,0.527,1.15E-10,0.939,1.18E-10,4.46E-11,3.61E-11,0.6411,0.2652,0,0,0,0,0,0,0,0
3.44E-06,0.001153,7.01E-10,892,5.78E-13,359.7,-0.0197,-6.582,-9.078,-13.15,-18.86,0,-19.79,-13.99,0,-25.14,-14.65,-27.74,-17.22,-32.37,-22.99,-39.68,-33.29,0.651,1.39E-10,0.232,1.39E-10,6.77E-11,6.45E-11,0.2122,0.5254,2.65E-11,2.21E-11,0.2004,0.076,0,0,0,0
3.71E-06,0.002055,1.29E-09,158.8,9.14E-13,947,-0.0197,-6.579,-9.076,-13.15,-18.87,1,-11.92,-23.81,0,-6.639,-6.683,-8.675,-8.254,-11.9,-10.59,-16.42,-13.61,0.202,1.14E-10,0.0333,1.08E-10,3.62E-11,4.24E-11,0.05398,0.1224,8.89E-12,0,0,0.02504,0,0,0,0
2.05E-06,0.001809,2.28E-10,1185,3.01E-13,220.2,-0.0197,-6.58,-9.072,-13.13,-18.83,0,-38.91,-31.37,0,-46.28,-37.28,-48.77,-39.15,-51.53,-42.03,-54.2,-46.02,0.277,1.20E-10,0.00738,1.18E-10,4.08E-11,4.30E-11,0.004045,0.1607,0,0,0,0,0,0,0,0
7.03E-06,0.001902,1.75E-09,789,4.79E-13,1263,-0.0196,-6.592,-9.104,-13.17,-18.88,0,-40.82,-41.35,0,-48.28,-35.7,-51.48,-42.05,-56.67,-52.36,-63.2,-64.58,0.178,1.06E-10,0.0081,9.08E-11,1.90E-11,3.96E-11,0.001628,0.106,0,0,0,0,0,0,0,0
7.81E-06,0.001051,2.40E-09,936.7,9.47E-13,998.4,-0.0196,-6.595,-9.107,-13.17,-18.87,0,-26.2,-23.16,0,-31.07,-19.04,-35.42,-27.2,-43.15,-40.17,-53.56,-56.29,0.427,9.37E-11,0.0416,6.90E-11,0,2.11E-11,0,0.1373,0,0,0,0,0,0,0,0
6.57E-06,0.002465,1.51E-09,98.19,1.74E-13,336.3,-0.0197,-6.577,-9.078,-13.18,-18.89,1,-9.351,-18.71,0,-11.98,-17.42,-9.967,-10.93,-11.28,-9.265,-19.3,-19.38,0.0423,1.16E-10,0.0265,1.41E-10,6.65E-11,3.44E-11,0.02014,0.01593,2.46E-11,0,0,0.0187,0,0,0,0
6.04E-06,0.002005,8.91E-10,543.1,9.48E-13,25.06,-0.0196,-6.588,-9.097,-13.17,-18.88,0,-21.16,-10.64,0,-28.16,-18.15,-31.68,-23.11,-38.27,-33.23,-48.14,-48.22,0.167,1.00E-10,0.314,9.58E-11,1.47E-12,0,0.005081,0,0,0,0,0,0,0,0,0
8.58E-06,0.002498,6.43E-10,746.4,8.78E-13,1295,-0.0196,-6.6,-9.11,-13.17,-18.87,0,-48.63,-48.47,0,-58.09,-46.59,-59.34,-52.51,-62.57,-61.38,-67.96,-72.7,0.0246,7.73E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.20E-06,0.002409,6.35E-10,1052,3.68E-13,136.8,-0.0197,-6.586,-9.091,-13.17,-18.88,0,-48.71,-37.58,0,-52.22,-40.25,-53.25,-42.01,-56.18,-48.45,-61.08,-58.63,0.0685,1.11E-10,0.000566,8.42E-11,0,2.90E-11,0,0.0222,0,0,0,0,0,0,0,0
4.98E-06,0.002436,2.39E-09,1276,1.05E-14,696.6,-0.0198,-6.591,-9.092,-13.16,-18.87,0,-45.28,-39.55,0,-37.51,-31.86,-35.1,-29.69,-35.95,-31.51,-40.98,-39.55,0.0377,1.03E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.33E-06,0.0008143,2.56E-09,542,8.47E-13,428.1,-0.0197,-6.586,-9.1,-13.18,-18.89,1,1.836,3.901,1,1.664,10.43,-1.784,6.436,-8.387,-2.282,-17.91,-15.65,0.707,1.32E-10,0.733,1.18E-10,4.81E-11,5.80E-11,0.7659,0.5409,0,1.37E-11,0.08652,0,0,0,0,0
1.17E-06,0.002255,7.70E-10,1143,1.33E-14,798.9,-0.0198,-6.58,-9.069,-13.13,-18.82,0,-38.58,-38.1,0,-44,-43.4,-44.39,-43.47,-45.21,-43.41,-48.04,-45.02,0.071,1.06E-10,0.00265,1.04E-10,2.49E-11,0,0.0008602,0,0,0,0,0,0,0,0.0006715,3.85E-13
4.74E-06,0.002145,2.71E-09,1035,2.04E-13,260.6,-0.0197,-6.585,-9.087,-13.16,-18.88,0,-45.63,-36.71,0,-49.08,-38.23,-50.33,-38.81,-53.7,-44.6,-58.93,-54.66,0.13,1.21E-10,0.00156,9.52E-11,0,4.41E-11,0,0.06998,0,0,0,0,0,0,0,0
2.65E-06,0.00197,1.55E-09,561.9,8.84E-13,1310,-0.0197,-6.581,-9.074,-13.14,-18.84,0,-20.32,-23.78,0,-21.62,-14.74,-24.15,-17.21,-28.43,-21.59,-34.89,-28.54,0.218,1.12E-10,0.0763,9.50E-11,3.47E-11,4.21E-11,0.1519,0.148,9.01E-12,0,0,0.02262,0,0,0.002554,3.79E-13
8.46E-06,0.001137,9.92E-10,1399,6.06E-13,377.9,-0.0196,-6.599,-9.11,-13.17,-18.87,0,-44.75,-34.69,0,-56.25,-43.88,-58.18,-50.43,-61.59,-59.51,-67.02,-70.93,0.703,1.40E-10,0.00257,1.01E-10,0,5.98E-11,0,0.4247,0,0,0,0,0,0,0,0
9.03E-06,0.001966,1.22E-10,680,5.46E-13,599.8,-0.0196,-6.601,-9.111,-13.17,-18.87,0,-36.23,-33.11,0,-45.3,-34.37,-50.13,-43.93,-57.46,-57.05,-65.68,-71.29,0.192,1.18E-10,0.03,9.75E-11,0,3.85E-11,0,0.04976,0,0,0,0,0,0,0,0
8.29E-06,0.001139,1.90E-09,173.5,4.36E-13,1268,-0.0197,-6.582,-9.109,-13.18,-18.88,1,-13.17,-26.34,0,-3.374,-0.209,-6.521,-3.856,-13.66,-14,-22.95,-26.95,0.335,1.11E-10,0,0,0,3.73E-11,0,0.235,0,0,0,0,0,0,0,0
4.64E-06,0.002115,1.03E-09,906.7,8.82E-13,549.2,-0.0197,-6.584,-9.087,-13.16,-18.88,0,-42.31,-37.27,0,-49.19,-36.73,-51.25,-39.78,-54.29,-45.68,-58.82,-54.91,0.201,1.24E-10,0.00625,1.18E-10,4.38E-11,4.84E-11,0.003174,0.1138,0,0,0,0,4.82E-05,8.78E-13,0,0
4.83E-06,0.0009012,2.39E-09,864.2,7.03E-13,1498,-0.0197,-6.584,-9.089,-13.16,-18.88,0,-11.86,-12.34,0,-13.18,-1.664,-16.25,-5.559,-21.98,-13.83,-31.03,-27.24,0.308,1.07E-10,0.079,9.16E-11,2.36E-11,4.29E-11,0.1272,0.3303,1.29E-12,8.82E-12,0.03046,0.006973,0,0,0,0
3.76E-06,0.002325,2.68E-09,748.5,2.80E-13,399,-0.0197,-6.582,-9.08,-13.15,-18.87,0,-36.32,-31.81,0,-44.05,-34.8,-46.74,-36.35,-50.49,-40.84,-55.34,-48.59,0.132,1.34E-10,0.0161,1.39E-10,6.69E-11,6.00E-11,0.01352,0.09604,2.71E-11,2.03E-11,0.03785,0.006067,0,0,0,0
1.30E-06,0.0007852,1.09E-09,372.6,6.74E-13,764.9,-0.0198,-6.58,-9.068,-13.13,-18.81,1,-7.177,-14.34,0,-8.125,-9.689,-10.47,-11.9,-14.29,-15.55,-19.18,-19.89,0.311,1.26E-10,0.149,1.18E-10,5.07E-11,5.23E-11,0.1503,0.2105,1.76E-11,0,0,0.07647,0,0,0,0
1.45E-06,0.0006314,2.83E-09,822.5,8.73E-13,1199,-0.0198,-6.58,-9.07,-13.13,-18.82,1,-2.044,-3.637,0,-2.119,3.025,-4.503,0.731,-8.299,-2.873,-13.25,-7.294,0.266,1.13E-10,0.189,9.88E-11,3.87E-11,4.60E-11,0.2019,0.1777,0,0,0,0,0,0,0,0
7.49E-06,0.001025,6.88E-10,266.9,6.33E-13,13.35,-0.0196,-6.595,-9.108,-13.17,-18.88,1,5.726,11.45,1,-1.771,3.159,-6.163,-2.981,-13.86,-14.28,-24.34,-29.64,0.574,9.21E-11,0.819,8.88E-11,0,0,0,0,0,0,0,0,0,0,0,0
8.27E-06,0.002407,4.83E-10,900.1,2.01E-13,875.4,-0.0196,-6.598,-9.109,-13.17,-18.87,0,-50.6,-48.01,0,-43.38,-31.93,-47.37,-39.42,-54.8,-52.83,-64.17,-68.29,0.0501,1.37E-10,0.000126,5.75E-11,0,6.42E-11,0,0.02782,0,0,0,0,0,0,0,0
1.57E-06,0.002168,5.23E-10,1194,9.31E-13,1238,-0.0197,-6.581,-9.07,-13.13,-18.82,0,-42.71,-41.13,0,-46.5,-37.99,-48.56,-40.09,-51.3,-43.07,-54.04,-46.67,0.176,1.08E-10,0.0039,1.03E-10,3.75E-11,4.19E-11,0.002493,0.1113,0,0,0,0,0,0,0,0
7.41E-06,0.001124,9.94E-10,840.1,2.31E-13,257.7,-0.0196,-6.593,-9.104,-13.17,-18.87,0,-21.08,-12.87,0,-28.64,-18.61,-32.88,-24.43,-40.34,-36.83,-50.74,-53.1,0.526,1.16E-10,0.202,1.18E-10,3.76E-11,3.86E-11,0.04555,0.2704,0,0,0,0,0,0,0,0
7.19E-06,0.001892,2.60E-09,548,3.03E-14,1096,-0.0196,-6.592,-9.102,-13.17,-18.87,0,-26.56,-29.52,0,-33.94,-35.16,-38.28,-36.32,-45.99,-41.75,-55.46,-56.44,0.0835,1.17E-10,0.0562,1.34E-10,6.12E-11,3.98E-11,0.04983,0.03829,2.28E-11,3.17E-12,0.003954,0.0367,0,0,0,0
5.87E-06,0.00136,5.50E-10,645.4,9.70E-13,140.8,-0.0196,-6.588,-9.096,-13.17,-18.88,0,-13.43,-5.194,0,-19.62,-8.953,-22.99,-13.71,-29.46,-23.86,-39.39,-39.02,0.615,1.21E-10,0.782,1.26E-10,4.37E-11,3.78E-11,0.3805,0.2758,0,0,0,0,0,0,0,0
5.71E-06,0.002231,2.70E-09,595,6.62E-13,278.8,-0.0196,-6.587,-9.095,-13.17,-18.88,0,-29.92,-24.4,0,-36.13,-25.21,-39.34,-29.36,-45.34,-38.71,-54.21,-52.33,0.136,1.34E-10,0.142,1.32E-10,6.16E-11,5.45E-11,0.07673,0.07047,0,0,0,0,0,0,0,0
2.42E-06,0.001543,9.56E-10,1428,8.96E-13,1495,-0.0197,-6.581,-9.073,-13.14,-18.84,0,-44.91,-41.56,0,-49.59,-37.66,-51.23,-39.44,-53.07,-41.96,-55.16,-46.06,0.27,1.09E-10,0.00282,1.04E-10,3.74E-11,4.04E-11,0.002783,0.1953,7.14E-12,0,0,0.0007479,0,0,0,0
9.69E-06,0.001903,1.28E-09,317.3,1.30E-13,1155,-0.0197,-6.587,-9.12,-13.17,-18.87,1,-8.831,-16.41,0,-5.865,-2.87,-8.803,-4.124,-18.16,-19.28,-29.48,-36.45,0.157,1.34E-10,0.0691,1.35E-10,1.78E-11,6.08E-11,0.0383,0.09178,0,0,0,0,0,0,0,0
4.05E-06,0.0007223,1.11E-09,617.5,7.53E-13,1372,-0.0197,-6.582,-9.087,-13.16,-18.88,1,-3.08,-5.983,0,1.331,9.685,-1.694,6.396,-7.496,-0.691,-16.43,-12.7,0.328,1.06E-10,0.108,8.64E-11,2.07E-11,4.10E-11,0.2192,0.2821,0,0,0,0,0,0,0,0
8.33E-06,0.001429,1.45E-09,1448,2.98E-13,700.5,-0.0196,-6.598,-9.109,-13.17,-18.87,0,-51.62,-44.36,0,-46.17,-33.46,-50.29,-42.2,-57.36,-55.07,-65.72,-69.45,0.42,1.38E-10,0.000605,8.23E-11,0,6.65E-11,0,0.3726,0,0,0,0,0,0,0,0
6.57E-06,0.0009377,2.23E-09,1023,2.79E-13,281,-0.0196,-6.59,-9.1,-13.17,-18.88,0,-22.29,-13.51,0,-29.54,-18.18,-33.26,-23.28,-40.05,-34.61,-49.95,-50.14,0.588,1.25E-10,0.106,1.27E-10,5.34E-11,5.22E-11,0.05131,0.4441,0,9.21E-12,0.03792,0,0,0,0,0
6.00E-06,0.001535,1.29E-09,789.6,3.04E-15,587.7,-0.0196,-6.589,-9.097,-13.17,-18.88,0,-30.5,-26.86,0,-34.9,-31.48,-34.85,-32.04,-36.67,-35.68,-41.36,-44.08,0.191,1.01E-10,0.0268,9.85E-11,0,1.57E-11,0,0.03621,0,0,0,0,0,0,0,0
4.63E-06,0.001174,4.01E-10,438.5,8.60E-13,1162,-0.0197,-6.583,-9.093,-13.17,-18.89,1,-4.701,-9.008,0,0.179,7.89,-3.054,4.206,-9.333,-3.917,-18.95,-17.36,0.363,1.08E-10,0.0823,8.73E-11,1.71E-11,4.09E-11,0.1611,0.3115,0,0,0,0,0,0,0,0
5.94E-06,0.0008379,2.86E-09,884.1,9.17E-13,169.7,-0.0196,-6.588,-9.098,-13.17,-18.88,0,-5.627,3.535,0,-11.69,-0.128,-15.21,-5.192,-21.85,-15.55,-31.82,-30.6,0.777,1.29E-10,0.673,1.34E-10,5.66E-11,5.05E-11,0.3948,0.4641,0,0,0,0,0,0,0,0
