fW,current,ind,Rd,Cs,Rs,Stage 1 Region,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of 2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation
9.61E-06,0.00188,3.28E-10,1105,8.99E-13,1346,0,-0.01954,-6.604,-9.112,-13.17,-18.86,-54.11,-50.97,0,-58.2,-47.24,-60.48,-54.8,-64.4,-64.56,-70.05,-76.23
9.70E-06,0.0005972,2.17E-09,1281,9.58E-13,402.3,0,-0.01956,-6.601,-9.109,-13.17,-18.86,-13.96,-4.957,0,-21.12,-10.73,-26.49,-21.01,-35.18,-35.41,-46.29,-52.53
5.91E-06,0.0006521,1.76E-09,1075,2.81E-13,293.2,0,-0.01963,-6.588,-9.098,-13.17,-18.88,-3.548,4.796,0,-9.514,1.443,-12.87,-2.705,-19.5,-13.19,-29.57,-28.7
6.11E-06,0.00247,4.25E-11,1166,3.37E-13,1485,0,-0.0197,-6.591,-9.099,-13.17,-18.88,-46.22,-45.23,0,-50.02,-36.55,-52.71,-41.85,-57.22,-51.29,-63.37,-63.19
5.01E-06,0.0007495,1.66E-09,22.05,9.40E-13,1303,1,-0.01973,-6.579,-9.075,-13.14,-18.88,-30.25,-60.5,0,-18.46,-30.42,-15.84,-22.73,-14.03,-15.12,-15.63,-12.25
3.97E-06,0.002375,2.84E-09,1314,9.64E-13,490.5,0,-0.01979,-6.588,-9.085,-13.16,-18.87,-52.68,-45.04,0,-63.26,-49.95,-59.29,-46.73,-57.99,-47.75,-59.84,-53.84
3.68E-06,0.001396,2.53E-09,1100,7.73E-14,840.8,0,-0.01968,-6.582,-9.079,-13.15,-18.87,-36.69,-33.33,0,-44.45,-37.4,-47.74,-37.7,-51.45,-40.8,-55.53,-48.18
9.47E-06,0.001422,1.42E-09,169.2,6.07E-13,569.7,1,-0.01967,-6.593,-9.115,-13.17,-18.87,-7.739,-15.48,0,-2.876,0.8762,-7.744,-6.265,-16.05,-18.81,-25.78,-32.62
3.89E-06,0.001868,2.44E-09,800.1,6.75E-14,1183,0,-0.01968,-6.582,-9.081,-13.15,-18.87,-35.7,-36.76,0,-43.94,-39.84,-47.87,-39.7,-51.97,-42.04,-56.01,-49.2
4.66E-06,0.0005682,1.75E-09,788.4,4.06E-13,830.6,1,-0.0197,-6.582,-9.094,-13.17,-18.89,0.6689,1.567,1,2.307,11.74,-0.9425,8.242,-7.506,-0.3624,-17.12,-14.03
6.06E-06,0.001981,1.30E-09,826.2,2.64E-13,784,0,-0.01963,-6.588,-9.097,-13.17,-18.88,-40.7,-38.3,0,-52.77,-41.08,-55.06,-44.32,-57.51,-51.26,-62.13,-61.51
6.92E-06,0.001788,1.48E-09,187.7,7.60E-13,1476,1,-0.01971,-6.584,-9.105,-13.18,-18.88,-12.43,-24.82,0,-2.039,2.588,-5.456,-1.539,-12.23,-10.82,-21.43,-23.48
2.53E-06,0.001241,2.06E-09,1249,9.18E-13,255.3,0,-0.01971,-6.581,-9.073,-13.14,-18.84,-33.05,-24.72,0,-39.33,-28.05,-41.76,-30.48,-45.61,-34.85,-50.66,-41.6
5.53E-06,0.000571,1.99E-09,582.5,6.94E-13,389.2,1,-0.01967,-6.585,-9.099,-13.18,-18.89,2.523,5.09,1,1.388,9.552,-2.134,5.39,-8.932,-3.858,-18.67,-17.8
7.09E-06,0.001459,1.35E-09,871.7,6.02E-13,1218,0,-0.01961,-6.592,-9.104,-13.17,-18.88,-35.88,-35.17,0,-41.09,-28.5,-44.88,-35.56,-51.58,-47.34,-60.22,-61.73
2.63E-06,0.001216,1.31E-09,1288,2.66E-13,1252,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-36.4,-34.54,0,-41.97,-30.9,-44.3,-32.82,-47.86,-36.96,-52.27,-43.46
3.92E-06,0.001915,1.35E-09,502.5,9.96E-14,593.6,0,-0.01968,-6.582,-9.081,-13.15,-18.87,-16.15,-16.61,0,-21.15,-18.29,-22.74,-16.77,-27.13,-19.69,-34.89,-29.73
2.56E-06,0.001632,2.95E-09,671.7,2.26E-14,542.4,0,-0.01971,-6.581,-9.073,-13.14,-18.84,-18.9,-17.71,0,-25.45,-24,-27.91,-25.75,-31.98,-27.73,-38.37,-30.59
6.05E-06,0.001358,9.38E-10,737.8,2.59E-13,885.1,0,-0.01963,-6.588,-9.097,-13.17,-18.88,-24.09,-23.39,0,-28.37,-17.62,-31.66,-21.52,-38.06,-32.11,-47.81,-47.4
2.33E-06,0.0007916,1.80E-09,22.94,9.09E-13,860.3,1,-0.01975,-6.579,-9.069,-13.13,-18.81,-29.36,-58.75,0,-22.01,-37.53,-19.39,-29.78,-17.43,-21.78,-15.79,-13.05
9.52E-06,0.001399,2.44E-09,1297,4.87E-13,1278,0,-0.01954,-6.603,-9.111,-13.17,-18.86,-50.02,-46.66,0,-51.75,-40.16,-56.1,-49.92,-62.16,-61.86,-68.9,-74.59
1.23E-06,0.001922,4.12E-11,1209,4.83E-13,447.8,0,-0.01975,-6.58,-9.069,-13.13,-18.82,-36.94,-33.68,0,-42.76,-36.41,-45.01,-38.52,-48.32,-42,-51.97,-46.4
6.10E-06,0.00158,1.88E-09,164.5,6.34E-13,41.02,1,-0.01965,-6.584,-9.092,-13.18,-18.89,1.328,2.646,1,-4.789,-3.013,-6.676,-4.227,-10.78,-8.13,-18.63,-17.93
5.63E-06,0.001257,2.91E-09,384.9,9.50E-13,1306,1,-0.0197,-6.586,-9.103,-13.18,-18.89,-5.645,-11.04,0,0.7607,8.829,-2.571,5.049,-8.924,-3.065,-18.28,-15.95
9.00E-06,0.002402,2.56E-09,270.5,1.79E-13,970.5,0,-0.01964,-6.587,-9.121,-13.18,-18.87,-9.553,-17.14,0,-5.819,-1.591,-8.961,-2.694,-17.85,-16.94,-28.76,-33.2
9.41E-06,0.001008,1.36E-09,1495,3.69E-13,318.8,0,-0.01955,-6.603,-9.111,-13.17,-18.86,-44.35,-33.19,0,-49.82,-38.52,-54.1,-47.72,-60.55,-60.02,-67.7,-73.22
6.76E-06,0.001744,1.76E-09,328.8,6.75E-13,149.9,1,-0.01962,-6.591,-9.112,-13.18,-18.88,2.607,6.559,1,-1.314,5.913,-5.048,1.51,-12.71,-9.504,-22.96,-24.26
8.74E-06,0.001662,1.90E-09,1454,8.06E-13,1370,0,-0.01958,-6.601,-9.111,-13.17,-18.87,-55.4,-50.72,0,-55.18,-43.04,-58.25,-51.09,-62.85,-61.42,-68.79,-73.32
4.80E-06,0.001562,1.90E-10,533.1,9.79E-14,1265,0,-0.01967,-6.582,-9.086,-13.16,-18.88,-14.89,-19.43,0,-16.42,-12.98,-18.02,-10.72,-23.29,-16.32,-32.31,-29.94
3.04E-06,0.001494,2.81E-09,146.3,2.83E-14,1057,1,-0.01974,-6.579,-9.065,-13.12,-18.81,-14.74,-29.49,0,-19.41,-32.27,-17.98,-26.93,-14.06,-15.17,-6.121,3.951
8.32E-06,0.001594,2.55E-09,631.4,3.83E-13,1086,0,-0.01958,-6.597,-9.109,-13.17,-18.87,-26.77,-28.18,0,-30.56,-19.19,-35.13,-27.61,-43.16,-41.2,-53.77,-57.43
2.70E-06,0.001857,2.03E-09,719.3,5.95E-13,13.55,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-23.82,-15.33,0,-30.4,-21.92,-32.96,-24.5,-37.23,-28.93,-43.58,-35.99
2.24E-06,0.0005928,2.49E-10,505,2.90E-14,143.1,1,-0.01973,-6.58,-9.071,-13.13,-18.83,1.905,3.828,1,-4.661,-2.748,-7.169,-5.286,-11.31,-9.541,-17.36,-16.04
7.66E-06,0.001929,7.35E-10,996.6,7.67E-13,518,0,-0.01959,-6.595,-9.107,-13.17,-18.87,-47.12,-40.54,0,-58.77,-46.16,-58.89,-50.33,-61.25,-58.11,-66.28,-69.04
2.04E-06,0.001651,2.94E-09,1121,9.70E-13,1444,0,-0.01972,-6.58,-9.071,-13.13,-18.83,-37.28,-35.76,0,-41.3,-31.57,-43.65,-33.89,-47.21,-37.54,-51.48,-42.26
7.98E-06,0.00243,7.99E-10,1461,1.43E-13,1308,0,-0.0201,-6.61,-9.108,-13.17,-18.87,-27.61,-24.83,0,-39.67,-28.81,-44.31,-37.14,-51.51,-50.15,-61.48,-66.16
9.95E-06,0.002155,9.33E-10,143,1.08E-13,518.8,1,-0.01967,-6.582,-9.1,-13.18,-18.87,-8.435,-16.85,0,-11.33,-16.06,-10.7,-12.13,-16.99,-20.55,-27.33,-35.61
4.49E-06,0.001564,1.95E-09,946.7,6.41E-13,510.5,0,-0.01967,-6.584,-9.085,-13.16,-18.88,-35.26,-29.82,0,-41.52,-29.21,-44.2,-32.53,-48.76,-39.61,-55.3,-50.55
3.95E-06,0.0008195,2.40E-09,901.1,3.43E-13,708,0,-0.01969,-6.582,-9.083,-13.16,-18.88,-6.304,-3.506,0,-9.151,1.153,-11.84,-1.284,-17.04,-7.809,-25.33,-19.42
7.73E-06,0.001751,1.51E-10,842.8,7.38E-13,311.8,0,-0.01959,-6.595,-9.107,-13.17,-18.87,-38.05,-30.2,0,-47.53,-35.54,-51.41,-43.18,-57.38,-54.51,-64.44,-67.48
2.57E-06,0.001245,8.55E-10,938.4,8.10E-13,1116,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-24.5,-23.51,0,-27.91,-18.08,-30.44,-20.67,-34.72,-25.46,-41.09,-33.47
5.92E-06,0.001551,2.83E-10,880.8,1.69E-13,771.4,0,-0.01963,-6.588,-9.096,-13.17,-18.88,-35.56,-32.7,0,-46.4,-36.2,-50.56,-39.87,-54.94,-48.4,-60.53,-59.7
9.28E-06,0.000973,1.03E-09,1313,7.56E-14,433.7,0,-0.01955,-6.602,-9.11,-13.17,-18.87,-38.44,-29.43,0,-39.36,-30.83,-41.58,-35.75,-48.31,-47.83,-58.47,-64.05
5.33E-06,0.001493,1.89E-09,310.1,3.74E-13,1162,1,-0.01971,-6.576,-9.093,-13.18,-18.89,-8.224,-16.26,0,-1.09,4.75,-3.243,3.308,-9.186,-3.986,-18.28,-16.21
2.75E-06,0.001919,1.75E-09,584.7,8.07E-13,1137,0,-0.01971,-6.581,-9.075,-13.14,-18.85,-21.2,-23.92,0,-22.88,-15.48,-25.41,-17.92,-29.71,-22.34,-36.25,-29.45
6.39E-06,0.002023,1.85E-09,640.7,4.54E-13,148.8,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-29.78,-21.21,0,-37.37,-26.94,-41.19,-31.83,-47.78,-42.54,-56.89,-56.99
5.32E-06,0.002191,2.69E-09,405.8,7.57E-14,652.1,0,-0.01965,-6.584,-9.09,-13.17,-18.88,-14.74,-16.89,0,-19.7,-18.8,-20.93,-15.96,-25.86,-18.17,-34.84,-31.18
6.80E-06,0.001469,1.51E-09,987.2,9.42E-13,922.3,0,-0.01961,-6.591,-9.102,-13.17,-18.88,-39.49,-35.75,0,-45.82,-32.88,-49.19,-39.38,-54.86,-49.95,-62,-62.78
4.69E-06,0.002089,2.93E-09,567.4,3.60E-13,63.87,0,-0.01966,-6.584,-9.087,-13.16,-18.88,-22.88,-14.15,0,-29.63,-20.68,-32.61,-23.51,-38.03,-29.95,-46.49,-41.82
5.85E-06,0.002189,2.60E-09,1097,1.31E-13,1459,0,-0.01964,-6.588,-9.096,-13.17,-18.88,-53.49,-53.14,0,-41.59,-30.46,-44.37,-32.59,-50.04,-42.83,-58.5,-57.08
8.99E-06,0.002003,1.07E-09,194.6,1.64E-14,38.55,1,-0.01956,-6.601,-9.111,-13.17,-18.87,4.566,9.28,1,-3.428,0.05179,-8.441,-7.299,-16.53,-19.32,-26.57,-33.71
3.01E-06,0.002127,2.91E-09,200.7,2.19E-13,1199,1,-0.01974,-6.575,-9.067,-13.13,-18.87,-12.95,-25.79,0,-8.15,-9.621,-7.919,-6.688,-8.547,-3.997,-10.88,-2.03
7.08E-06,0.0006439,6.61E-10,830.2,4.19E-13,1335,1,-0.01967,-6.597,-9.117,-13.18,-18.88,-1.624,-2.515,0,1.853,12.72,-3.434,4.801,-12.04,-8.626,-23.23,-25.61
3.60E-06,0.00165,2.59E-09,718.7,1.40E-13,54.37,0,-0.01969,-6.582,-9.079,-13.15,-18.87,-22.56,-13.41,0,-29.2,-20.07,-31.91,-22.85,-36.71,-28.01,-44.22,-37.28
1.33E-06,0.000815,9.32E-10,874.4,2.98E-13,610.6,0,-0.01974,-6.579,-9.069,-13.13,-18.82,-2.31,-1.856,0,-5.385,-0.7507,-7.582,-2.563,-11.64,-6.649,-17.64,-13.09
3.24E-06,0.001475,1.25E-09,169.8,3.46E-13,447.9,1,-0.01973,-6.577,-9.07,-13.14,-18.85,-8.273,-16.55,0,-8.628,-10.73,-9.67,-10.34,-12.48,-11.92,-16.26,-13.67
1.92E-06,0.002418,7.12E-10,459.7,5.30E-13,1083,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-15.29,-21.66,0,-15.75,-13.87,-18.18,-16.14,-22.3,-20.27,-28.31,-26.44
8.03E-06,0.0005757,2.05E-09,301.7,3.46E-13,198,1,-0.01964,-6.587,-9.106,-13.18,-18.87,0.7671,1.509,1,-3.459,-0.3112,-6.427,-3.554,-13.73,-14.07,-23.44,-27.91
9.91E-06,0.00216,2.24E-09,1491,1.05E-13,362.1,0,-0.01985,-6.608,-9.109,-13.17,-18.86,-42.24,-31.98,0,-40.56,-32.19,-42.78,-38.47,-49.83,-51.23,-60.35,-67.76
7.69E-06,0.001015,1.12E-09,1189,8.15E-13,213.2,0,-0.01959,-6.595,-9.107,-13.17,-18.87,-33.61,-22.6,0,-42.21,-29.77,-46.39,-37.72,-53.3,-49.96,-61.72,-64.27
6.31E-06,0.001116,1.98E-09,1104,5.86E-13,1419,0,-0.01962,-6.589,-9.099,-13.17,-18.88,-35.41,-33.86,0,-40.48,-27.2,-43.86,-33.18,-49.94,-43.89,-58.19,-57.74
1.16E-06,0.00129,2.36E-09,375.2,6.70E-13,201.1,1,-0.01975,-6.58,-9.068,-13.13,-18.81,-5.469,-10.67,0,-10.57,-14.28,-12.65,-15.97,-15.81,-18.25,-18.83,-18.84
7.16E-06,0.002453,1.63E-09,1475,6.06E-13,1303,0,-0.02011,-6.612,-9.108,-13.17,-18.87,-27.08,-23.51,0,-52.1,-40.23,-57.32,-49.27,-61.81,-59.04,-67.23,-70.29
9.62E-06,0.001558,8.05E-10,962.8,4.94E-13,241.9,0,-0.01954,-6.604,-9.111,-13.17,-18.86,-40.94,-30.97,0,-52.99,-42.4,-57.64,-51.93,-62.71,-62.83,-68.73,-74.87
1.29E-06,0.00209,2.05E-09,1124,3.46E-13,202.7,0,-0.01975,-6.58,-9.069,-13.13,-18.82,-35.99,-31.39,0,-42.61,-36.92,-44.94,-38.8,-48.27,-41.97,-51.88,-45.65
8.84E-06,0.002036,2.19E-09,989.7,6.63E-13,75.12,0,-0.01956,-6.601,-9.111,-13.17,-18.87,-47.45,-34.1,0,-53.15,-42.18,-56.27,-49.55,-61.63,-60.5,-68.13,-72.87
2.96E-06,0.001581,2.92E-09,306.9,3.09E-13,1135,1,-0.01974,-6.576,-9.07,-13.14,-18.87,-9.034,-17.84,0,-4.404,-1.91,-5.518,-1.618,-7.85,-2.174,-12.02,-3.701
4.28E-06,0.001919,1.34E-09,1463,2.23E-14,1148,0,-0.01971,-6.585,-9.085,-13.16,-18.87,-55.92,-52.23,0,-35.84,-31.25,-34.45,-28.16,-37.26,-29.33,-44.03,-39.09
4.57E-06,0.001784,1.59E-09,517.2,9.42E-14,218.4,0,-0.01966,-6.584,-9.086,-13.16,-18.88,-13.22,-8.416,0,-19.8,-14.5,-22.48,-16.24,-27.57,-20.77,-35.99,-32.02
6.95E-06,0.001616,5.61E-12,1413,1.93E-13,31.81,0,-0.01961,-6.593,-9.104,-13.17,-18.88,-50.9,-35.9,0,-53.31,-40.46,-52.67,-43.17,-54.91,-50.41,-60.96,-62.23
8.54E-06,0.001029,1.57E-10,97.31,7.26E-13,798.9,1,-0.0197,-6.587,-9.103,-13.17,-18.87,-14.73,-29.46,0,-8.243,-9.979,-12.31,-15.62,-20.32,-27.62,-31.14,-43.64
8.59E-06,0.000541,2.59E-09,1481,8.34E-13,1345,0,-0.01959,-6.597,-9.107,-13.17,-18.87,-18.68,-13.95,0,-24.03,-12.3,-28.75,-21.49,-36.88,-35.18,-47.7,-51.95
1.68E-06,0.002282,1.73E-09,1407,8.07E-13,1199,0,-0.01982,-6.585,-9.074,-13.13,-18.83,-48.6,-45.65,0,-52.24,-42.19,-53.57,-43.53,-54.82,-45.03,-56.13,-47.2
2.01E-06,0.00202,1.61E-09,151.8,1.11E-13,1471,1,-0.01975,-6.578,-9.066,-13.13,-18.81,-17.69,-35.37,0,-15.79,-25.01,-15.45,-21.86,-16.83,-20.58,-18.02,-17.53
5.86E-06,0.002333,7.57E-10,967.2,4.13E-13,199.8,0,-0.01964,-6.588,-9.096,-13.17,-18.88,-46.98,-37.06,0,-52.72,-40.59,-54.5,-43.74,-57.55,-51.07,-62.53,-61.62
8.09E-06,0.002232,1.62E-09,978.1,6.80E-13,1250,0,-0.01958,-6.597,-9.109,-13.17,-18.87,-53.48,-51.71,0,-57.21,-44.75,-58.74,-50.8,-62.05,-59.7,-67.43,-70.97
2.26E-06,0.0009314,2.71E-09,732,3.12E-14,256.1,0,-0.01972,-6.58,-9.072,-13.13,-18.84,0.4841,4.494,1,-6.004,-1.902,-8.296,-3.937,-11.77,-6.573,-16.86,-9.989
8.88E-06,0.001174,8.29E-10,469.4,6.25E-13,827.2,1,-0.01964,-6.608,-9.12,-13.17,-18.87,-2.637,-4.443,0,-0.01003,9.119,-6.358,-1.12,-15.69,-15.89,-27.07,-33.08
5.18E-06,0.000579,3.08E-10,110.5,6.48E-13,967.4,1,-0.01973,-6.58,-9.08,-13.15,-18.87,-15.81,-31.63,0,-11.04,-15.59,-13.52,-18.04,-18.5,-23.91,-26.44,-34.1
3.29E-06,0.001617,1.01E-09,1324,7.65E-13,94.43,0,-0.0197,-6.581,-9.077,-13.15,-18.86,-43.17,-31.62,0,-50.58,-38.18,-52.47,-40.14,-54.14,-43.15,-56.57,-48.9
7.31E-06,0.0009754,1.18E-09,1179,7.84E-14,1313,0,-0.0196,-6.593,-9.103,-13.17,-18.87,-34.49,-32.82,0,-41.36,-32.73,-45.14,-35.58,-51.5,-47.15,-59.97,-61.79
6.96E-06,0.001793,1.30E-09,146.4,1.47E-13,385,1,-0.01969,-6.578,-9.083,-13.18,-18.89,-6.903,-13.8,0,-9.908,-13.27,-8.749,-8.421,-12.33,-11.24,-21.27,-23.38
9.05E-06,0.001336,7.63E-10,463.1,4.56E-13,434.3,0,-0.0196,-6.605,-9.118,-13.17,-18.87,-0.84,1.041,1,-2.968,5.89,-8.868,-3.659,-18.12,-18.48,-29.51,-35.76
3.02E-06,0.0008666,2.69E-09,1452,8.83E-13,506.4,0,-0.0197,-6.581,-9.076,-13.14,-18.85,-29.76,-22.27,0,-35.48,-22.93,-38.01,-25.66,-42.24,-30.89,-48.31,-39.61
7.15E-06,0.0006054,1.69E-10,966.2,5.33E-13,389,0,-0.0196,-6.599,-9.115,-13.18,-18.88,3.922,10.66,1,-0.1105,10.98,-5.156,3.183,-13.59,-10.13,-24.74,-27.14
9.91E-06,0.001222,1.02E-09,316.7,3.41E-13,359.6,1,-0.01962,-6.599,-9.119,-13.17,-18.86,-0.1086,-0.1209,1,-1.314,4.444,-6.748,-3.751,-16.24,-18.75,-27.43,-35.54
5.35E-06,0.002022,1.37E-10,322.2,4.41E-13,1026,0,-0.01969,-6.582,-9.098,-13.18,-18.89,-8.377,-15.12,0,-3.302,3.299,-6.406,0.159,-13.26,-9.254,-23.54,-24.2
4.10E-06,0.0005018,2.47E-10,1241,2.29E-13,874,0,-0.01969,-6.582,-9.088,-13.16,-18.88,0.2226,3.932,1,-1.48,9.245,-4.393,6.502,-10.37,-1.505,-19.54,-14.95
2.88E-06,0.002098,1.44E-09,1322,1.20E-13,991.9,0,-0.01973,-6.582,-9.076,-13.14,-18.85,-54.77,-51.39,0,-48.62,-39.21,-49.96,-38.61,-52.64,-41.49,-55.97,-47.44
8.80E-06,0.0007865,2.08E-09,697.4,6.23E-13,1113,1,-0.01964,-6.61,-9.12,-13.17,-18.87,-1.494,-2.05,0,0.5699,10.66,-5.814,0.1932,-15.06,-14.46,-26.29,-31.39
7.58E-06,0.001844,1.00E-09,873.6,5.07E-13,426.5,0,-0.01959,-6.595,-9.107,-13.17,-18.87,-41.08,-34.54,0,-53.27,-41,-56.04,-47.37,-59.8,-56.51,-65.29,-67.88
4.70E-06,0.0009712,7.37E-10,167.4,2.44E-14,271.1,1,-0.01971,-6.581,-9.074,-13.14,-18.86,-5.446,-10.92,0,-11.92,-17.31,-14.18,-19.34,-17.48,-21.87,-21.89,-24.91
3.51E-06,0.001465,2.51E-09,67.18,6.38E-13,870.6,1,-0.01974,-6.577,-9.069,-13.13,-18.87,-19.4,-38.83,0,-12.65,-18.82,-11.44,-13.93,-9.835,-6.823,-9.959,-1.117
7.59E-06,0.00237,2.86E-09,1303,5.31E-13,1012,0,-0.01977,-6.6,-9.107,-13.17,-18.87,-39.59,-35.11,0,-52.25,-39.39,-55.56,-47.02,-60.68,-57.66,-67.08,-69.91
4.78E-06,0.001899,7.99E-11,1152,4.93E-14,104.1,0,-0.01966,-6.585,-9.088,-13.16,-18.88,-45.55,-33.64,0,-48.25,-36.75,-46.91,-36.45,-47.46,-39.68,-51.89,-48.69
9.33E-06,0.002453,1.04E-09,521.5,9.73E-13,375.2,0,-0.01955,-6.603,-9.111,-13.17,-18.87,-32.4,-28.3,0,-39.57,-29.58,-44.82,-39.52,-53.14,-53.49,-63.1,-69.27
4.92E-06,0.0008246,2.26E-09,106.5,2.64E-13,1197,1,-0.01973,-6.575,-9.071,-13.15,-18.89,-17.79,-35.59,0,-11.06,-15.63,-10.11,-11.28,-10.17,-7.398,-14.77,-10.06
3.68E-06,0.001067,3.16E-10,1299,6.94E-13,622.7,0,-0.01968,-6.582,-9.079,-13.15,-18.87,-34.01,-27.72,0,-39.9,-27.07,-42.45,-30.09,-46.66,-36.17,-52.61,-46.01
5.84E-06,0.0005938,1.88E-09,134.7,8.29E-13,634.7,1,-0.01971,-6.58,-9.084,-13.16,-18.89,-11.5,-23.02,0,-8.364,-10.24,-10.05,-11.12,-12.99,-12.83,-18.89,-18.57
6.15E-06,0.001238,1.62E-09,1362,7.52E-13,116.6,0,-0.01962,-6.589,-9.098,-13.17,-18.88,-42.71,-29.76,0,-51.66,-38.21,-54.24,-43.16,-57.32,-50.82,-62.27,-61.4
6.96E-06,0.001767,2.36E-09,733.8,9.82E-13,324.6,0,-0.01961,-6.592,-9.103,-13.17,-18.88,-32.32,-25.68,0,-39,-26.99,-42.82,-33.66,-49.68,-45.26,-58.83,-59.87
6.59E-06,0.001383,2.55E-09,262.9,8.33E-13,190.6,1,-0.01965,-6.586,-9.106,-13.18,-18.89,0.9262,1.931,1,-0.9043,4.928,-3.813,1.896,-10.18,-6.455,-19.53,-19.44
5.96E-06,0.001606,2.84E-09,1150,3.68E-13,401.3,0,-0.01963,-6.588,-9.097,-13.17,-18.88,-44.49,-36.26,0,-53.59,-40.48,-55.25,-43.87,-57.63,-50.72,-62.24,-60.85
7.54E-06,0.001676,6.89E-10,975.3,1.05E-13,1435,0,-0.01959,-6.594,-9.105,-13.17,-18.87,-44.85,-45.14,0,-39.63,-30.09,-43.04,-33.56,-49.99,-46.27,-59.72,-62.2
4.36E-06,0.001706,1.92E-09,1205,4.06E-13,252,0,-0.01967,-6.583,-9.084,-13.16,-18.88,-44.35,-34.64,0,-53.39,-40.8,-54.85,-42.48,-55.92,-46.12,-58.93,-53.73
4.98E-06,0.0018,1.20E-10,260.4,4.59E-13,516.7,1,-0.0197,-6.579,-9.089,-13.17,-18.88,-4.626,-9.015,0,-2.658,1.649,-4.99,-0.2597,-11.14,-8.171,-20.94,-21.97
6.66E-06,0.000871,9.32E-10,157.7,5.94E-13,302.2,1,-0.01969,-6.582,-9.093,-13.17,-18.88,-5.778,-11.58,0,-6.175,-5.839,-8.635,-8.205,-14.6,-15.99,-23.25,-27.57
5.10E-06,0.001318,5.10E-10,1386,1.32E-13,1208,0,-0.01965,-6.585,-9.09,-13.16,-18.88,-46.08,-42.83,0,-44.35,-32.63,-46.73,-34.33,-51.33,-42.56,-58.06,-54.79
9.96E-06,0.002444,1.50E-10,558.6,1.34E-13,1319,0,-0.01954,-6.604,-9.111,-13.17,-18.86,-39.62,-43.53,0,-44.8,-37.28,-49.62,-44.25,-57.41,-58.52,-66.46,-73.85
9.66E-06,0.001827,1.08E-09,689,9.97E-13,466,0,-0.01954,-6.604,-9.111,-13.17,-18.86,-34.24,-29.31,0,-42.1,-31.86,-47.46,-42.21,-55.63,-56.11,-64.97,-71.38
7.34E-06,0.001218,1.91E-09,1215,7.64E-14,452.3,0,-0.0196,-6.594,-9.105,-13.17,-18.87,-40.63,-32.46,0,-40.15,-31.08,-41.37,-32.85,-47.08,-42.97,-56.61,-58.43
1.53E-06,0.000897,1.77E-09,733.8,5.70E-13,1258,1,-0.01975,-6.579,-9.07,-13.13,-18.82,-4.611,-7.776,0,-3.996,0.838,-6.392,-1.446,-10.39,-5.383,-15.97,-10.87
7.15E-06,0.001509,2.95E-09,978.5,7.47E-13,551.5,0,-0.0196,-6.593,-9.104,-13.17,-18.88,-39.34,-33.34,0,-47.98,-35.11,-51.32,-41.82,-56.66,-52.23,-63.28,-64.49
4.55E-06,0.001916,7.79E-10,500.8,1.47E-13,926.7,0,-0.01967,-6.583,-9.085,-13.16,-18.88,-18.9,-21.85,0,-21.44,-16.29,-23.56,-15.53,-28.72,-21.47,-37.35,-34.18
1.38E-06,0.001425,2.94E-11,958.2,5.17E-13,1155,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-24.37,-25.61,0,-27.55,-21.8,-30.02,-24.21,-34.09,-28.45,-39.83,-34.88
1.87E-06,0.001111,2.47E-09,682.9,2.47E-13,1487,0,-0.01974,-6.579,-9.071,-13.13,-18.83,-8.21,-12.97,0,-6.728,-1.574,-8.834,-3.015,-12.71,-6.492,-18.26,-11.36
9.63E-06,0.0009714,9.38E-10,42.16,5.42E-13,777.5,1,-0.01969,-6.584,-9.102,-13.17,-18.87,-21.9,-43.81,0,-14.34,-22.2,-16.08,-23.24,-20.67,-28.36,-27.47,-36.19
9.38E-06,0.001857,2.96E-09,338.6,3.30E-13,690.9,0,-0.01962,-6.602,-9.121,-13.17,-18.87,-5.385,-8.693,0,-3.311,4.914,-8.964,-3.493,-18.05,-17.97,-28.89,-33.99
7.94E-06,0.001624,2.07E-09,1342,2.51E-13,581,0,-0.01959,-6.597,-9.108,-13.17,-18.87,-52.04,-44.33,0,-44.97,-32.34,-48.7,-40.02,-55.73,-52.77,-64.47,-67.49
1.78E-06,0.001229,2.40E-10,441.1,5.42E-13,1225,1,-0.01975,-6.579,-9.07,-13.13,-18.83,-7.292,-14.2,0,-5.091,-3,-7.475,-5.269,-11.64,-9.555,-17.84,-16.28
7.07E-06,0.001236,1.51E-09,181.6,7.56E-13,258,1,-0.01967,-6.584,-9.102,-13.18,-18.88,-3.244,-6.499,0,-3.522,-0.4891,-6.401,-3.624,-12.75,-12.12,-21.62,-24.16
5.25E-06,0.0007702,1.93E-09,131.1,5.72E-13,1352,1,-0.01973,-6.578,-9.079,-13.16,-18.89,-16.13,-32.26,0,-8.125,-9.766,-9.385,-9.803,-11.63,-10.17,-16.96,-14.64
