fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height Vout_2 14G,eye_maxWidth Vout_1 14G,eye_width Vout_2 14G,eye_width_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_height Vout_1 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_1 14G,eye_width Vout_1 14G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_2 28G,eye_height Vout_2 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width_XY Vout_1 28G,eye_width Vout_2 28G,eye_maxHeight Vout_1 28G,eye_height Vout_1 28G,eye_width Vout_1 28G,eye_width_XY Vout_2 28G,eye_height Vout_2 56G,eye_width_XY Vout_1 56G,eye_height_XY Vout_2 56G,eye_height Vout_1 56G,eye_maxWidth Vout_1 56G,eye_height_XY Vout_1 56G,eye_maxHeight Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_2 56G,eye_width Vout_1 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_2 56G
5.086e-06,0.002011,2.36e-11,1253.0,7.228e-13,578.0,-0.01966,-53.15,-46.17,-6.586,-59.88,-46.18,-9.091,-58.04,-46.04,-13.17,-58.1,-49.92,-18.88,-61.45,-58.57,0.1398,0.2407,0.2121,1.241e-10,1.272e-10,1.27e-10,0.000161,0.001085,0.0008748,1.17e-10,1.221e-10,1.219e-10,1.0,2.0,0.0004369,-0.0001113,5.131e-11,3.334e-11,5.122e-11,4.131e-11,-0.01157,4.134e-11,0.0005097,0.1456,0.1304,4.979e-11,0.0,0.0,0.0,-0.0009142,1.837e-06,0.004572,2.997e-12,0.0,0.0,-0.1072,0.0,1.483e-13,-0.0006443,8.638e-14,1.032e-06,-0.1193,0.0,0.0002319,0.0,0.0,0.0,0.0,0.0,7.987e-14
5.200999999999999e-06,0.001058,2.344e-10,963.6,1.1720000000000002e-13,1108.0,-0.01965,-25.6,-24.57,-6.585,-31.6,-22.84,-9.09,-34.58,-23.84,-13.16,-40.11,-32.2,-18.88,-48.82,-46.28,0.2256,0.3395,0.3296,1.375e-10,1.389e-10,1.389e-10,0.01045,0.04121,0.03973,1.396e-10,1.404e-10,1.404e-10,1.0,2.0,0.03908,0.004162,6.395e-11,5.754e-11,6.395e-11,6.185e-11,0.2305,6.188e-11,0.03931,0.3239,0.3222,6.178e-11,2.019e-11,2.604e-11,0.01878,-0.01078,0.01832,0.2352,2.603e-11,1.476e-11,0.2369,0.08105,2.373e-11,2.018e-11,-0.03793,7.705e-14,4.563e-05,-0.2208,0.0,0.0004257,0.0,0.0,0.0,0.0,0.0,3.484e-13
2.728e-06,0.002396,1.311e-09,569.1,4.679000000000002e-13,1337.0,-0.01971,-28.34,-32.94,-6.581,-29.3,-22.43,-9.074,-31.78,-24.65,-13.14,-36.04,-29.08,-18.85,-42.42,-36.33,0.07065,0.1382,0.1218,1.13e-10,1.184e-10,1.183e-10,0.04978,0.04973,0.04964,9.318e-11,1.124e-10,1.124e-10,1.0,2.0,0.06084,0.02532,4.984e-11,3.178e-11,4.819e-11,3.542e-11,0.03547,3.551e-11,0.06137,0.1007,0.08316,4.951e-11,8.715e-12,1.558e-11,0.01481,-0.05548,0.01325,0.03334,1.36e-11,6.156e-12,0.03336,-0.04759,1.201e-11,7.28e-12,-0.1079,7.719e-14,0.0003191,-0.08708,0.0,6.862e-05,0.0,0.0,0.0,0.0,0.0,9.802e-14
8.356e-06,0.001167,4.943e-10,1182.0,1.796e-13,958.2,-0.01957,-40.8,-36.89,-6.598,-45.91,-34.04,-9.109,-49.9,-41.77,-13.17,-56.64,-54.42,-18.87,-64.59,-68.47,0.2955,0.4022,0.4021,1.362e-10,1.379e-10,1.379e-10,0.001284,0.004342,0.003725,1.139e-10,1.214e-10,1.214e-10,1.0,2.0,0.0006248,-0.002318,5.834e-11,1.023e-11,5.834e-11,2.356e-11,0.2395,2.41e-11,0.0006343,0.3997,0.3967,5.377e-11,0.0,5.594e-12,0.0,-0.002512,1.253e-05,0.01381,5.528e-12,0.0,0.01383,-0.2931,1.488e-12,1.398e-13,-0.002129,6.229e-13,4.453e-06,-0.1889,0.0,0.0005449,0.0,0.0,0.0,0.0,0.0,2.206e-13
1.231e-06,0.0009216,3.7639999999999996e-10,949.3,6.292000000000001e-13,935.2,-0.01974,-7.834,-8.405,-6.58,-10.61,-5.463,-9.069,-13.08,-7.905,-13.13,-17.22,-12.19,-18.82,-23.2,-18.75,0.1477,0.2754,0.2337,1.206e-10,1.236e-10,1.226e-10,0.1163,0.1598,0.1597,1.084e-10,1.138e-10,1.137e-10,1.0,2.0,0.1157,0.0709,5.022e-11,4.606e-11,4.971e-11,4.468e-11,0.02986,4.673e-11,0.1387,0.182,0.1467,4.794e-11,1.432e-11,1.099e-11,0.04801,-0.0497,0.04789,0.03737,1.05e-11,8.338e-12,0.0374,-0.08799,9.378e-12,1.202e-11,-0.1217,2.884e-13,0.0002974,-0.1532,0.0,0.0004577,0.0,0.0,0.0,0.0,0.0,5.447e-14
4.018e-06,0.0005003999999999,1.054e-09,635.7,7.212000000000001e-13,1306.0,-0.01972,-2.84,-5.654,-6.581,0.8407,8.329,-9.085,-2.116,5.129,-13.16,-7.759,-1.707,-18.88,-16.49,-13.38,0.245,0.3329,0.3163,1.004e-10,1.06e-10,1.053e-10,0.4073,0.1391,0.1384,7.226e-11,8.67e-11,8.636e-11,2.0,2.0,0.2312,0.2624,3.86e-11,2.302e-11,3.67e-11,2.233e-11,0.1488,2.351e-11,0.2367,0.2355,0.199,4.111e-11,2.909e-12,6.437e-12,0.03592,-0.2291,0.02411,0.02265,6.378e-12,-2.172e-12,0.02298,-0.154,2.95e-12,2.21e-12,-0.3724,1.905e-13,0.003601,-0.2565,0.0,0.0007243,0.0,0.0,0.0,0.0,0.0,3.246e-13
4.48e-06,0.0011639999999999,9.782e-10,360.1,7.683e-14,1255.0,-0.01972,-7.976,-15.84,-6.575,-8.106,-9.586,-9.067,-6.235,-3.338,-13.15,-8.772,-3.712,-18.89,-17.4,-14.85,0.2211,0.2708,0.2694,1.351e-10,1.373e-10,1.373e-10,-0.00921,0.1208,0.1182,1.382e-10,1.395e-10,1.395e-10,2.0,2.0,0.05041,-0.3582,6.585e-11,6.834e-11,6.585e-11,6.883e-11,0.1662,6.894e-11,0.07339,0.2482,0.2316,6.448e-11,0.0,2.595e-11,0.0,-0.3135,0.03538,0.2485,2.59e-11,0.0,0.249,0.1433,2.418e-11,7.876e-12,-0.2839,1.213e-12,0.006338,-0.1631,0.0,0.00193,0.0,0.0,0.0,0.0,0.0,7.329e-13
4.112e-06,0.001684,3.063e-10,949.3,6.969e-13,496.5,-0.01967,-36.69,-31.23,-6.583,-42.96,-30.91,-9.082,-45.48,-33.97,-13.16,-49.61,-40.28,-18.87,-55.36,-50.25,0.3615,0.4309,0.4128,1.332e-10,1.347e-10,1.346e-10,0.01692,0.02009,0.02008,1.297e-10,1.319e-10,1.319e-10,1.0,2.0,0.01651,0.007838,5.997e-11,5.738e-11,5.994e-11,5.921e-11,0.1679,5.921e-11,0.01705,0.3476,0.3174,5.803e-11,1.364e-11,1.412e-11,0.002019,-0.008991,0.001967,0.05643,1.333e-11,1.082e-11,0.05684,-0.1442,9.762e-12,1.295e-11,-0.01008,2.784e-13,4.477e-05,-0.1838,0.0,0.0002893,0.0,0.0,0.0,0.0,0.0,2.982e-13
3.667e-06,0.0008001,1.352e-09,1385.0,4.1490000000000003e-13,1248.0,-0.01969,-28.17,-25.19,-6.582,-32.56,-19.87,-9.079,-35.2,-22.82,-13.15,-39.81,-29.19,-18.87,-46.85,-40.04,0.3469,0.3398,0.3393,1.192e-10,1.246e-10,1.246e-10,0.01611,0.01459,0.01459,1.125e-10,1.211e-10,1.21e-10,1.0,2.0,0.01627,0.006479,5.335e-11,4.316e-11,5.325e-11,4.702e-11,0.2592,4.715e-11,0.01628,0.3695,0.3386,5.073e-11,1.274e-11,1.799e-11,0.00457,-0.009258,0.004361,0.1617,1.629e-11,1.263e-11,0.1617,-0.03691,1.716e-11,9.759e-12,-0.01741,1.35e-13,1.229e-05,-0.279,0.0,0.001001,0.0,0.0,0.0,0.0,0.0,3.539e-14
1.306e-06,0.0005834999999999,2.699e-09,965.3,1.296e-13,66.55,-0.01974,3.874,8.844,-6.58,-2.655,2.338,-9.07,-5.057,-0.001343,-13.13,-8.837,-3.591,-18.82,-13.91,-8.304,-0.01403,0.2595,0.1951,8.55e-11,1.046e-10,1.044e-10,0.04395,0.3415,0.2622,8.642e-11,1.051e-10,1.05e-10,2.0,2.0,0.1061,-0.01895,0.0,0.0,2.833e-11,2.885e-11,-0.06554,0.0,0.0,0.0,0.07702,0.0,0.0,0.0,0.0,-0.1089,0.004789,0.005373,2.932e-12,0.0,0.0,-0.1514,0.0,8.585e-13,-0.1682,3.245e-13,0.003197,-0.1407,0.0,0.0008987,0.0,0.0,0.0,0.0,0.0,7.196e-13
2.201e-06,0.001535,7.692e-10,412.4,1.143e-13,1315.0,-0.01974,-8.848,-16.87,-6.577,-7.77,-7.93,-9.068,-8.082,-5.861,-13.13,-11.41,-8.28,-18.83,-17.4,-14.27,0.2385,0.2518,0.2493,1.399e-10,1.408e-10,1.408e-10,-0.05414,0.09916,0.09201,1.413e-10,1.416e-10,1.416e-10,2.0,2.0,0.08854,0.03695,6.758e-11,6.243e-11,6.752e-11,6.553e-11,0.2551,6.555e-11,0.09041,0.252,0.2508,6.637e-11,2.432e-11,3.115e-11,0.08971,-0.05316,0.08925,0.204,3.114e-11,2.022e-11,0.2188,0.1089,3.022e-11,2.431e-11,-0.08794,9.538e-12,0.006808,-0.08649,9.544e-12,0.05345,0.0,0.0,0.0,7.444e-12,0.05452,2.438e-12
2.454e-06,0.002394,1.1810000000000002e-09,214.5,4.2970000000000003e-13,150.9,-0.01972,-4.332,-8.345,-6.579,-9.384,-11.87,-9.071,-10.98,-12.56,-13.13,-14.16,-14.86,-18.83,-18.19,-17.19,0.01181,0.1551,0.123,1.052e-10,1.163e-10,1.162e-10,0.05891,0.1227,0.1048,1.258e-10,1.306e-10,1.306e-10,2.0,2.0,0.0772,0.0377,3.872e-11,5.415e-11,3.868e-11,5.686e-11,-0.02107,5.688e-11,0.09336,0.07562,0.06117,2.973e-11,2.214e-11,0.0,0.05645,-0.005984,0.04827,0.002304,1.735e-12,2.069e-11,0.0,-0.0833,0.0,2.175e-11,-0.04358,3.946e-13,0.003252,-0.09491,0.0,0.0004741,0.0,0.0,0.0,0.0,0.0,2.834e-12
7.634999999999999e-06,0.002184,1.861e-09,1040.0,5.757000000000002e-13,797.6,-0.0196,-52.76,-48.32,-6.595,-54.76,-41.89,-9.107,-57.04,-48.32,-13.17,-60.91,-57.68,-18.87,-66.51,-69.14,0.01846,0.1063,0.08903,1.017e-10,1.081e-10,1.08e-10,-0.0002548,0.0002928,0.0002682,7.203e-11,8.802e-11,8.8e-11,1.0,2.0,2.329e-07,-0.0004093,3.33e-11,0.0,3.199e-11,5.509e-14,-0.04453,0.0,0.0,0.03324,0.03126,3.509e-11,0.0,0.0,0.0,-0.0004056,3.704e-07,0.0001011,8.89e-14,0.0,0.0,-0.07386,0.0,1.211e-13,-0.0002715,3.347e-13,4.735e-07,-0.05501,0.0,0.0002857,0.0,0.0,0.0,0.0,0.0,1.034e-13
1.055e-06,0.001479,2.24e-09,524.9,6.124e-13,844.2,-0.01975,-8.35,-15.72,-6.58,-11.03,-14.2,-9.068,-13.35,-16.35,-13.13,-16.94,-19.5,-18.81,-21.03,-22.17,0.05334,0.1692,0.1332,1.166e-10,1.22e-10,1.219e-10,0.05367,0.09107,0.07612,1.174e-10,1.219e-10,1.217e-10,2.0,2.0,0.05481,0.01773,4.929e-11,4.76e-11,4.879e-11,5.024e-11,0.0005736,5.004e-11,0.06812,0.1068,0.08388,4.377e-11,0.0,0.0,0.0,0.0002425,0.0313,0.02635,1.175e-11,0.0,0.0,-0.04363,0.0,1.647e-11,-0.02744,2.994e-13,0.001944,-0.07962,0.0,0.000244,0.0,0.0,0.0,0.0,0.0,1.492e-12
9.521e-06,0.0005212,1.623e-10,150.4,9.339e-13,837.0,-0.01968,-11.5,-23.0,-6.594,-7.55,-8.564,-9.106,-12.53,-16.03,-13.17,-21.03,-29.03,-18.86,-32.12,-45.61,0.3503,0.4306,0.3734,7.871e-11,8.822e-11,8.817e-11,0.1491,0.09288,0.09116,1.824e-11,4.192e-11,4.118e-11,2.0,2.0,0.003469,-0.01418,8.578e-12,0.0,7.969e-12,3.07e-12,-0.2015,0.0,0.0,0.02101,0.0208,5.923e-12,0.0,0.0,0.0,-0.07452,0.001329,0.001482,3.707e-13,0.0,0.0,-0.3203,0.0,1.53e-13,-0.09577,4.619e-13,0.0001644,-0.2738,0.0,0.001555,0.0,0.0,0.0,0.0,0.0,3.128e-13
4.003999999999999e-06,0.002478,1.035e-09,1329.0,3.061000000000001e-13,161.5,-0.01988,-61.21,-50.18,-6.593,-54.76,-42.78,-9.088,-54.52,-42.51,-13.16,-56.24,-46.37,-18.87,-59.59,-54.15,-0.01866,0.0775,0.06102,1.026e-10,1.141e-10,1.141e-10,-0.0002565,0.0003307,0.0002627,5.731e-11,8.183e-11,8.16e-11,1.0,2.0,8.314e-06,-0.0006428,3.49e-11,0.0,3.491e-11,9.536e-13,-0.03842,0.0,0.0,0.03219,0.02764,2.32e-11,1.345e-12,0.0,4.853e-06,-0.00054,1.474e-06,0.0007876,2.031e-12,-1.522e-11,0.0,-0.06177,0.0,2.06e-13,-0.0003653,1.782e-13,7.527e-07,-0.05548,0.0,0.0002667,0.0,0.0,0.0,0.0,0.0,9.766e-14
6.218e-06,0.001434,4.158e-10,623.1,8.882000000000001e-13,370.9,-0.01963,-15.92,-11.37,-6.589,-20.78,-9.866,-9.099,-24.33,-15.31,-13.17,-31.08,-26.15,-18.88,-41.23,-41.72,0.4585,0.5844,0.5639,1.306e-10,1.331e-10,1.331e-10,0.4451,0.5099,0.5092,1.172e-10,1.23e-10,1.227e-10,1.0,2.0,0.3981,0.3286,5.581e-11,4.945e-11,5.579e-11,5.117e-11,0.1504,5.132e-11,0.4111,0.3982,0.3975,5.134e-11,0.0,0.0,0.0,-0.2933,0.005926,0.0009839,1.642e-12,0.0,0.0,-0.3224,0.0,1.36e-12,-0.2483,1.236e-13,0.002603,-0.2416,0.0,0.001467,0.0,0.0,0.0,0.0,0.0,2.459e-13
4.025999999999999e-06,0.00105,1.533e-09,1060.0,6.611000000000001e-13,658.4,-0.01968,-26.14,-21.41,-6.582,-31.04,-18.91,-9.082,-33.77,-22.1,-13.15,-38.63,-28.91,-18.87,-46.28,-40.49,0.4652,0.5197,0.5194,1.258e-10,1.284e-10,1.284e-10,0.03438,0.0516,0.05155,1.159e-10,1.232e-10,1.231e-10,1.0,2.0,0.04543,0.01177,5.835e-11,5.046e-11,5.779e-11,5.348e-11,0.285,5.35e-11,0.05122,0.4815,0.436,5.772e-11,1.289e-11,1.97e-11,0.01004,-0.04128,0.01004,0.1868,1.913e-11,1.045e-11,0.1869,-0.1303,1.623e-11,1.048e-11,-0.04654,9.494e-14,9.463e-05,-0.274,0.0,0.001197,0.0,0.0,0.0,0.0,0.0,1.265e-13
6.32e-06,0.001082,1.491e-09,575.4,1.932e-13,15.68,-0.01958,5.735,16.05,-6.595,-1.731,7.83,-9.109,-6.044,1.84,-13.18,-13.61,-9.264,-18.88,-24.1,-24.71,0.1107,0.5941,0.5178,8.024e-11,9.737e-11,9.727e-11,0.6543,0.9784,0.9653,7.494e-11,9.379e-11,9.368e-11,1.0,2.0,0.002175,-0.3087,1.946e-12,0.0,1.855e-12,7.674e-14,-0.2333,0.0,0.0,0.01678,0.005313,-2.007e-11,0.0,0.0,0.0,-0.2975,0.002304,0.001294,5.078e-13,0.0,0.0,-0.4314,0.0,3.489e-14,-0.3853,2.302e-13,0.006418,-0.3519,0.0,0.001783,0.0,0.0,0.0,0.0,0.0,8.086e-14
2.346e-06,0.002378,3.8349999999999997e-10,1198.0,9.237000000000002e-13,1047.0,-0.01975,-50.94,-47.8,-6.582,-52.15,-41.18,-9.074,-53.41,-42.55,-13.14,-54.63,-44.37,-18.84,-56.21,-47.8,0.08001,0.1573,0.128,1.092e-10,1.122e-10,1.097e-10,0.000745,0.001923,0.00152,1.004e-10,1.068e-10,1.059e-10,1.0,2.0,0.0009348,6.635e-06,4.28e-11,3.879e-11,4.211e-11,3.777e-11,-0.001508,3.782e-11,0.001254,0.09392,0.07595,3.823e-11,0.0,0.0,0.0,-0.0008988,0.0001942,0.004162,2.444e-12,0.0,0.0,-0.06021,0.0,4.393e-12,-0.001494,1.001e-13,3.559e-06,-0.09295,0.0,0.0003142,0.0,0.0,0.0,0.0,0.0,1.461e-14
3.798e-06,0.001331,7.926e-11,187.5,8.541000000000002e-13,34.67,-0.01969,-0.04472,-0.1066,-6.581,-6.414,-6.279,-9.078,-8.769,-8.474,-13.15,-13.29,-13.38,-18.86,-20.97,-22.96,0.1144,0.4914,0.4048,9.057e-11,1.058e-10,1.056e-10,0.1718,0.4915,0.4147,9.283e-11,1.076e-10,1.075e-10,2.0,2.0,0.1554,0.0451,2.337e-11,1.304e-11,2.331e-11,2.591e-11,-0.02354,2.611e-11,0.166,0.1481,0.1366,8.807e-12,0.0,0.0,0.0,-0.205,0.001931,0.0001692,1.752e-14,0.0,0.0,-0.2684,0.0,2.062e-13,-0.2763,8.373e-14,0.001595,-0.2903,0.0,0.0004258,0.0,0.0,0.0,0.0,0.0,1.492e-13
9.701e-06,0.0005075,2.863e-09,79.31,7.559e-13,680.8,-0.01968,-16.13,-32.26,-6.588,-10.35,-14.24,-9.105,-11.25,-13.52,-13.17,-15.38,-17.51,-18.87,-24.01,-29.22,0.4329,0.5461,0.4799,9.698e-11,1.054e-10,1.053e-10,-0.018,0.07587,0.07574,4.889e-11,7.796e-11,7.789e-11,2.0,2.0,0.02258,-0.05485,2.265e-11,1.019e-11,1.938e-11,7.41e-12,-0.1005,1.086e-11,0.02811,0.1207,0.1098,2.344e-11,0.0,0.0,0.0,-0.06731,0.000397,0.0008223,1.756e-13,0.0,0.0,-0.3223,0.0,2.043e-13,-0.09137,7.32e-14,0.00208,-0.2692,0.0,2.294e-05,0.0,0.0,0.0,0.0,0.0,6.472e-13
4.775e-06,0.002463,5.372000000000001e-10,639.5,8.487000000000002e-14,723.8,-0.01966,-36.1,-35.48,-6.584,-43.76,-39.43,-9.087,-47.44,-39.75,-13.16,-52.22,-44.47,-18.88,-57.88,-54.8,0.007166,0.04802,0.03988,1.24e-10,1.293e-10,1.292e-10,0.007428,0.01227,0.01196,1.337e-10,1.363e-10,1.363e-10,1.0,2.0,0.01193,0.005719,5.469e-11,6.072e-11,5.452e-11,6.283e-11,-0.001544,6.295e-11,0.01224,0.03294,0.0283,5.085e-11,2.465e-11,1.644e-11,0.004884,-0.002418,0.004846,0.01241,1.637e-11,2.449e-11,0.01248,-0.02384,1.077e-11,2.461e-11,-0.008044,1.118e-13,6.675e-06,-0.03039,0.0,0.0001586,0.0,0.0,0.0,0.0,0.0,7.42e-14
3.027e-06,0.0020859999999999,1.3849999999999999e-10,649.7,5.320000000000002e-13,877.2,-0.0197,-28.43,-29.34,-6.581,-31.41,-22.96,-9.076,-33.94,-25.38,-13.14,-38.31,-30.44,-18.85,-44.95,-39.29,0.1712,0.2343,0.2143,1.249e-10,1.275e-10,1.275e-10,0.08631,0.09156,0.0914,1.04e-10,1.175e-10,1.174e-10,1.0,2.0,0.09157,0.04987,5.546e-11,4.313e-11,5.522e-11,4.623e-11,0.07326,4.646e-11,0.1007,0.1799,0.1543,5.472e-11,0.0,1.648e-11,0.0,-0.02023,0.009147,0.05142,1.557e-11,0.0,0.05216,-0.08225,1.432e-11,3.816e-12,-0.09148,5.752e-14,0.0007328,-0.1275,0.0,0.0003431,0.0,0.0,0.0,0.0,0.0,3.481e-13
7.144999999999999e-06,0.002282,2.4390000000000004e-09,277.1,2.2040000000000005e-13,768.5,-0.01967,-7.415,-13.33,-6.58,-4.337,0.3127,-9.113,-6.214,0.9571,-13.18,-13.97,-10.14,-18.88,-24.41,-25.42,0.04301,0.08957,0.08194,1.33e-10,1.351e-10,1.351e-10,0.005145,0.0603,0.05425,1.31e-10,1.338e-10,1.338e-10,2.0,2.0,0.051,-0.01827,6.505e-11,3.467e-11,6.476e-11,4.64e-11,-0.01067,4.64e-11,0.05167,0.05871,0.05646,6.57e-11,0.0,1.725e-11,0.0,-0.06196,0.005086,0.006775,1.723e-11,0.0,0.006955,-0.05119,9.374e-12,3.827e-12,-0.06069,3.657e-13,0.000226,-0.03675,6.289e-13,0.0001315,0.0,0.0,0.0,-7.189e-12,0.0005245,2.506e-13
9.946999999999998e-06,0.002062,1.126e-09,1076.0,5.049e-13,1036.0,-0.01954,-52.99,-49.72,-6.605,-50.52,-39.68,-9.112,-55.49,-50.25,-13.17,-62.45,-63.16,-18.86,-69.92,-76.65,0.01737,0.09613,0.07909,7.598e-11,8.934e-11,8.924e-11,-0.0005507,0.0,5.591e-07,0.0,0.0,9.334e-14,1.0,2.0,2.838e-07,-0.0004117,1.141e-11,0.0,5.323e-12,1.528e-13,-0.07788,0.0,0.0,0.005816,0.005766,1.082e-11,0.0,0.0,0.0,-0.0003043,5.859e-07,0.0001264,1.468e-13,0.0,0.0,-0.08829,0.0,1.469e-13,-0.000185,1.331e-13,7.693e-07,-0.05395,0.0,0.0002416,0.0,0.0,0.0,0.0,0.0,5.721e-13
5.143e-06,0.0022229999999999,2.028e-09,1456.0,1.578e-14,1274.0,-0.01985,-35.63,-32.59,-6.594,-33.62,-30.06,-9.094,-32.43,-27.82,-13.16,-35.18,-29.82,-18.87,-42.06,-40.17,-0.01624,0.04129,0.0323,8.901e-11,1.051e-10,1.05e-10,-0.000453,0.0,1.595e-06,0.0,0.0,2.368e-12,1.0,2.0,1.244e-05,0.0005959,0.0,4.046e-11,2.469e-11,1.569e-11,-0.02067,2.541e-11,1.304e-05,0.0,0.01119,0.0,0.0,0.0,0.0,-0.001124,0.0001937,0.0002559,2.191e-13,0.0,0.0,-0.03497,0.0,1.317e-11,-0.001116,1.052e-13,1.622e-05,-0.0315,0.0,3.42e-05,0.0,0.0,0.0,0.0,0.0,2.104e-13
5.155e-06,0.002099,1.188e-09,1372.0,5.043000000000001e-13,358.0,-0.01971,-65.91,-56.46,-6.588,-55.51,-41.9,-9.092,-56.23,-44.17,-13.17,-57.92,-49.79,-18.88,-61.87,-59.1,0.09157,0.2052,0.1807,1.356e-10,1.376e-10,1.376e-10,-0.0005254,0.0,1.023e-05,0.0,0.0,3.96e-12,1.0,2.0,3.163e-06,-0.000556,6.046e-11,0.0,6.038e-11,8.861e-13,-0.01203,0.0,0.0,0.1257,0.1169,5.658e-11,0.0,0.0,0.0,-0.0005616,5.338e-07,0.01253,1.158e-11,0.0,0.0,-0.1062,0.0,1.02e-13,-0.0004379,8.374e-14,3.338e-07,-0.09551,0.0,0.0004798,0.0,0.0,0.0,0.0,0.0,1.105e-13
2.547e-06,0.001151,2.4900000000000003e-09,477.3,5.451000000000002e-13,1247.0,-0.01974,-6.062,-11.62,-6.578,-2.329,2.828,-9.073,-4.507,1.012,-13.14,-8.169,-2.133,-18.85,-13.5,-6.413,0.2719,0.3161,0.3155,1.198e-10,1.234e-10,1.233e-10,0.1878,0.1049,0.1047,1.106e-10,1.209e-10,1.207e-10,2.0,2.0,0.1288,0.07182,5.556e-11,4.608e-11,5.438e-11,4.566e-11,0.1848,4.575e-11,0.1329,0.3272,0.2753,5.478e-11,1.775e-11,2.155e-11,0.1935,0.09617,0.1778,0.1673,2.109e-11,1.844e-11,0.1922,-0.03246,1.789e-11,1.63e-11,-0.09648,4.909e-13,0.06844,-0.1919,0.0,0.003133,0.07423,3.131e-12,5.232e-12,0.0,0.0,4.224e-12
4.298e-06,0.001867,2.876e-09,948.3,5.859000000000002e-13,438.1,-0.01967,-39.58,-33.49,-6.583,-47.19,-34.97,-9.084,-49.46,-37.63,-13.16,-52.78,-43.13,-18.88,-57.38,-51.85,0.2624,0.3667,0.3442,1.368e-10,1.381e-10,1.381e-10,0.01093,0.01332,0.01285,1.37e-10,1.378e-10,1.377e-10,1.0,2.0,0.01004,0.003812,6.341e-11,6.298e-11,6.339e-11,6.388e-11,0.1166,6.389e-11,0.0107,0.2885,0.262,6.069e-11,1.983e-11,1.927e-11,0.002386,-0.004676,0.002359,0.08058,1.904e-11,1.589e-11,0.08063,-0.08421,1.408e-11,1.982e-11,-0.005709,1.628e-13,2.801e-05,-0.1376,0.0,0.0006924,0.0,0.0,0.0,0.0,0.0,3.906e-13
5.811e-06,0.001633,2.766e-09,1195.0,2.986000000000001e-13,1230.0,-0.01963,-48.2,-45.87,-6.588,-52.32,-38.69,-9.096,-54.08,-42.3,-13.17,-57.02,-49.75,-18.88,-61.9,-60.18,0.2549,0.252,0.2516,1.252e-10,1.3e-10,1.3e-10,0.0009961,0.001837,0.001603,1.297e-10,1.316e-10,1.315e-10,1.0,2.0,0.001107,0.0004329,5.616e-11,4.815e-11,5.615e-11,5.399e-11,0.1921,5.464e-11,0.001286,0.2624,0.2616,5.192e-11,0.0,1.663e-11,0.0,-0.001369,1.816e-06,0.07644,1.63e-11,0.0,0.07895,-0.08571,1.299e-11,1.625e-13,-0.0009483,7.484e-14,5.503e-06,-0.1739,0.0,0.000883,0.0,0.0,0.0,0.0,0.0,1.034e-13
7.499999999999999e-06,0.0009878999999999,1.9870000000000003e-09,1499.0,7.191e-13,327.6,-0.01959,-42.07,-31.25,-6.594,-53.75,-40.54,-9.106,-55.94,-46.64,-13.17,-59.35,-55.43,-18.87,-64.72,-66.68,0.6569,0.7969,0.7969,1.388e-10,1.393e-10,1.392e-10,0.002071,0.006063,0.005752,1.15e-10,1.225e-10,1.225e-10,1.0,2.0,0.0007285,-0.003091,6.189e-11,1.309e-11,6.181e-11,2.641e-11,0.1319,2.643e-11,0.0007673,0.5301,0.5286,5.878e-11,5.058e-13,0.0,3.559e-05,-0.003373,1.86e-05,0.0009615,2.389e-13,-1.658e-11,0.0,-0.3783,0.0,2.33e-13,-0.002735,1.648e-13,1.093e-05,-0.3011,0.0,0.001339,0.0,0.0,0.0,0.0,0.0,5.411e-13
