fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height Vout_2 14G,eye_height_XY Vout_1 14G,eye_maxHeight Vout_2 14G,eye_width Vout_1 14G,eye_maxWidth Vout_2 14G,eye_width_XY Vout_1 14G,eye_maxHeight Vout_1 14G,eye_height Vout_1 14G,eye_width_XY Vout_2 14G,eye_width Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_1 28G,eye_height_XY Vout_2 28G,eye_height Vout_2 28G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_2 28G,eye_width_XY Vout_1 28G,eye_height Vout_1 28G,eye_width Vout_2 28G,eye_width Vout_1 28G,eye_maxWidth Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_1 56G,eye_height_XY Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_2 56G,eye_height Vout_2 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_1 56G,eye_height Vout_1 56G
5.42e-06,0.0009084999999999,1.431e-09,212.9,2.627000000000001e-13,444.9,-0.0197,-5.63,-11.27,-6.577,-6.155,-5.806,-9.081,-6.731,-4.42,-13.16,-11.08,-8.843,-18.89,-18.88,-18.54,0.546,0.601,0.593,1.33e-10,1.36e-10,1.36e-10,0.259,0.338,0.32,1.4e-10,1.41e-10,1.41e-10,2.0,2.0,0.323,0.1325,0.544,0.3274,6.306e-11,6.018e-11,6.449e-11,0.581,0.4323,6.017e-11,5.573e-11,6.45e-11,0.2514,0.2228,0.04381,1.976e-11,2.647e-11,0.2251,2.642e-11,-0.03408,1.436e-11,2.516e-11,1.976e-11,0.2441,0.0,0.000637,0.0,0.0,0.0,0.0,-0.2886,0.02152,7.921e-14,0.0,2.769e-12,-0.2686
7.506e-06,0.001359,1.156e-09,1041.0,6.529000000000002e-13,933.1,-0.0196,-40.04,-36.42,-6.594,-48.54,-35.74,-9.106,-51.96,-43.01,-13.17,-57.35,-53.75,-18.87,-63.96,-66.22,0.349,0.373,0.372,1.06e-10,1.11e-10,1.11e-10,0.0038,0.00888,0.00887,8.87e-11,1.01e-10,1.01e-10,1.0,2.0,0.002136,-0.003524,0.2522,0.002186,3.922e-11,2.687e-11,4.056e-11,0.253,0.1318,2.555e-11,2.572e-11,4.106e-11,0.0,6.548e-05,-0.009141,8.894e-14,0.0,0.0,1.044e-13,-0.3484,0.0,0.0,0.0,0.001593,-1.282e-11,1.367e-05,0.0,4.944e-13,0.0,0.0,-0.007573,0.000854,1.814e-13,0.002889,1.084e-13,-0.2451
3.746e-06,0.0005237,2.7180000000000003e-09,691.1,3.7270000000000014e-14,460.4,-0.0197,2.137,4.35,-6.58,-3.998,-1.37,-9.073,-5.517,-1.916,-13.14,-8.034,-2.546,-18.87,-14.58,-8.986,-0.00125,0.264,0.192,1.11e-10,1.19e-10,1.19e-10,-0.00624,0.337,0.228,1.24e-10,1.3e-10,1.3e-10,2.0,2.0,0.1243,0.06986,0.08532,0.1698,4.273e-11,5.615e-11,4.472e-11,0.1186,-0.03153,5.611e-11,5.2e-11,4.476e-11,0.05827,0.2009,0.1877,2.285e-11,1.468e-11,0.2035,1.4e-11,0.003267,2.205e-11,1.441e-11,2.3e-11,0.049,1.846e-12,0.1335,8.643e-12,3.177e-12,0.1347,9.843e-12,0.09816,0.002698,9.818e-12,0.01687,2.668e-12,-0.04683
7.448999999999999e-06,0.001849,2.826e-09,1033.0,2.894e-14,236.2,-0.0196,-45.73,-35.6,-6.595,-42.06,-33.0,-9.106,-40.98,-34.1,-13.17,-43.54,-40.75,-18.87,-50.14,-52.65,-0.03,0.158,0.138,7.81e-11,9.61e-11,9.6e-11,0.000165,0.0023,0.00178,6.88e-11,8.71e-11,8.69e-11,1.0,2.0,2.635e-05,-0.002139,0.001312,0.0,0.0,0.0,9.423e-13,0.0,-0.1507,6.904e-13,0.0,0.0,0.0,9.436e-06,-0.002595,7.845e-14,0.0,0.0,1.518e-13,-0.1633,0.0,0.0,0.0,0.0003203,0.0,1.059e-05,0.0,0.0,0.0,0.0,-0.002543,0.0002547,2.449e-13,0.0,1.412e-13,-0.1114
8.63e-06,0.001527,2.096e-09,1170.0,1.392e-13,375.3,-0.0196,-46.54,-37.46,-6.6,-41.95,-31.78,-9.11,-44.64,-37.28,-13.17,-51.81,-50.08,-18.87,-61.78,-66.07,0.193,0.321,0.301,9.87e-11,1.12e-10,1.12e-10,0.000107,0.00218,0.00171,5.8e-11,8.34e-11,8.33e-11,1.0,2.0,1.364e-05,-0.003615,0.117,0.0,2.073e-11,0.0,3.036e-11,0.1172,0.07486,3.378e-13,0.0,3.041e-11,0.0,2.208e-06,-0.003331,2.937e-15,0.0,0.0,1.148e-12,-0.1925,0.0,0.0,0.0,0.003003,0.0,1.311e-05,0.0,0.0,0.0,0.0,-0.00258,0.0004351,8.382e-13,0.0,9.539e-14,-0.1486
3.241e-06,0.002293,2.087e-10,302.1,1.7680000000000001e-13,78.63,-0.0197,-0.107,1.971,-6.581,-6.613,-4.444,-9.077,-9.017,-6.656,-13.15,-13.23,-10.7,-18.87,-20.52,-19.05,0.0178,0.136,0.107,8.95e-11,1.05e-10,1.05e-10,-0.00157,0.177,0.139,9.26e-11,1.08e-10,1.08e-10,2.0,2.0,0.0484,-0.06781,0.03475,0.053,8.818e-12,2.656e-11,2.343e-11,0.03752,-0.06107,2.65e-11,1.479e-11,2.349e-11,0.0,0.000796,-0.1259,7.923e-13,0.0,0.0,4.152e-13,-0.1136,0.0,0.0,0.0,0.000893,0.0,0.0001606,0.0,0.0,0.0,0.0,-0.1303,0.0002116,4.905e-14,0.0,1.836e-13,-0.09758
8.930999999999998e-06,0.001848,6.361e-10,1446.0,5.267000000000002e-13,441.5,-0.0196,-59.87,-50.26,-6.602,-50.32,-38.57,-9.111,-54.58,-47.88,-13.17,-61.21,-60.32,-18.87,-68.67,-73.79,0.149,0.291,0.26,1.34e-10,1.35e-10,1.35e-10,-0.000952,0.0,8.04e-06,0.0,0.0,5.21e-12,1.0,2.0,2.729e-06,-0.001041,0.09632,0.0,4.682e-11,0.0,5.272e-11,0.09723,-0.08337,1.77e-13,0.0,5.272e-11,0.0,2.336e-06,-0.0008639,1.053e-13,0.0,0.0,1.657e-13,-0.1571,0.0,0.0,0.0,0.0003675,0.0,4.129e-07,0.0,0.0,0.0,0.0,-0.0005826,0.0002991,4.92e-14,0.0,1.484e-13,-0.1159
1.942e-06,0.001831,1.244e-10,1140.0,8.864e-13,1120.0,-0.0197,-39.68,-37.65,-6.58,-44.03,-34.53,-9.071,-46.26,-36.8,-13.13,-49.46,-40.37,-18.83,-53.01,-45.18,0.16,0.256,0.219,1.11e-10,1.14e-10,1.13e-10,0.00417,0.0068,0.00609,1.03e-10,1.08e-10,1.08e-10,1.0,2.0,0.003939,0.001151,0.135,0.00503,4.032e-11,3.977e-11,4.369e-11,0.166,0.0327,3.884e-11,4.005e-11,4.423e-11,0.0,0.0003809,-0.003195,4.016e-12,0.0,0.0,4.608e-12,-0.1082,0.0,0.0,0.0,0.03169,0.0,1.286e-05,0.0,0.0,0.0,0.0,-0.005637,6.11e-05,6.796e-14,0.0,1.001e-14,-0.1487
7.543999999999999e-06,0.002398,3.102e-11,118.9,8.419e-14,1310.0,-0.0197,-16.98,-33.95,-6.577,-15.82,-25.09,-9.075,-13.09,-17.1,-13.17,-16.43,-19.53,-18.88,-27.55,-36.16,0.0151,0.0329,0.0304,1.37e-10,1.38e-10,1.38e-10,0.0021,0.00763,0.0075,1.37e-10,1.37e-10,1.37e-10,2.0,2.0,0.004641,-0.003016,0.0233,0.005716,5.972e-11,5.898e-11,6.107e-11,0.02475,-0.003633,5.897e-11,5.482e-11,6.115e-11,0.0032,0.004819,-0.004761,1.407e-11,1.517e-11,0.004886,1.497e-11,-0.02335,6.609e-12,9.879e-12,1.414e-11,0.003175,0.0,1.451e-05,0.0,0.0,0.0,0.0,-0.007819,6.086e-05,8.598e-14,0.0,2.613e-13,-0.01781
7.983e-06,0.002381,8.618e-10,1036.0,6.396e-14,1484.0,-0.0196,-52.77,-52.85,-6.597,-34.54,-27.8,-9.107,-37.55,-29.35,-13.17,-44.5,-41.84,-18.87,-54.96,-58.6,0.000197,0.0241,0.0203,1.32e-10,1.35e-10,1.35e-10,-0.000916,0.0,2.4e-06,0.0,0.0,1.91e-13,1.0,2.0,6.431e-06,-0.0007055,0.01423,0.0,5.224e-11,0.0,5.493e-11,0.01505,-0.01175,6.399e-12,0.0,5.517e-11,0.0,1.923e-06,-0.0005994,1.745e-13,0.0,0.0,6.678e-12,-0.01979,0.0,0.0,0.0,0.0005384,0.0,1.073e-06,0.0,0.0,0.0,0.0,-0.0004388,0.0001628,1.477e-13,0.0,4.566e-13,-0.01484
6.879999999999999e-06,0.001962,2.558e-09,317.7,3.177e-14,1432.0,-0.0197,-10.71,-20.14,-6.58,-14.54,-21.12,-9.079,-12.76,-14.73,-13.18,-13.47,-8.707,-18.89,-23.2,-22.57,0.015,0.0659,0.0515,1.26e-10,1.3e-10,1.3e-10,-0.013,0.0343,0.00723,1.41e-10,1.42e-10,1.42e-10,2.0,2.0,0.02975,0.00267,0.03569,0.03038,5.369e-11,6.567e-11,5.643e-11,0.04354,0.01406,6.556e-11,6.58e-11,5.643e-11,0.02384,0.01079,-0.006778,2.242e-11,2.045e-11,0.01966,2.034e-11,-0.02258,1.827e-11,1.942e-11,2.32e-11,0.02355,0.0,0.0001495,0.0,0.0,0.0,0.0,-0.04132,7.11e-05,3.837e-13,0.0,3.784e-13,-0.05142
8.23e-06,0.0009895,3.179e-10,802.9,6.371000000000001e-13,413.5,-0.0196,-12.93,-7.022,-6.597,-18.68,-7.663,-9.108,-23.3,-16.13,-13.17,-31.42,-29.66,-18.87,-42.39,-46.58,0.619,0.722,0.722,1.3e-10,1.34e-10,1.34e-10,0.307,0.424,0.422,1.08e-10,1.18e-10,1.18e-10,1.0,2.0,0.1018,-0.1138,0.406,0.1032,5.098e-11,3.852e-11,5.547e-11,0.4104,0.0601,3.803e-11,3.195e-11,5.556e-11,0.0,0.001614,-0.3036,3.339e-13,0.0,0.0,4.72e-13,-0.3481,0.0,0.0,0.0,0.002681,0.0,0.0004422,0.0,0.0,0.0,0.0,-0.258,0.002113,1.578e-13,0.0,5.574e-13,-0.2986
2.954e-06,0.001966,2.0710000000000004e-09,674.4,3.3100000000000005e-14,1127.0,-0.0197,-28.85,-31.36,-6.581,-35.71,-36.41,-9.075,-38.82,-36.59,-13.14,-43.83,-37.62,-18.85,-50.03,-42.09,0.0336,0.112,0.0832,1.27e-10,1.31e-10,1.31e-10,0.0163,0.0477,0.0297,1.35e-10,1.37e-10,1.37e-10,1.0,2.0,0.03643,0.02582,0.06865,0.03788,5.558e-11,6.516e-11,5.838e-11,0.07496,0.05767,6.516e-11,6.26e-11,5.841e-11,0.07834,0.03518,0.01815,2.984e-11,2.556e-11,0.03634,2.52e-11,0.06416,2.918e-11,2.527e-11,2.998e-11,0.07057,9.94e-12,0.03283,9.303e-12,1.106e-11,0.0334,1.142e-11,0.01047,0.04378,1.138e-11,0.04385,1.104e-11,0.006345
3.73e-06,0.001813,9.532e-10,437.0,7.379e-13,1402.0,-0.0197,-11.06,-16.77,-6.582,-8.599,-1.338,-9.083,-11.32,-4.095,-13.16,-16.36,-9.948,-18.88,-24.48,-20.34,0.129,0.22,0.22,1.08e-10,1.12e-10,1.11e-10,0.0331,0.0194,0.019,7.58e-11,9.58e-11,9.47e-11,1.0,2.0,0.06693,-0.03432,0.1605,0.06985,4.34e-11,2.599e-11,4.218e-11,0.1852,0.08217,2.567e-11,2.385e-11,4.314e-11,0.0,0.02498,-0.211,4.199e-12,0.0,0.0,4.118e-12,-0.1226,0.0,0.0,0.0,0.01192,0.0,0.001868,0.0,0.0,0.0,0.0,-0.3573,0.0004232,2.866e-13,0.0,2.133e-13,-0.1807
8.337e-06,0.0005805,2.369e-09,560.3,8.553e-13,700.2,-0.0197,0.152,0.336,-6.603,1.298,9.68,-9.117,-4.393,0.958,-13.18,-13.1,-12.49,-18.87,-23.85,-28.48,0.387,0.545,0.483,9.57e-11,1.04e-10,1.04e-10,0.502,0.473,0.469,4.58e-11,6.84e-11,6.84e-11,2.0,2.0,0.004673,-0.01508,0.1593,0.0,2.848e-11,0.0,2.461e-11,0.1733,-0.0143,1.309e-12,0.0,2.652e-11,0.0,0.001698,-0.3275,1.057e-13,0.0,0.0,1.024e-13,-0.3288,0.0,0.0,0.0,0.0004941,0.0,0.0006005,0.0,0.0,0.0,0.0,-0.3587,0.001453,3.74e-14,0.0,2.881e-13,-0.2963
1.887e-06,0.001375,2.601e-09,1026.0,1.535e-13,569.8,-0.0197,-27.45,-24.22,-6.58,-33.35,-26.69,-9.071,-35.63,-27.56,-13.13,-39.58,-30.96,-18.83,-45.1,-36.52,0.203,0.287,0.266,1.32e-10,1.35e-10,1.35e-10,0.0299,0.0349,0.0348,1.36e-10,1.38e-10,1.38e-10,1.0,2.0,0.03276,0.02838,0.2246,0.0345,6.23e-11,6.723e-11,6.371e-11,0.256,0.1678,6.722e-11,6.645e-11,6.371e-11,0.1979,0.02579,0.0126,3.232e-11,2.896e-11,0.02937,2.88e-11,0.06425,3.205e-11,2.84e-11,3.24e-11,0.1629,9.331e-12,0.0151,1.213e-11,1.05e-11,0.01522,1.312e-11,0.0002597,0.08311,1.309e-11,0.08311,1.039e-11,-0.0165
2.013e-06,0.00156,8.081e-10,1392.0,7.366000000000001e-13,102.3,-0.0197,-40.02,-30.28,-6.58,-46.94,-36.41,-9.071,-49.1,-38.41,-13.13,-51.66,-41.3,-18.83,-54.22,-45.25,0.0496,0.342,0.273,1.02e-10,1.14e-10,1.14e-10,0.000388,0.00647,0.00488,9.95e-11,1.12e-10,1.12e-10,1.0,2.0,0.002258,-0.0007155,0.1299,0.002879,2.495e-11,3.318e-11,3.628e-11,0.1627,-0.008493,3.316e-11,2.455e-11,3.631e-11,0.0,0.0002051,-0.003039,2.31e-12,0.0,0.0,1.858e-12,-0.1417,0.0,0.0,0.0,0.003425,0.0,2.068e-06,0.0,0.0,0.0,0.0,-0.004104,0.0009423,5.102e-14,0.0,1.406e-13,-0.1774
6.682e-06,0.001321,7.535e-10,650.5,1.6290000000000004e-13,1239.0,-0.0196,-18.65,-21.15,-6.589,-20.98,-12.25,-9.101,-24.38,-15.06,-13.17,-31.27,-26.6,-18.88,-41.6,-42.79,0.222,0.312,0.312,1.38e-10,1.39e-10,1.39e-10,-0.122,0.155,0.154,1.28e-10,1.33e-10,1.33e-10,1.0,2.0,0.1457,-0.1618,0.3138,0.1468,5.568e-11,4.558e-11,6.044e-11,0.3144,0.2056,4.556e-11,3.304e-11,6.047e-11,0.08509,0.01489,-0.2426,7.099e-13,2.012e-11,0.0,1.998e-11,-0.09023,0.0,1.58e-11,0.0,0.085,0.0,0.001915,0.0,0.0,0.0,0.0,-0.2441,0.001573,5.596e-13,0.0,2.444e-13,-0.194
1.324e-06,0.0005055,1.188e-09,1193.0,8.504000000000001e-13,413.4,-0.0197,2.273,6.163,-6.58,-1.668,5.202,-9.07,-4.151,2.715,-13.13,-8.384,-1.774,-18.82,-14.66,-8.891,0.152,0.333,0.273,1.26e-10,1.28e-10,1.28e-10,0.224,0.347,0.311,1.28e-10,1.3e-10,1.3e-10,2.0,2.0,0.22,0.1148,0.1704,0.2584,4.664e-11,5.576e-11,5.163e-11,0.2083,0.008442,5.563e-11,5.29e-11,5.167e-11,0.0,0.07875,-0.06317,1.457e-11,0.0,0.0,1.142e-11,-0.1034,0.0,0.0,0.0,0.04869,0.0,0.0004214,0.0,0.0,0.0,0.0,-0.1531,0.0008641,1.055e-13,0.0,2.063e-13,-0.1446
6.043999999999999e-06,0.001331,1.243e-10,1440.0,2.1980000000000006e-13,573.2,-0.0196,-47.48,-39.57,-6.588,-46.98,-33.94,-9.097,-49.47,-38.01,-13.17,-54.43,-47.71,-18.88,-61.24,-60.3,0.423,0.467,0.464,1.31e-10,1.34e-10,1.34e-10,-0.000428,0.00153,0.00121,7.44e-11,9.37e-11,9.36e-11,1.0,2.0,1.737e-05,-0.002499,0.4637,0.0,6.171e-11,0.0,6.343e-11,0.4638,0.384,4.613e-13,0.0,6.345e-11,0.1577,8.404e-06,-0.002497,5.983e-13,2.373e-11,0.0,2.37e-11,-0.06006,0.0,2.212e-11,0.0,0.1549,0.0,6.321e-06,0.0,0.0,0.0,0.0,-0.002298,0.007642,1.257e-13,0.0,1.723e-12,-0.1907
8.859e-06,0.001093,1.617e-09,347.2,6.653e-13,371.3,-0.0196,0.254,0.595,-6.601,0.241,7.553,-9.118,-5.435,-1.124,-13.18,-14.37,-14.97,-18.87,-25.11,-30.83,0.613,0.726,0.725,1.37e-10,1.37e-10,1.37e-10,0.542,0.725,0.724,9.95e-11,1.12e-10,1.12e-10,2.0,2.0,0.1407,-0.1004,0.3592,0.145,4.939e-11,3.023e-11,5.456e-11,0.3647,0.01258,3.009e-11,1.745e-11,5.463e-11,0.0,0.003426,-0.4635,3.45e-13,0.0,0.0,4.104e-13,-0.3318,0.0,0.0,0.0,0.003126,0.0,0.004466,0.0,0.0,0.0,0.0,-0.4805,0.001861,5.919e-13,0.0,3.364e-13,-0.2955
8.076999999999999e-06,0.001233,2.896e-10,370.8,2.6e-13,375.4,-0.0196,0.449,1.159,-6.589,-1.312,4.574,-9.115,-4.975,0.269,-13.18,-13.83,-13.43,-18.87,-25.27,-30.78,0.467,0.579,0.56,1.19e-10,1.26e-10,1.26e-10,0.267,0.665,0.628,1.33e-10,1.35e-10,1.35e-10,2.0,2.0,0.5651,0.3018,0.3404,0.6106,4.757e-11,5.191e-11,5.027e-11,0.3409,0.2191,5.188e-11,4.615e-11,5.028e-11,0.0,0.001923,-0.5228,4.749e-13,0.0,0.0,4.873e-13,-0.2838,0.0,0.0,0.0,0.0007872,0.0,0.0003052,0.0,0.0,0.0,0.0,-0.3479,0.0003439,2.33e-14,0.0,5.727e-14,-0.2253
9.101e-06,0.001152,1.424e-09,1273.0,1.4560000000000003e-14,297.5,-0.0196,-41.99,-31.47,-6.602,-39.36,-31.18,-9.11,-39.21,-34.54,-13.17,-42.34,-42.77,-18.86,-48.6,-54.85,0.016,0.307,0.277,7.08e-11,9.08e-11,9.07e-11,-0.000755,0.0037,0.00302,5.18e-11,7.36e-11,7.34e-11,1.0,2.0,3.24e-05,-0.00695,0.004298,0.0,-2.965e-11,0.0,1.679e-12,0.007593,-0.2299,4.435e-13,0.0,1.686e-12,0.0,2.905e-05,-0.005985,4.413e-13,0.0,0.0,1.063e-13,-0.2604,0.0,0.0,0.0,0.0003304,0.0,2.379e-05,0.0,0.0,0.0,0.0,-0.0055,0.0004939,8.019e-14,0.0,1.245e-13,-0.2032
1.877e-06,0.002088,1.067e-10,861.6,8.926000000000002e-13,499.2,-0.0197,-32.36,-29.88,-6.58,-37.29,-30.05,-9.071,-39.71,-32.46,-13.13,-43.6,-36.6,-18.83,-48.74,-42.67,0.134,0.286,0.246,1.22e-10,1.28e-10,1.27e-10,0.0209,0.0369,0.0319,1.24e-10,1.27e-10,1.27e-10,1.0,2.0,0.02111,0.005158,0.1582,0.02543,4.759e-11,5.276e-11,5.221e-11,0.1848,0.02708,5.254e-11,5.058e-11,5.251e-11,0.02612,0.005201,-0.01107,1.203e-11,9.667e-12,0.00538,8.9e-12,-0.0959,1.025e-11,5.512e-12,1.23e-11,0.02556,0.0,3.625e-05,-1.187e-11,0.0,0.0002547,3.035e-13,-0.01833,0.0009006,1.36e-13,0.0,2.398e-13,-0.1429
2.798e-06,0.00198,1.8099999999999997e-09,1187.0,8.595e-13,884.4,-0.0197,-45.51,-41.57,-6.581,-50.9,-39.18,-9.075,-52.35,-40.77,-13.14,-53.9,-43.11,-18.85,-55.99,-47.44,0.133,0.257,0.222,1.17e-10,1.21e-10,1.2e-10,0.00229,0.00356,0.00314,1.13e-10,1.17e-10,1.17e-10,1.0,2.0,0.002165,0.0007093,0.1459,0.002842,4.522e-11,4.606e-11,4.786e-11,0.1766,0.05492,4.586e-11,4.554e-11,4.814e-11,0.02922,0.0008734,-0.001006,1.015e-11,9.328e-12,0.0009148,8.936e-12,-0.07947,9.293e-12,8.769e-12,1.109e-11,0.02807,0.0,3.272e-05,0.0,0.0,0.0,0.0,-0.002511,2.889e-05,4.337e-13,0.0,5.599e-14,-0.1515
5.976e-06,0.0015609999999999,1.449e-09,480.7,2.587e-13,390.3,-0.0196,-6.267,-4.052,-6.587,-10.14,-2.617,-9.1,-13.05,-4.628,-13.18,-19.75,-14.41,-18.88,-29.87,-29.52,0.362,0.421,0.414,1.22e-10,1.28e-10,1.28e-10,0.415,0.572,0.55,1.36e-10,1.38e-10,1.38e-10,1.0,2.0,0.5533,0.3834,0.3044,0.5549,5.168e-11,5.817e-11,5.45e-11,0.332,0.2366,5.813e-11,5.421e-11,5.455e-11,0.0,0.04253,-0.2153,1.227e-11,0.0,0.04255,9.582e-12,-0.08238,8.827e-12,0.0,1.284e-11,0.0135,0.0,0.001051,0.0,0.0,0.0,0.0,-0.3035,0.0004623,9.266e-14,0.0,3.913e-13,-0.1694
6.985e-06,0.002379,3.918e-10,444.7,1.972e-13,473.5,-0.0196,-23.18,-22.23,-6.592,-29.06,-22.35,-9.103,-32.61,-24.93,-13.17,-39.68,-36.35,-18.88,-50.0,-52.52,0.00638,0.054,0.0466,1.23e-10,1.29e-10,1.29e-10,0.0934,0.107,0.0992,1.35e-10,1.37e-10,1.37e-10,1.0,2.0,0.0862,0.04165,0.02652,0.08705,4.316e-11,5.493e-11,4.924e-11,0.02744,-0.02473,5.486e-11,4.884e-11,4.928e-11,0.0,0.0002397,-0.0667,8.084e-13,0.0,0.0,1.306e-13,-0.03539,0.0,0.0,0.0,0.0001449,0.0,0.0001145,0.0,0.0,0.0,0.0,-0.04965,2.63e-05,9.871e-14,0.0,5.454e-14,-0.0308
1.757e-06,0.001345,1.2370000000000002e-09,419.4,8.809e-13,437.3,-0.0197,-3.444,-6.351,-6.579,-5.628,-4.002,-9.07,-7.974,-6.202,-13.13,-11.85,-9.904,-18.82,-17.0,-14.58,0.191,0.41,0.352,1.26e-10,1.3e-10,1.3e-10,0.256,0.339,0.339,1.23e-10,1.27e-10,1.27e-10,2.0,2.0,0.2688,0.1571,0.2306,0.317,5.096e-11,5.651e-11,5.482e-11,0.2796,0.03457,5.556e-11,5.551e-11,5.495e-11,0.07511,0.1542,-0.05151,2.068e-11,1.421e-11,0.1749,1.366e-11,-0.1018,1.731e-11,9.748e-12,2.129e-11,0.07451,0.0,0.002209,0.0,0.0,0.0,0.0,-0.186,0.0007271,3.192e-13,0.0,3.352e-13,-0.1705
8.419999999999999e-06,0.0007767999999999,2.956e-09,97.51,8.508000000000002e-13,938.1,-0.0197,-15.64,-31.28,-6.585,-7.313,-8.15,-9.103,-8.183,-7.373,-13.18,-12.33,-11.36,-18.88,-21.47,-24.11,0.424,0.461,0.461,8.2e-11,9.38e-11,9.37e-11,-0.00586,0.0366,0.0354,3.49e-11,7.22e-11,7.19e-11,2.0,2.0,0.003006,-0.09673,0.1134,0.0,2.126e-11,0.0,1.44e-11,0.114,-0.08556,3.118e-12,0.0,2.127e-11,0.008607,0.00422,-0.107,1.122e-12,1.179e-12,0.0,5.906e-14,-0.3988,0.0,-2.446e-11,0.0,0.0003489,0.0,0.002157,0.0,0.0,0.0,0.0,-0.1749,0.00268,4.795e-13,0.0,2.049e-13,-0.3393
7.203e-06,0.00149,2.2810000000000003e-09,1243.0,1.451e-13,1139.0,-0.0196,-48.0,-44.89,-6.593,-41.55,-29.4,-9.104,-44.91,-34.72,-13.17,-51.66,-47.1,-18.87,-60.87,-62.32,0.147,0.288,0.286,1.39e-10,1.4e-10,1.4e-10,1.6e-07,0.00129,0.000926,6.84e-11,9.09e-11,9.08e-11,1.0,2.0,0.0003201,-0.004362,0.2863,0.0004132,5.8e-11,1.656e-11,6.12e-11,0.2864,0.1991,1.636e-11,9.805e-12,6.121e-11,0.08433,2.158e-05,-0.003028,1.613e-13,2.131e-11,0.0,2.113e-11,-0.07953,0.0,1.784e-11,0.0,0.08146,0.0,9.238e-06,0.0,0.0,0.0,0.0,-0.002779,0.001065,8.098e-14,0.0,1.03e-13,-0.1706
6.442999999999999e-06,0.0008093999999999,2.961e-09,808.8,2.336e-14,299.5,-0.0196,0.413,7.159,-6.59,-6.726,-0.234,-9.1,-10.53,-4.725,-13.17,-17.38,-13.66,-18.88,-27.17,-27.64,0.0774,0.357,0.283,8.9e-11,1.05e-10,1.05e-10,0.108,0.348,0.311,8.36e-11,1e-10,1e-10,1.0,2.0,0.009345,-0.04537,0.09019,0.0,8.475e-12,0.0,2.287e-11,0.09756,-0.1138,2.152e-12,0.0,2.29e-11,0.0,0.002781,-0.1914,6.822e-13,0.0,0.0,5.106e-13,-0.2505,0.0,0.0,0.0,0.001339,0.0,0.002542,0.0,0.0,0.0,0.0,-0.1812,0.0006987,1.507e-13,0.0,1.59e-13,-0.2377
4.452e-06,0.0007099,1.516e-09,619.8,3.595000000000001e-13,584.8,-0.0197,0.765,1.743,-6.579,1.03,9.006,-9.089,-1.544,6.739,-13.17,-7.587,-0.774,-18.89,-16.85,-13.54,0.584,0.579,0.579,1.39e-10,1.4e-10,1.4e-10,0.647,0.556,0.556,1.28e-10,1.32e-10,1.32e-10,2.0,2.0,0.5601,0.4232,0.5206,0.5608,6.664e-11,5.443e-11,6.78e-11,0.5687,0.3619,5.442e-11,4.828e-11,6.782e-11,0.2727,0.1629,0.07089,1.569e-11,2.831e-11,0.163,2.821e-11,-0.05101,1.233e-11,2.646e-11,1.572e-11,0.2727,0.0,0.005223,-1.13e-11,0.0,0.007351,3.254e-13,-0.382,0.007352,3.252e-13,0.0,2.027e-12,-0.2494
7.320999999999999e-06,0.001027,2.915e-09,567.9,3.752e-13,1387.0,-0.0197,-5.265,-9.329,-6.594,0.149,10.42,-9.118,-4.815,3.311,-13.18,-13.27,-9.787,-18.88,-24.02,-25.76,0.363,0.323,0.323,1.1e-10,1.18e-10,1.18e-10,0.426,0.107,0.0955,7.95e-11,9.93e-11,9.93e-11,2.0,2.0,0.08233,-0.3028,0.3395,0.1023,3.233e-11,1.139e-11,4.094e-11,0.3395,0.1229,1.12e-11,-1.634e-11,4.1e-11,0.0,0.00111,-0.4337,2.049e-13,0.0,0.0,3.009e-13,-0.301,0.0,0.0,0.0,0.00184,0.0,0.01185,0.0,0.0,0.0,0.0,-0.3777,0.001911,7.564e-13,0.0,1.226e-13,-0.2976
