fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height_XY Vout_1 14G,eye_width Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_1 14G,eye_maxHeight Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_1 14G,eye_width_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_height Vout_1 14G,eye_maxWidth Vout_1 28G,eye_height Vout_2 28G,eye_height Vout_1 28G,eye_height_XY Vout_1 28G,eye_width Vout_2 28G,eye_width Vout_1 28G,eye_maxWidth Vout_2 28G,eye_width_XY Vout_2 28G,eye_maxHeight Vout_2 28G,eye_height_XY Vout_2 28G,eye_maxHeight Vout_1 28G,eye_width_XY Vout_1 28G,eye_maxWidth Vout_1 56G,eye_height Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_1 56G,eye_maxHeight Vout_1 56G,eye_height_XY Vout_1 56G,eye_width Vout_1 56G,eye_maxHeight Vout_2 56G,eye_width_XY Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_2 56G
7.137e-06,0.0023439999999999,9.057e-10,1025.0,7.846000000000001e-13,249.5,-0.01961,-51.0,-41.14,-6.593,-57.21,-44.47,-9.105,-58.16,-48.94,-13.17,-60.79,-56.8,-18.88,-65.84,-67.67,-0.01355,0.07853,0.06808,1.235e-10,1.288e-10,1.287e-10,-0.0005866,0.0002226,0.0002208,3.335e-11,6.364e-11,6.344e-11,1.0,2.0,1.142e-06,0.02831,0.0,-0.0006286,3.462e-11,0.0,4.411e-11,0.0,0.02836,4.392e-11,6.605e-13,-0.04858,0.0,-0.0004606,-0.06153,5.895e-05,-2.465e-11,0.0,6.914e-13,3.596e-13,4.367e-06,1.207e-06,0.0,1.57e-13,0.0,-0.0002975,-0.04001,4.185e-07,1.7e-13,0.0,0.0001605,0.0,0.0,2.235e-13,0.0,0.0
5.773e-06,0.001082,6.457000000000001e-10,917.4,4.544e-13,156.8,-0.01964,-21.56,-11.7,-6.587,-28.46,-17.09,-9.094,-31.79,-21.46,-13.17,-38.0,-31.47,-18.88,-47.53,-46.39,0.3424,0.5964,0.5318,1.069e-10,1.171e-10,1.171e-10,0.05836,0.1721,0.1524,1.103e-10,1.194e-10,1.194e-10,1.0,2.0,0.05422,0.2853,3.318e-11,-0.03643,3.006e-11,0.05466,3.873e-11,4.03e-11,0.3063,3.874e-11,4.029e-11,0.1205,0.0,-0.1491,-0.3532,0.003481,0.0,0.0,0.0,4.79e-13,0.0,0.0003975,0.0,1.282e-12,0.0,-0.1084,-0.2799,0.0001794,2.733e-13,0.0,0.002422,0.0,0.0,5.182e-13,0.0,0.0
2.296e-06,0.0006098,2.798e-09,12.0,8.601000000000003e-14,1024.0,-0.01975,-36.96,-73.93,-6.578,-25.08,-43.62,-9.065,-18.69,-28.33,-13.12,-14.65,-16.12,-18.79,-10.7,-3.492,0.2143,0.2638,0.2423,1.376e-10,1.39e-10,1.39e-10,-0.1603,0.0,0.003105,0.0,0.0,3.16e-11,2.0,2.0,0.004063,0.2342,0.0,-0.1786,6.774e-11,0.0,6.846e-11,0.0,0.2389,6.846e-11,1.416e-11,0.2264,3.246e-11,-0.1042,0.2252,0.2443,0.0,3.252e-11,0.0,9.094e-12,0.0,0.002182,0.2445,3.242e-11,1.552e-11,-0.2869,0.1537,0.00142,1.551e-11,0.1988,0.194,1.532e-11,0.001555,2.108e-12,2.806e-12,4.194e-13
7.457999999999999e-06,0.0009605,2.5400000000000003e-09,170.0,5.980000000000001e-13,190.6,-0.01966,-2.738,-5.502,-6.583,-4.69,-2.865,-9.102,-6.395,-3.678,-13.18,-11.67,-9.949,-18.88,-20.52,-22.02,0.5531,0.7618,0.7069,1.167e-10,1.242e-10,1.241e-10,0.5519,0.6039,0.6031,1.341e-10,1.362e-10,1.362e-10,2.0,2.0,0.5928,0.3684,6.444e-11,0.5042,3.707e-11,0.6041,4.469e-11,6.476e-11,0.3705,4.469e-11,6.476e-11,0.1149,0.0,-0.1498,-0.4406,0.0003296,1.129e-11,0.0,1.612e-11,1.611e-11,0.06313,0.063,0.0,1.85e-13,0.0,-0.2558,-0.3221,0.001893,2.371e-13,0.0,0.002176,0.0,0.0,2.397e-13,0.0,0.0
3.136e-06,0.0006982999999999,1.177e-10,545.6,4.928000000000001e-13,333.1,-0.01971,1.598,3.304,-6.579,-0.8957,4.902,-9.077,-3.172,2.942,-13.15,-8.043,-2.489,-18.86,-15.98,-12.44,0.4015,0.566,0.5185,1.344e-10,1.364e-10,1.364e-10,0.8052,0.7473,0.7471,1.394e-10,1.401e-10,1.401e-10,2.0,2.0,0.751,0.3846,6.559e-11,0.6228,5.978e-11,0.7513,6.2e-11,6.714e-11,0.4345,6.2e-11,6.716e-11,0.1822,2.053e-11,0.03968,-0.1287,0.1603,2.57e-11,1.725e-11,2.824e-11,2.822e-11,0.4151,0.4142,0.1621,2.053e-11,0.0,-0.3696,-0.2631,0.00831,1.032e-13,0.0,0.001226,0.0,0.0,7.623e-13,0.0,0.0
5.511999999999999e-06,0.000529,2.151e-09,1460.0,3.529e-13,424.0,-0.01965,-11.53,-2.901,-6.586,-17.46,-4.875,-9.091,-20.64,-9.359,-13.17,-26.66,-19.23,-18.88,-36.13,-34.07,0.5288,0.5915,0.5796,1.37e-10,1.384e-10,1.385e-10,0.0942,0.1108,0.1099,1.408e-10,1.412e-10,1.412e-10,1.0,2.0,0.08172,0.4829,6.802e-11,0.02328,6.569e-11,0.08453,6.657e-11,6.887e-11,0.5214,6.655e-11,6.886e-11,0.3115,2.62e-11,-0.04865,-0.0825,0.2151,2.209e-11,2.367e-11,2.565e-11,2.56e-11,0.01576,0.01564,0.2151,2.602e-11,0.0,-0.05012,-0.2409,5.745e-05,2.065e-13,0.0,0.001781,0.0,0.0,1.625e-13,0.0,0.0
2.19e-06,0.0005487999999999,7.575e-10,184.7,1.3480000000000004e-13,887.7,-0.01975,-12.83,-25.69,-6.578,-13.63,-20.75,-9.067,-14.15,-19.33,-13.13,-17.11,-21.24,-18.82,-21.43,-24.3,0.2853,0.317,0.3163,1.378e-10,1.391e-10,1.39e-10,0.02966,0.07979,0.07634,1.421e-10,1.422e-10,1.422e-10,2.0,2.0,0.0756,0.3012,6.55e-11,0.06918,6.646e-11,0.07859,6.725e-11,6.732e-11,0.3063,6.725e-11,6.731e-11,0.2631,3.143e-11,0.03328,0.06593,0.213,2.641e-11,3.078e-11,2.876e-11,2.874e-11,0.0785,0.07813,0.233,3.142e-11,9.409e-12,-0.001044,-0.1057,0.03108,9.296e-12,0.05811,0.05763,6.235e-12,0.03375,9.889e-12,9.097e-12,1.007e-11
1.183e-06,0.001762,1.865e-09,893.2,5.019e-13,525.9,-0.01974,-23.81,-24.18,-6.58,-28.59,-25.61,-9.069,-31.0,-27.86,-13.13,-34.98,-31.75,-18.82,-40.43,-37.02,0.0592,0.1749,0.1415,1.22e-10,1.282e-10,1.281e-10,0.03567,0.06552,0.05754,1.318e-10,1.346e-10,1.344e-10,1.0,2.0,0.04004,0.08331,5.505e-11,0.01097,4.386e-11,0.04887,5.052e-11,5.878e-11,0.1046,5.025e-11,5.872e-11,0.001094,0.0,-0.01219,-0.04189,0.02657,1.551e-11,0.0,1.952e-11,1.944e-11,0.02086,0.01916,0.0,1.167e-11,0.0,-0.02433,-0.07405,4.927e-05,1.647e-13,0.0,0.0003475,0.0,0.0,4.256e-14,0.0,0.0
6.088e-06,0.0009256,2.607e-09,966.6,4.877e-13,146.2,-0.01963,-17.32,-7.041,-6.588,-24.15,-12.57,-9.096,-27.58,-17.32,-13.17,-34.05,-27.79,-18.88,-43.89,-42.93,0.3403,0.63,0.5574,1.083e-10,1.183e-10,1.182e-10,0.09659,0.2339,0.2069,1.115e-10,1.203e-10,1.203e-10,1.0,2.0,0.07009,0.3138,3.483e-11,-0.06299,3.212e-11,0.07104,4.043e-11,4.141e-11,0.3447,4.035e-11,4.136e-11,0.1287,0.0,-0.2038,-0.381,0.0008964,0.0,0.0,0.0,1.381e-12,0.0,0.0006731,0.0,9.975e-13,0.0,-0.1555,-0.3132,0.0003817,3.715e-13,0.0,0.0006578,0.0,0.0,4.302e-13,0.0,0.0
2.971e-06,0.001748,6.803999999999998e-10,1053.0,5.259e-13,1011.0,-0.0197,-39.91,-37.86,-6.581,-45.14,-33.93,-9.075,-47.34,-36.17,-13.14,-50.52,-40.26,-18.85,-54.38,-46.71,0.2433,0.2856,0.2852,1.238e-10,1.266e-10,1.266e-10,0.0062,0.007525,0.007514,1.143e-10,1.215e-10,1.215e-10,1.0,2.0,0.007474,0.2459,5.233e-11,0.004704,5.6e-11,0.008391,5.688e-11,5.382e-11,0.2727,5.6e-11,5.308e-11,0.1642,1.923e-11,-0.002416,-0.05709,0.1127,1.299e-11,1.588e-11,1.652e-11,1.617e-11,0.003502,0.003359,0.1132,1.809e-11,0.0,-0.007044,-0.1941,1.13e-05,1.03e-13,0.0,0.001387,0.0,0.0,4.054e-14,0.0,0.0
3.938e-06,0.001974,1.617e-09,873.2,5.652000000000002e-13,1198.0,-0.01968,-39.99,-39.77,-6.582,-44.52,-32.87,-9.081,-46.91,-35.58,-13.15,-50.66,-41.1,-18.87,-55.76,-49.92,0.1271,0.2001,0.2001,1.137e-10,1.177e-10,1.176e-10,0.005982,0.007472,0.00746,9.705e-11,1.085e-10,1.084e-10,1.0,2.0,0.006985,0.1479,3.967e-11,0.002191,4.876e-11,0.007899,4.98e-11,4.305e-11,0.1682,4.834e-11,4.166e-11,0.06988,0.0,-0.007228,-0.08692,0.03614,0.0,0.0,0.0,3.176e-12,0.0,0.0005404,0.0,1.07e-11,0.0,-0.008188,-0.1429,3.587e-05,7.849e-14,0.0,0.0004084,0.0,0.0,1.75e-13,0.0,0.0
8.105e-06,0.0008309999999999,3.408e-10,1142.0,4.429e-13,258.0,-0.01959,-24.06,-14.06,-6.596,-31.98,-20.36,-9.107,-36.49,-28.6,-13.17,-44.32,-41.89,-18.87,-54.68,-58.23,0.5124,0.7242,0.6748,1.213e-10,1.275e-10,1.275e-10,0.02055,0.07489,0.07099,1.231e-10,1.288e-10,1.288e-10,1.0,2.0,0.01284,0.3444,3.977e-11,-0.05289,4.252e-11,0.01304,4.878e-11,4.394e-11,0.348,4.878e-11,4.388e-11,0.0551,0.0,-0.06007,-0.4091,0.001287,0.0,0.0,0.0,1.666e-13,0.0,7.122e-05,0.0,3.363e-13,0.0,-0.03546,-0.2913,0.0001288,2.661e-13,0.0,0.002415,0.0,0.0,3.609e-13,0.0,0.0
2.856e-06,0.002115,8.787999999999998e-10,1454.0,9.683e-13,1474.0,-0.01978,-46.85,-42.89,-6.585,-58.21,-45.52,-9.078,-57.29,-44.89,-13.14,-56.61,-45.34,-18.85,-57.62,-49.21,0.08799,0.1694,0.1405,1.016e-10,1.045e-10,1.023e-10,0.0002544,0.0008285,0.0006566,9.269e-11,9.677e-11,9.608e-11,1.0,2.0,0.0005062,0.0818,3.449e-11,0.0001503,3.601e-11,0.0006246,3.751e-11,3.219e-11,0.1009,3.741e-11,3.085e-11,0.004089,7.005e-12,-0.0002934,-0.1423,0.003388,3.746e-12,3.503e-13,2.793e-12,3.053e-12,9.105e-05,7.421e-05,0.009216,9.001e-13,0.0,-0.001082,-0.1304,2.008e-06,1.742e-13,0.0,0.0002378,0.0,0.0,3.84e-13,0.0,0.0
1.344e-06,0.001623,2.481e-09,1388.0,2.7680000000000004e-13,955.5,-0.01974,-39.67,-37.51,-6.58,-45.35,-37.39,-9.069,-47.44,-39.15,-13.13,-50.28,-41.98,-18.82,-53.13,-45.13,0.1898,0.2674,0.2437,1.39e-10,1.395e-10,1.395e-10,0.004897,0.005655,0.005644,1.356e-10,1.375e-10,1.375e-10,1.0,2.0,0.004405,0.1829,6.728e-11,0.002588,6.522e-11,0.005572,6.611e-11,6.779e-11,0.2228,6.592e-11,6.727e-11,0.0747,2.78e-11,-0.000297,-0.02932,0.1102,2.943e-11,2.66e-11,3.05e-11,3.041e-11,0.003751,0.002994,0.1277,2.77e-11,0.0,-0.001407,-0.07212,0.0008044,6.39e-12,0.0,0.0183,0.0,0.001097,8.887e-12,7.911e-12,8.996e-12
9.836e-06,0.001003,2.926e-09,380.6,1.446e-13,446.8,-0.01962,-0.11,-0.1331,-6.59,-2.98,0.9644,-9.119,-5.903,-1.873,-13.17,-14.71,-15.6,-18.87,-25.51,-31.68,0.3665,0.4998,0.4818,1.124e-10,1.209e-10,1.209e-10,0.2905,0.5609,0.5371,1.233e-10,1.29e-10,1.289e-10,2.0,2.0,0.4749,0.2927,4.617e-11,0.3396,4.359e-11,0.5067,4.694e-11,5.259e-11,0.2928,4.693e-11,5.236e-11,0.172,0.0,-0.3316,-0.3152,0.0007368,0.0,0.0,0.0,2.852e-14,0.0,0.0001749,0.0,2.347e-13,0.0,-0.2891,-0.2206,0.0001022,1.801e-13,0.0,0.0008304,0.0,0.0,3.769e-13,0.0,0.0
6.955e-06,0.002258,2.976e-09,266.6,7.004e-15,38.96,-0.01958,4.132,10.28,-6.595,-2.954,2.929,-9.111,-6.647,-1.453,-13.18,-13.33,-10.03,-18.88,-23.04,-23.5,-0.06675,0.07094,0.06175,7.93e-11,9.684e-11,9.672e-11,-0.1485,0.1361,0.1264,7.756e-11,9.609e-11,9.605e-11,2.0,2.0,0.0009733,0.0002182,-2.147e-11,-0.2164,0.0,0.003953,0.0,3.311e-12,0.0,1.32e-12,2.515e-12,-0.1008,0.0,-0.17,-0.07745,6.5e-05,0.0,0.0,0.0,2.722e-13,0.0,8.73e-05,0.0,1.299e-13,0.0,-0.1184,-0.05805,0.000129,1.695e-13,0.0,0.0001368,0.0,0.0,7.088e-14,0.0,0.0
2.2879999999999995e-06,0.001987,2.6560000000000003e-09,742.8,4.0100000000000013e-14,934.0,-0.01972,-29.56,-30.73,-6.58,-36.33,-35.8,-9.072,-39.17,-36.04,-13.13,-43.57,-37.22,-18.83,-48.96,-40.64,0.01441,0.1315,0.09856,1.271e-10,1.316e-10,1.315e-10,0.01359,0.0338,0.02539,1.334e-10,1.362e-10,1.362e-10,1.0,2.0,0.03004,0.07758,6.283e-11,0.02281,5.598e-11,0.0301,5.891e-11,6.468e-11,0.08893,5.888e-11,6.468e-11,0.05661,2.618e-11,0.02369,0.07637,0.08038,3.035e-11,2.604e-11,3.069e-11,3.05e-11,0.02953,0.02889,0.08957,2.603e-11,1.201e-11,0.02043,0.03289,0.03097,1.2e-11,0.06397,0.06396,1.113e-11,0.03134,1.355e-11,1.261e-11,1.362e-11
1.6439999999999998e-06,0.0023639999999999,2.7380000000000003e-09,469.7,8.946e-13,880.2,-0.01974,-12.11,-17.94,-6.58,-13.89,-13.74,-9.07,-16.2,-15.8,-13.13,-19.72,-18.57,-18.82,-24.05,-20.63,0.07874,0.192,0.1564,1.129e-10,1.171e-10,1.154e-10,0.07969,0.1084,0.1084,1.15e-10,1.112e-10,1.111e-10,1.0,2.0,0.08044,0.1013,5.569e-11,0.04767,4.266e-11,0.1034,4.868e-11,4.552e-11,0.1278,4.74e-11,4.411e-11,0.008253,0.0,-0.02028,-0.05556,0.0283,2.521e-11,0.0,2.535e-11,1.76e-11,0.06191,0.05347,0.0,9.872e-12,0.0,0.01495,-0.07261,0.0263,3.978e-13,0.0,0.0005862,0.0,0.02636,7.902e-12,8.091e-12,8.23e-12
8.962999999999999e-06,0.001254,8.549999999999998e-10,427.0,7.04e-13,1481.0,-0.01966,-6.169,-11.81,-6.609,0.1759,9.049,-9.12,-6.299,-1.394,-13.17,-15.66,-16.16,-18.87,-27.0,-33.26,0.1935,0.2871,0.2861,7.437e-11,8.522e-11,8.521e-11,-0.3871,0.005505,0.003499,-8.227e-13,1.157e-11,9.163e-12,2.0,2.0,0.009892,0.03216,0.0,-0.4241,6.6e-12,0.0,1.218e-11,0.0,0.03342,5.413e-12,1.19e-12,-0.1606,0.0,-0.5439,-0.3234,0.001845,0.0,0.0,0.0,1.111e-12,0.0,0.009303,0.0,2.348e-13,0.0,-0.4957,-0.2669,0.007449,3.128e-13,0.0,0.001451,0.0,0.0,6.423e-13,0.0,0.0
6.062e-06,0.002332,6.845e-10,895.1,5.992000000000001e-13,94.32,-0.01963,-44.45,-32.88,-6.589,-52.07,-40.08,-9.098,-54.67,-44.41,-13.17,-57.87,-51.93,-18.88,-62.85,-62.47,-0.04634,0.07155,0.05965,9.359e-11,1.072e-10,1.072e-10,-0.001532,0.00132,0.001242,7.349e-11,9.296e-11,9.289e-11,1.0,2.0,4.775e-06,0.01578,0.0,-0.001864,3.793e-12,0.0,2.152e-11,0.0,0.01587,2.151e-11,4.157e-13,-0.06296,0.0,-0.00179,-0.07852,0.0001805,0.0,0.0,0.0,1.297e-13,0.0,4.613e-06,0.0,2.687e-13,0.0,-0.001106,-0.05136,4.082e-06,1.576e-13,0.0,0.0001667,0.0,0.0,2.897e-14,0.0,0.0
2.034e-06,0.001436,1.5100000000000002e-09,1050.0,2.775000000000001e-13,1311.0,-0.01972,-32.18,-32.58,-6.58,-35.79,-27.06,-9.071,-38.19,-29.02,-13.13,-42.14,-33.09,-18.83,-47.52,-39.3,0.27,0.2736,0.2733,1.311e-10,1.337e-10,1.337e-10,0.01288,0.01609,0.01609,1.27e-10,1.312e-10,1.311e-10,1.0,2.0,0.01681,0.2652,5.218e-11,0.01154,6.021e-11,0.01692,6.18e-11,5.571e-11,0.2861,6.175e-11,5.56e-11,0.2058,2.532e-11,0.002354,0.008924,0.1679,2.05e-11,2.367e-11,2.172e-11,2.103e-11,0.01233,0.01166,0.1835,2.462e-11,0.0,-0.01197,-0.1345,0.0002519,2.881e-12,0.0,0.01075,0.0,0.0,9.805e-13,0.0,0.0
3.401e-06,0.0008841,3.665e-10,163.0,5.096000000000002e-13,420.6,-0.01973,-8.533,-17.09,-6.578,-8.953,-11.41,-9.073,-10.91,-12.83,-13.14,-15.05,-17.03,-18.85,-21.49,-24.19,0.5374,0.6477,0.6209,1.406e-10,1.409e-10,1.409e-10,0.3115,0.2415,0.2411,1.318e-10,1.35e-10,1.35e-10,2.0,2.0,0.244,0.4991,5.436e-11,0.208,6.681e-11,0.2444,6.792e-11,5.903e-11,0.5491,6.79e-11,5.902e-11,0.2871,2.617e-11,0.02051,-0.1148,0.2372,2.071e-11,2.238e-11,2.307e-11,2.299e-11,0.1424,0.142,0.2389,2.616e-11,0.0,-0.1937,-0.2641,0.001103,1.083e-13,0.0,0.0007675,0.0,0.0,7.01e-14,0.0,0.0
2.6309999999999995e-06,0.002327,1.258e-09,374.7,3.015000000000001e-13,1177.0,-0.01972,-12.18,-19.89,-6.579,-10.05,-7.129,-9.074,-12.11,-8.385,-13.14,-16.19,-12.17,-18.85,-22.44,-18.23,0.1405,0.1644,0.1643,1.258e-10,1.307e-10,1.307e-10,0.0148,0.06266,0.06253,1.249e-10,1.301e-10,1.301e-10,1.0,2.0,0.06404,0.1312,4.171e-11,0.01823,6.001e-11,0.06412,6.077e-11,5.158e-11,0.1503,6.041e-11,5.158e-11,0.07511,2.276e-11,-0.0108,-0.0277,0.06844,1.064e-11,2.145e-11,1.412e-11,1.39e-11,0.06104,0.05236,0.07337,2.274e-11,0.0,-0.09143,-0.07841,0.00264,6.046e-14,0.0,2.27e-05,0.0,0.0,1.168e-12,0.0,0.0
4.636999999999999e-06,0.002039,7.998e-12,1068.0,7.032000000000002e-13,104.1,-0.01966,-44.62,-33.15,-6.584,-52.54,-40.06,-9.087,-54.4,-42.66,-13.16,-56.14,-47.38,-18.88,-59.7,-55.83,-0.007379,0.1949,0.1601,1.015e-10,1.134e-10,1.134e-10,-0.0007396,0.002735,0.002208,8.558e-11,1.016e-10,1.016e-10,1.0,2.0,0.0003716,0.06817,0.0,-0.00143,1.889e-11,0.0,3.243e-11,0.0,0.07256,3.235e-11,1.363e-11,-0.05852,0.0,-0.002352,-0.1662,0.0004708,0.0,0.0,0.0,2.063e-13,0.0,8.85e-06,0.0,7.587e-13,0.0,-0.001813,-0.1284,1.155e-05,3.301e-13,0.0,0.001127,0.0,0.0,3.158e-13,0.0,0.0
2.467e-06,0.001575,1.281e-09,784.3,5.883e-13,393.6,-0.01971,-23.08,-19.41,-6.581,-28.11,-19.78,-9.073,-30.58,-22.02,-13.14,-34.8,-26.47,-18.84,-41.05,-33.77,0.3151,0.4776,0.4372,1.35e-10,1.37e-10,1.37e-10,0.1664,0.1931,0.193,1.385e-10,1.392e-10,1.392e-10,1.0,2.0,0.1616,0.3206,6.502e-11,0.1026,5.768e-11,0.1776,6.139e-11,6.666e-11,0.3682,6.13e-11,6.651e-11,0.1663,1.997e-11,-0.03106,-0.06225,0.1435,2.373e-11,1.548e-11,2.664e-11,2.634e-11,0.08957,0.08847,0.1475,1.983e-11,2.89e-13,-0.09615,-0.1835,0.0003935,4.312e-14,0.002925,0.0002377,-1.08e-11,0.0,9.162e-14,0.0,0.0
2.646e-06,0.0009131,2.1600000000000004e-09,274.4,9.788e-13,1109.0,-0.01974,-8.609,-17.22,-6.579,-5.431,-4.335,-9.071,-7.489,-5.974,-13.13,-10.33,-7.651,-18.84,-13.25,-7.855,0.1306,0.3663,0.3154,1.086e-10,1.12e-10,1.12e-10,0.1496,0.07496,0.07455,1.023e-10,1.001e-10,1.001e-10,2.0,2.0,0.1502,0.2024,4.769e-11,0.08645,4.442e-11,0.1605,4.334e-11,4.018e-11,0.2573,4.266e-11,3.966e-11,0.1128,0.0,0.04969,-0.09218,0.06334,2.04e-11,0.0,1.833e-11,1.447e-11,0.1228,0.104,0.0,1.033e-11,0.0,0.01499,-0.2363,0.02734,1.238e-13,0.0,0.0008102,0.0,0.0,2.978e-12,0.0,0.0
7.974e-06,0.0009376,2.198e-09,469.4,7.74e-13,1136.0,-0.01967,-3.645,-7.133,-6.601,1.574,10.58,-9.119,-4.023,2.134,-13.18,-12.7,-11.19,-18.87,-23.42,-27.04,0.274,0.3917,0.391,8.408e-11,9.354e-11,9.343e-11,0.05823,0.08452,0.0794,1.884e-11,5.648e-11,5.634e-11,2.0,2.0,0.01241,0.1232,0.0,-0.1914,2.12e-11,0.0,2.218e-11,0.0,0.1233,1.86e-11,1.454e-12,-0.049,0.0,-0.4563,-0.409,0.0005392,0.0,0.0,0.0,7.537e-13,0.0,0.007385,0.0,1.928e-13,0.0,-0.4513,-0.3362,0.01527,5.324e-13,0.0,0.002679,0.0,0.0,1.737e-12,0.0,0.0
1.0209999999999998e-06,0.0008852,1.329e-09,774.9,9.646000000000002e-13,287.9,-0.01975,-1.405,-1.303,-6.58,-6.141,-4.04,-9.069,-8.56,-6.404,-13.13,-12.56,-10.42,-18.82,-18.07,-16.02,0.04984,0.263,0.2106,1.186e-10,1.255e-10,1.253e-10,0.1274,0.2999,0.255,1.299e-10,1.322e-10,1.322e-10,2.0,2.0,0.1692,0.1157,5.154e-11,0.04488,3.843e-11,0.2048,4.624e-11,5.591e-11,0.142,4.581e-11,5.574e-11,-0.01131,0.0,-0.07586,-0.1014,0.01217,1.045e-11,0.0,1.542e-11,1.53e-11,0.06489,0.06234,0.0,5.998e-12,0.0,-0.1345,-0.1314,0.0005276,1.635e-13,0.0,0.001762,0.0,0.0,1.566e-13,0.0,0.0
8.36e-06,0.0009096,2.691e-09,977.8,5.510000000000001e-13,393.2,-0.01958,-20.49,-13.05,-6.597,-27.27,-15.7,-9.108,-31.88,-24.35,-13.17,-39.93,-37.87,-18.87,-50.65,-54.37,0.6519,0.7599,0.7598,1.375e-10,1.382e-10,1.382e-10,0.1357,0.2083,0.2076,1.19e-10,1.258e-10,1.258e-10,1.0,2.0,0.04057,0.4967,4.029e-11,-0.1533,5.813e-11,0.04092,6.191e-11,4.921e-11,0.4984,6.19e-11,4.91e-11,0.1328,0.0,-0.1863,-0.3912,0.06607,0.0,0.0,0.0,7.467e-14,0.0,0.0001461,0.0,6.905e-12,0.0,-0.1129,-0.3032,0.0003548,5.871e-13,0.0,0.0006686,0.0,0.0,5.37e-13,0.0,0.0
4.086999999999999e-06,0.001486,1.772e-09,687.9,4.557000000000002e-13,491.8,-0.01968,-19.94,-16.89,-6.583,-24.37,-14.5,-9.082,-27.04,-16.97,-13.15,-32.02,-23.35,-18.87,-40.04,-34.71,0.4984,0.5009,0.5008,1.401e-10,1.406e-10,1.406e-10,0.3741,0.3091,0.309,1.338e-10,1.359e-10,1.359e-10,1.0,2.0,0.3123,0.4516,6.01e-11,0.2636,6.689e-11,0.3132,6.761e-11,6.256e-11,0.4744,6.753e-11,6.256e-11,0.328,2.586e-11,0.003111,-0.04009,0.2207,2.07e-11,2.244e-11,2.339e-11,2.332e-11,0.1531,0.1488,0.2229,2.586e-11,0.0,-0.2151,-0.2042,0.001533,6.967e-14,0.0,0.0003988,0.0,0.0,1.992e-13,0.0,0.0
6.197e-06,0.002023,2.721e-09,1093.0,5.669e-13,1284.0,-0.01963,-52.36,-50.37,-6.589,-58.35,-44.7,-9.099,-57.82,-46.89,-13.17,-59.17,-52.96,-18.88,-63.53,-62.88,0.08712,0.1542,0.1395,9.598e-11,1.035e-10,1.033e-10,0.0005085,0.001069,0.0008935,1.032e-10,1.085e-10,1.084e-10,1.0,2.0,0.0004139,0.07533,3.756e-11,-0.0001896,3.525e-11,0.0004329,3.722e-11,3.49e-11,0.08166,3.391e-11,3.485e-11,-0.01022,0.0,-0.0007849,-0.1162,0.0004931,0.0,0.0,0.0,2.861e-13,0.0,2.9e-06,0.0,8.368e-13,0.0,-0.0006686,-0.1033,2.224e-06,2.701e-13,0.0,0.000531,0.0,0.0,4.157e-13,0.0,0.0
1.498e-06,0.00218,2.985e-09,1243.0,6.892000000000001e-13,758.0,-0.01975,-42.89,-39.93,-6.581,-47.39,-38.9,-9.07,-49.36,-40.78,-13.13,-51.87,-43.27,-18.82,-54.26,-45.74,0.0907,0.2132,0.1765,1.198e-10,1.243e-10,1.235e-10,0.001952,0.004504,0.003729,1.218e-10,1.234e-10,1.223e-10,1.0,2.0,0.0024,0.1146,5.004e-11,0.0007397,4.599e-11,0.003402,5.261e-11,5.166e-11,0.1451,5.207e-11,5.111e-11,0.01591,1.554e-11,-0.0005,-0.03872,0.04619,0.0,1.135e-11,0.0,1.642e-11,0.0,0.001509,0.04952,1.47e-11,0.0,-0.001035,-0.06251,2.734e-05,5.365e-13,0.0,0.001333,0.0,0.0,2.49e-12,0.0,0.0
