fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height Vout_1 14G,eye_height_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_2 14G,eye_width Vout_1 14G,eye_width_XY Vout_1 14G,eye_maxHeight Vout_1 28G,eye_maxWidth Vout_1 28G,eye_maxWidth Vout_2 28G,eye_width Vout_2 28G,eye_height_XY Vout_1 28G,eye_maxHeight Vout_2 28G,eye_width_XY Vout_2 28G,eye_height Vout_1 28G,eye_height Vout_2 28G,eye_height_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_width Vout_1 28G,eye_height Vout_2 56G,eye_maxHeight Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_1 56G,eye_maxWidth Vout_1 56G,eye_width Vout_2 56G,eye_width Vout_1 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_2 56G
9.968e-06,0.0007716,7.655e-10,671.6,5.112e-13,649.4,-0.0196,1.435,3.576,-6.615,0.2335,9.224,-9.119,-6.805,-2.578,-13.17,-16.47,-18.01,-18.86,-28.01,-35.59,0.4771,0.597,0.5966,1.04e-10,1.161e-10,1.161e-10,0.2378,0.518,0.5106,6.963e-11,8.996e-11,8.998e-11,2.0,2.0,-0.1414,0.1801,1.107e-12,1.341e-12,0.01618,-0.2652,-9.513e-12,3.671e-11,0.1856,0.004579,3.052e-11,3.65e-11,0.0,0.0,0.0,0.0,0.001409,0.0,8.591e-14,-0.396,-0.3041,0.0008024,5.215e-13,0.0,-0.3057,0.0,-0.289,0.001095,2.552e-13,0.0,0.0,0.0,0.003094,2.055e-13,0.0,0.0
5.452e-06,0.0009729999999999,2.24e-09,174.6,6.639e-13,137.9,-0.01968,-2.196,-4.424,-6.58,-5.732,-4.961,-9.084,-6.865,-4.717,-13.17,-9.942,-6.607,-18.89,-16.8,-14.22,0.414,0.6621,0.587,1.12e-10,1.21e-10,1.209e-10,0.6003,0.6127,0.6085,1.244e-10,1.298e-10,1.298e-10,2.0,2.0,0.1454,0.347,5.774e-11,5.774e-11,0.6088,0.5445,5.635e-11,4.326e-11,0.3834,0.5973,3.526e-11,4.325e-11,0.0,0.0,2.246e-11,2.212e-11,0.008475,0.2922,2.211e-11,-0.4017,0.2295,0.285,1.392e-12,0.0,-0.2883,0.0,-0.3244,0.0007131,2.813e-13,0.0,0.0,0.0,0.007076,5.472e-13,0.0,0.0
1.99e-06,0.002215,2.959e-09,965.1,9.688e-13,1074.0,-0.01973,-39.08,-38.02,-6.58,-43.11,-34.5,-9.071,-45.38,-36.71,-13.13,-48.7,-39.98,-18.83,-52.48,-43.78,0.08625,0.2007,0.163,1.116e-10,1.136e-10,1.116e-10,0.004204,0.008427,0.007181,1.057e-10,1.08e-10,1.075e-10,1.0,2.0,0.02119,0.1077,4.099e-11,4.137e-11,0.00602,0.00153,4.206e-11,4.659e-11,0.1348,0.004607,4.259e-11,4.65e-11,0.0,0.0,0.0,0.0,0.02615,0.0,9.666e-12,-0.05721,-0.002492,0.001472,8.518e-12,0.0,-0.006567,0.0,-0.09715,0.0003971,6.449e-14,0.0,0.0,0.0,4.982e-05,2.739e-13,0.0,0.0
9.914e-06,0.0005772,1.273e-09,267.8,8.824000000000002e-13,1323.0,-0.01968,-8.734,-17.47,-6.601,-3.016,0.6277,-9.112,-8.796,-8.405,-13.17,-17.52,-21.86,-18.86,-27.88,-36.99,0.2634,0.3197,0.2633,5.179e-11,6.617e-11,6.531e-11,0.04878,0.0,0.0003342,0.0,0.0,2.78e-12,2.0,2.0,-0.2185,0.001851,8.278e-13,0.0,0.0,-0.08878,0.0,0.0,0.0,0.004728,0.0,5.036e-13,0.0,0.0,0.0,0.0,0.000741,0.0,7.445e-13,-0.3582,-0.1671,0.002698,4.517e-14,0.0,-0.197,0.0,-0.2925,0.001489,2.688e-13,0.0,0.0,0.0,0.003806,9.523e-13,0.0,0.0
4.304e-06,0.001238,5.571e-10,1212.0,9.501000000000002e-13,1205.0,-0.01967,-38.25,-34.52,-6.583,-43.23,-30.0,-9.084,-45.77,-33.49,-13.16,-49.92,-40.28,-18.88,-55.72,-50.64,0.2506,0.3533,0.3526,1.017e-10,1.07e-10,1.065e-10,0.00414,0.007305,0.007238,9.282e-11,9.874e-11,9.864e-11,1.0,2.0,0.1452,0.2605,3.228e-11,3.554e-11,0.006955,0.001584,3.503e-11,3.934e-11,0.291,0.006683,4.008e-11,3.77e-11,0.0,0.0,0.0,0.0,0.01072,0.0,2.175e-12,-0.2544,-0.009166,0.0001304,2.429e-12,0.0,-0.009083,0.0,-0.2938,0.002438,3.547e-13,0.0,0.0,0.0,1.631e-05,7.52e-13,0.0,0.0
8.947e-06,0.0009712,1.621e-09,21.02,7.648e-13,49.02,-0.01965,-15.76,-31.56,-6.586,-16.51,-26.54,-9.096,-14.15,-19.39,-13.17,-15.53,-18.03,-18.87,-22.98,-27.13,0.1785,0.5443,0.5157,7.039e-11,9.09e-11,9.076e-11,-0.06658,0.07736,0.05801,7.752e-11,9.452e-11,9.437e-11,2.0,2.0,-0.376,0.001642,2.102e-11,0.0,0.0,-0.08386,0.0,0.0,0.0,0.05589,0.0,8.825e-13,0.0,0.0,0.0,0.0,0.00233,0.0,3.438e-13,-0.4103,-0.06246,0.0004877,7.352e-13,0.0,-0.08159,0.0,-0.3689,0.0007029,3.789e-13,0.0,0.0,0.0,0.0003755,1.719e-13,0.0,0.0
9.776e-06,0.0007518,2.6330000000000003e-09,1338.0,3.502e-13,29.37,-0.01955,-28.64,-13.81,-6.603,-37.14,-27.0,-9.11,-42.75,-37.35,-13.17,-51.49,-51.71,-18.86,-61.74,-67.87,0.01782,0.4451,0.4328,5.82e-11,8.153e-11,8.138e-11,-0.04734,0.007614,0.007555,3.565e-11,6.573e-11,6.552e-11,1.0,2.0,-0.4949,0.001457,4.688e-13,0.0,0.0,-0.04241,0.0,0.0,0.0,0.0001804,0.0,1.982e-13,0.0,0.0,0.0,0.0,0.001199,0.0,3.339e-13,-0.4147,-0.03283,0.0001591,5.378e-13,0.0,-0.01929,0.0,-0.3911,0.0006103,1.448e-13,0.0,0.0,0.0,6.353e-05,8.617e-13,0.0,0.0
4.023e-06,0.0009616,1.301e-09,1208.0,7.799e-14,451.1,-0.01968,-27.94,-20.82,-6.583,-35.42,-27.05,-9.081,-39.4,-29.49,-13.15,-45.21,-35.44,-18.87,-52.06,-46.11,0.06325,0.3117,0.2367,1.195e-10,1.262e-10,1.261e-10,0.0009628,0.01774,0.01342,1.089e-10,1.187e-10,1.186e-10,1.0,2.0,0.1064,0.1795,4.168e-11,4.173e-11,0.009064,-0.001192,3.307e-11,5.163e-11,0.203,0.00746,4.737e-11,5.16e-11,0.148,1.896e-11,0.0,0.0,0.1313,0.0,6.175e-12,0.05726,-0.004623,0.001074,1.864e-11,1.758e-11,-0.01255,0.0,-0.1334,0.0005365,2.479e-12,0.0,0.0,0.0,6.702e-06,4.589e-13,0.0,0.0
4.373e-06,0.001887,9.567999999999996e-10,1298.0,7.379e-13,1149.0,-0.01968,-53.6,-49.72,-6.584,-59.69,-46.02,-9.085,-57.6,-45.01,-13.16,-57.11,-47.45,-18.88,-59.67,-54.77,0.17,0.2242,0.2122,1.093e-10,1.132e-10,1.13e-10,0.0009717,0.001379,0.001227,1.118e-10,1.161e-10,1.16e-10,1.0,2.0,0.04963,0.1417,4.395e-11,4.405e-11,0.001052,0.0004332,4.417e-11,4.343e-11,0.1629,0.0008805,4.37e-11,4.275e-11,0.0,0.0,0.0,0.0,0.004682,0.0,1.345e-12,-0.1147,-0.0005061,7.615e-05,2.132e-12,0.0,-0.001138,0.0,-0.1575,0.0002396,1.104e-13,0.0,0.0,0.0,7.853e-06,1.878e-13,0.0,0.0
5.411e-06,0.002138,1.855e-09,220.9,1.9540000000000006e-13,127.4,-0.01966,0.644,1.624,-6.582,-5.176,-3.425,-9.086,-6.436,-3.306,-13.17,-10.02,-5.777,-18.9,-18.25,-16.01,-0.0664,0.1181,0.09513,9.209e-11,1.06e-10,1.059e-10,0.01519,0.1478,0.1093,1.163e-10,1.239e-10,1.239e-10,2.0,2.0,-0.07395,0.02824,4.66e-11,4.662e-11,0.06999,-0.04642,3.986e-11,2.249e-11,0.02943,0.0603,6.928e-12,2.244e-11,0.0,0.0,9.696e-12,6.894e-12,0.0005803,0.01733,9.642e-12,-0.1125,-0.07043,0.01191,7.888e-13,0.0,-0.1078,0.0,-0.09007,0.0003239,3.698e-13,0.0,0.0,0.0,0.0005302,4.078e-13,0.0,0.0
1.178e-06,0.0007338,8.367999999999998e-10,695.3,1.217e-13,514.4,-0.01975,-1.733,-3.062,-6.579,-6.353,-5.726,-9.068,-7.68,-5.894,-13.13,-11.19,-8.937,-18.82,-16.76,-14.68,0.08081,0.2061,0.1707,1.195e-10,1.261e-10,1.261e-10,0.1603,0.197,0.1933,1.326e-10,1.353e-10,1.353e-10,2.0,2.0,0.04712,0.1184,6.396e-11,6.402e-11,0.1968,0.1597,6.281e-11,5.2e-11,0.1437,0.1873,4.79e-11,5.199e-11,0.07407,1.739e-11,2.921e-11,2.831e-11,0.06218,0.1658,2.917e-11,-0.01843,0.06578,0.1485,1.711e-11,1.386e-11,-0.05715,0.05171,-0.1069,0.0001568,3.294e-13,0.0,7.392e-12,0.0,0.05137,8.864e-12,0.0,9.273e-12
2.41e-06,0.0007377,2.394e-10,1278.0,1.562e-13,198.0,-0.01972,-15.1,-6.57,-6.58,-21.62,-12.59,-9.073,-24.12,-14.48,-13.14,-28.37,-18.66,-18.84,-34.79,-26.71,0.06623,0.3326,0.2561,1.028e-10,1.146e-10,1.144e-10,0.000591,0.06091,0.04604,1.048e-10,1.161e-10,1.161e-10,1.0,2.0,-0.02164,0.1254,3.887e-11,3.89e-11,0.02759,-0.02083,3.024e-11,3.744e-11,0.1547,0.02283,2.894e-11,3.739e-11,0.0,0.0,0.0,0.0,0.009414,0.0,2.209e-12,-0.1437,-0.03947,0.002382,1.826e-12,0.0,-0.0426,0.0,-0.2047,0.000463,5.646e-14,0.0,0.0,0.0,6.905e-05,1.126e-13,0.0,0.0
4.837e-06,0.001434,1.049e-09,370.5,3.774e-13,414.3,-0.01969,-1.143,-1.693,-6.579,-1.526,4.418,-9.091,-3.651,3.077,-13.17,-9.649,-4.351,-18.89,-19.09,-17.31,0.5216,0.5442,0.5439,1.327e-10,1.356e-10,1.356e-10,0.2753,0.5171,0.5156,1.36e-10,1.38e-10,1.38e-10,2.0,2.0,0.3421,0.4543,5.92e-11,5.921e-11,0.5178,0.2739,5.413e-11,6.308e-11,0.4909,0.5172,6.175e-11,6.298e-11,0.1475,2.134e-11,2.074e-11,1.675e-11,0.1435,0.1757,2.074e-11,-0.05477,-0.05907,0.1718,2.119e-11,1.951e-11,-0.4075,0.0,-0.2118,0.000825,1.138e-13,0.0,0.0,0.0,0.003079,2.932e-13,0.0,0.0
4.373999999999999e-06,0.001336,1.597e-09,962.2,7.283e-13,1245.0,-0.01967,-32.57,-31.3,-6.583,-36.34,-24.03,-9.084,-39.11,-27.52,-13.16,-44.03,-34.82,-18.88,-51.53,-46.62,0.2826,0.3173,0.3155,1.077e-10,1.135e-10,1.134e-10,0.004988,0.01721,0.01711,9.406e-11,1.042e-10,1.041e-10,1.0,2.0,0.2065,0.3058,3.965e-11,4.059e-11,0.02321,0.002009,3.671e-11,4.719e-11,0.3322,0.0212,4.595e-11,4.533e-11,0.0501,9.947e-12,5.838e-12,-9.007e-13,0.04945,0.0008194,3.129e-12,-0.1633,-0.02694,0.0005842,7.182e-12,3.788e-12,-0.03013,0.0,-0.2632,0.0002918,1.192e-13,0.0,0.0,0.0,0.0001339,2.764e-13,0.0,0.0
1.407e-06,0.001718,8.661e-10,1455.0,6.195e-13,455.7,-0.01974,-41.21,-35.71,-6.58,-47.29,-38.35,-9.07,-49.25,-40.24,-13.13,-51.73,-42.94,-18.82,-54.1,-46.15,0.111,0.2853,0.2397,1.286e-10,1.317e-10,1.316e-10,0.002391,0.005356,0.004449,1.312e-10,1.333e-10,1.333e-10,1.0,2.0,0.0174,0.1526,5.723e-11,5.726e-11,0.003777,0.0003679,5.317e-11,5.459e-11,0.1831,0.002939,4.969e-11,5.454e-11,0.04967,1.329e-11,1.543e-11,9.989e-12,0.04843,0.001465,1.536e-11,-0.07944,-0.001132,0.001162,1.311e-11,7.584e-12,-0.002407,0.0,-0.1348,6.731e-05,1.66e-13,0.0,0.0,0.0,6.977e-06,1.818e-13,0.0,0.0
7.656e-06,0.001867,2.227e-09,75.1,8.047000000000001e-13,504.9,-0.0197,-13.79,-27.59,-6.58,-7.145,-7.806,-9.1,-7.344,-5.71,-13.18,-11.03,-8.823,-18.88,-20.07,-21.26,0.1733,0.2803,0.2522,1.182e-10,1.224e-10,1.223e-10,0.06889,0.06048,0.06027,1.123e-10,1.213e-10,1.213e-10,2.0,2.0,-0.07055,0.1103,3.911e-11,3.911e-11,0.06192,0.001415,2.92e-11,4.202e-11,0.1104,0.06128,3.989e-11,4.201e-11,0.0,0.0,3.605e-12,-4.191e-12,0.000362,0.002549,1.146e-12,-0.1614,-0.08385,0.001099,1.649e-13,0.0,-0.1079,0.0,-0.1307,0.0004935,1.822e-13,0.0,0.0,0.0,0.0001376,5.806e-14,0.0,0.0
6.466e-06,0.0008039,1.553e-09,772.2,1.8510000000000001e-13,658.3,-0.01964,-0.5815,2.013,-6.587,-2.674,6.412,-9.107,-6.102,3.058,-13.18,-13.72,-8.727,-18.88,-24.5,-25.11,0.4591,0.5015,0.4875,1.362e-10,1.38e-10,1.38e-10,0.2944,0.4219,0.4135,1.375e-10,1.389e-10,1.388e-10,1.0,2.0,0.408,0.4799,5.628e-11,5.629e-11,0.4159,0.2046,4.986e-11,6.311e-11,0.4804,0.4141,6.069e-11,6.311e-11,0.1738,2.5e-11,0.0,0.0,0.1678,0.0,1.264e-12,-0.06462,-0.2341,0.001388,2.498e-11,2.23e-11,-0.2369,0.0,-0.245,0.002821,3.37e-13,0.0,0.0,0.0,0.0007793,1.767e-13,0.0,0.0
9.42e-06,0.001057,1.045e-09,1416.0,8.073e-13,528.0,-0.01955,-44.54,-35.68,-6.603,-58.29,-46.9,-9.111,-59.7,-53.43,-13.17,-63.06,-62.58,-18.86,-68.52,-74.06,0.5219,0.6221,0.6215,1.098e-10,1.151e-10,1.15e-10,0.001262,0.00341,0.003358,1.157e-10,1.205e-10,1.201e-10,1.0,2.0,-0.1938,0.1333,1.191e-13,0.0,0.0,-0.002523,0.0,2.933e-11,0.1357,6.691e-06,1.924e-11,2.552e-11,0.0,0.0,0.0,0.0,0.001993,0.0,5.031e-13,-0.341,-0.002196,9.214e-06,4.928e-13,0.0,-0.001862,2.534e-05,-0.2913,0.001464,2.628e-13,0.0,-9.801e-12,0.0,2.05e-06,1.203e-13,0.0,9.84e-13
4.513e-06,0.001155,1.666e-09,117.9,6.212000000000001e-13,366.6,-0.01972,-9.595,-19.21,-6.578,-8.917,-11.34,-9.076,-9.912,-10.85,-13.15,-11.71,-10.4,-18.88,-15.66,-12.14,0.607,0.6842,0.6842,1.391e-10,1.396e-10,1.396e-10,0.2641,0.2235,0.2234,1.338e-10,1.362e-10,1.362e-10,2.0,2.0,0.3293,0.5803,6.168e-11,6.172e-11,0.2254,0.1802,5.728e-11,6.603e-11,0.6122,0.2254,6.444e-11,6.603e-11,0.2091,2.289e-11,2.688e-11,2.527e-11,0.2059,0.2413,2.679e-11,-0.1054,0.2027,0.2351,2.288e-11,1.855e-11,-0.1263,0.02068,-0.2839,0.001188,4.152e-14,0.0,2.651e-12,0.0,0.02001,4.486e-12,0.0,4.559e-12
4.213e-06,0.001163,1.699e-09,1042.0,4.881e-13,1001.0,-0.01967,-30.43,-28.03,-6.583,-34.88,-22.61,-9.083,-37.61,-25.8,-13.16,-42.47,-32.86,-18.87,-49.95,-44.52,0.4017,0.3863,0.386,1.205e-10,1.264e-10,1.263e-10,0.01642,0.02423,0.02419,1.136e-10,1.215e-10,1.215e-10,1.0,2.0,0.3005,0.3892,4.752e-11,4.765e-11,0.02692,0.008495,4.426e-11,5.629e-11,0.4172,0.02686,5.397e-11,5.625e-11,0.1753,1.79e-11,0.0,0.0,0.1747,0.0,1.458e-12,-0.07718,-0.02398,0.003519,1.676e-11,1.569e-11,-0.03138,0.0,-0.296,0.0005295,3.86e-14,0.0,0.0,0.0,9.455e-05,8.885e-14,0.0,0.0
7.179e-06,0.0011639999999999,5.153e-10,1320.0,8.749e-14,941.7,-0.0196,-43.26,-38.58,-6.593,-38.71,-28.99,-9.103,-41.37,-31.65,-13.17,-47.88,-43.34,-18.87,-57.59,-59.17,0.2592,0.3351,0.3313,1.264e-10,1.31e-10,1.31e-10,-0.003436,0.001846,0.001353,9.097e-11,1.027e-10,1.026e-10,1.0,2.0,0.2423,0.2883,1.984e-11,0.0,0.0,-0.00389,0.0,6.028e-11,0.3004,0.0005957,5.757e-11,6.028e-11,0.1429,2.371e-11,0.0,0.0,0.1416,0.0,6.046e-14,0.01889,-0.004784,9.301e-06,2.348e-11,2.236e-11,-0.004634,0.0,-0.1893,0.0004424,6.7e-14,0.0,0.0,0.0,3.8e-06,5.366e-14,0.0,0.0
1.287e-06,0.0007707999999999,1.076e-09,174.7,6.116e-13,1172.0,-0.01976,-15.3,-30.64,-6.58,-14.32,-22.16,-9.068,-16.51,-24.06,-13.13,-19.8,-26.58,-18.81,-23.22,-27.81,0.1156,0.2665,0.2211,1.16e-10,1.2e-10,1.19e-10,0.03891,0.0414,0.04087,1.05e-10,1.11e-10,1.106e-10,2.0,2.0,0.03917,0.1391,4.6e-11,4.7e-11,0.05407,0.01725,4.37e-11,4.743e-11,0.1778,0.04562,4.454e-11,4.718e-11,0.0,0.0,1.629e-11,1.371e-11,0.04458,0.03107,1.6e-11,-0.07615,-0.004198,0.02446,1.15e-11,0.0,-0.04872,0.0,-0.1644,0.0003536,4.834e-14,0.0,0.0,0.0,0.001403,2.982e-13,0.0,0.0
4.335e-06,0.0008312,2.39e-09,105.6,1.116e-13,593.4,-0.01973,-13.64,-27.3,-6.577,-15.56,-24.6,-9.065,-12.85,-16.73,-13.13,-10.19,-7.592,-18.89,-12.64,-5.739,0.2627,0.3629,0.3192,1.312e-10,1.346e-10,1.346e-10,-0.002033,0.0948,0.03626,1.399e-10,1.407e-10,1.407e-10,2.0,2.0,0.3108,0.326,6.702e-11,6.703e-11,0.07682,-0.149,6.568e-11,6.305e-11,0.3378,0.06857,6.089e-11,6.305e-11,0.3332,2.775e-11,2.967e-11,2.806e-11,0.3098,0.05723,2.945e-11,0.2099,-0.3529,0.05171,2.761e-11,2.728e-11,-0.2041,0.0,-0.1787,0.05004,7.85e-12,7.872e-12,0.0,6.554e-12,0.04373,6.602e-12,0.05017,0.0
4.047e-06,0.001225,2.181e-09,1009.0,4.567e-14,278.6,-0.01968,-28.39,-20.43,-6.583,-35.15,-27.06,-9.082,-38.17,-29.79,-13.15,-43.58,-35.14,-18.87,-51.17,-45.25,0.01125,0.3445,0.2632,9.637e-11,1.101e-10,1.101e-10,-0.006197,0.02971,0.02354,9.162e-11,1.065e-10,1.064e-10,1.0,2.0,-0.03591,0.1069,2.567e-11,2.566e-11,0.008707,-0.009882,1.261e-11,0.0,0.0,0.008047,0.0,3.241e-11,0.0,0.0,0.0,0.0,0.0006599,0.0,1.514e-13,-0.08442,-0.02219,3.999e-05,5.653e-13,0.0,-0.02039,0.0,-0.1813,0.001219,1.715e-13,0.0,0.0,0.0,2.347e-05,6.254e-14,0.0,0.0
9.687e-06,0.002144,4.26e-10,359.4,3.846000000000001e-13,959.5,-0.01958,-13.64,-18.59,-6.604,-13.75,-5.186,-9.113,-19.38,-15.06,-13.17,-28.4,-30.03,-18.86,-39.75,-47.39,0.01395,0.08848,0.07277,8.66e-11,1.026e-10,1.026e-10,-0.06032,0.06393,0.06388,6.059e-11,8.922e-11,8.918e-11,1.0,2.0,-0.05589,0.01562,8.179e-12,0.0,0.0,-0.1315,0.0,2.763e-11,0.01565,0.01448,2.628e-11,2.242e-11,0.0,0.0,0.0,0.0,2.165e-05,0.0,1.327e-13,-0.06038,-0.1196,0.000588,3.449e-14,0.0,-0.08116,0.0,-0.04057,0.0001069,1.661e-13,0.0,0.0,0.0,0.000228,4.689e-13,0.0,0.0
9.090999999999998e-06,0.001591,1.892e-09,1396.0,8.297000000000001e-13,82.9,-0.01956,-52.75,-38.25,-6.602,-54.32,-43.02,-9.111,-57.26,-50.7,-13.17,-62.56,-61.7,-18.87,-68.96,-74.07,0.105,0.3438,0.3279,7.775e-11,9.606e-11,9.597e-11,-0.0007988,0.0006267,0.0006242,1.45e-11,5.606e-11,5.604e-11,1.0,2.0,-0.2122,0.003829,5.199e-13,0.0,0.0,-0.001429,0.0,1.027e-12,0.005344,6.086e-06,-3.038e-11,1.258e-12,0.0,0.0,0.0,0.0,0.002305,0.0,1.318e-13,-0.2337,-0.001162,1.109e-06,4.887e-13,0.0,-0.0008888,0.0,-0.2112,0.0008084,1.143e-13,0.0,0.0,0.0,2.389e-06,4.845e-13,0.0,0.0
5.985e-06,0.002426,1.8e-09,629.7,8.593e-13,1417.0,-0.01963,-38.64,-40.52,-6.588,-41.67,-29.92,-9.097,-44.91,-35.07,-13.17,-50.75,-44.9,-18.88,-58.77,-58.07,0.009339,0.0478,0.03765,7.833e-11,8.813e-11,8.622e-11,-0.0007799,0.0,0.006412,0.0,0.0,4.809e-11,1.0,2.0,-0.02657,0.01075,4.031e-12,3.351e-12,0.0008925,-0.01252,1.994e-12,1.799e-11,0.01197,0.0001047,2.391e-11,1.75e-11,0.0,0.0,0.0,0.0,0.0001753,0.0,3.955e-14,-0.05454,-0.01792,1.35e-05,1.496e-13,0.0,-0.01351,0.0,-0.04134,7.196e-05,1.918e-13,0.0,0.0,0.0,3.646e-05,5.873e-13,0.0,0.0
7.985e-06,0.0015609999999999,2.227e-09,50.98,1.402e-13,230.7,-0.01968,-12.79,-25.61,-6.58,-15.37,-24.22,-9.08,-11.54,-14.14,-13.18,-10.15,-7.092,-18.88,-19.96,-21.15,0.1099,0.3188,0.2887,8.848e-11,1.041e-10,1.04e-10,0.03469,0.1129,0.1,1.322e-10,1.351e-10,1.351e-10,2.0,2.0,-0.02668,0.05947,6.465e-11,6.466e-11,0.08262,-0.05696,6.402e-11,1.713e-11,0.06032,0.07757,2.846e-12,1.713e-11,0.0,0.0,2.274e-11,1.85e-11,0.0006037,0.07729,2.274e-11,-0.2241,0.01799,0.07315,2.236e-13,0.0,-0.09924,0.0,-0.1756,0.001294,2.447e-13,9.1e-13,0.0,-9.667e-12,0.0004539,1.94e-13,0.00378,0.0
6.115e-06,0.001347,1.012e-09,686.6,7.830000000000001e-13,399.4,-0.01963,-18.1,-13.3,-6.588,-23.1,-11.81,-9.098,-26.57,-17.07,-13.17,-33.19,-27.71,-18.88,-43.18,-43.04,0.5154,0.604,0.6039,1.341e-10,1.354e-10,1.354e-10,0.3543,0.4132,0.4129,1.182e-10,1.247e-10,1.246e-10,1.0,2.0,0.2005,0.4599,5.361e-11,5.385e-11,0.341,0.247,5.213e-11,5.891e-11,0.4668,0.3383,5.655e-11,5.891e-11,0.0,0.0,0.0,0.0,0.0008279,0.0,2.379e-12,-0.3194,-0.2968,0.001057,7.19e-13,0.0,-0.241,0.0,-0.2526,0.000839,8.529e-14,0.0,0.0,0.0,0.0009808,1.077e-13,0.0,0.0
5.607e-06,0.0009239999999999,3.025e-11,1468.0,2.595e-13,613.6,-0.01964,-37.57,-30.06,-6.587,-49.19,-35.98,-9.093,-52.1,-40.24,-13.17,-55.18,-47.59,-18.88,-59.95,-57.96,0.5345,0.5615,0.5564,1.399e-10,1.405e-10,1.405e-10,0.005652,0.007541,0.007125,1.265e-10,1.309e-10,1.309e-10,1.0,2.0,0.4038,0.5581,5.581e-11,5.581e-11,0.005122,0.002369,5.317e-11,6.538e-11,0.5581,0.005114,6.368e-11,6.538e-11,0.1977,2.543e-11,0.0,0.0,0.1912,0.0,4.065e-12,-0.1004,-0.0041,5.59e-05,2.532e-11,2.152e-11,-0.00346,0.0,-0.2613,0.004349,4.681e-13,0.0,0.0,0.0,2.125e-05,6.88e-13,0.0,0.0
1.383e-06,0.001088,2.997e-09,88.33,3.448000000000001e-13,681.8,-0.01976,-18.97,-37.99,-6.579,-18.46,-30.45,-9.067,-17.63,-26.28,-13.13,-16.64,-20.15,-18.8,-15.33,-11.96,0.2269,0.3543,0.3208,1.397e-10,1.404e-10,1.404e-10,0.02865,0.04212,0.04188,1.384e-10,1.391e-10,1.391e-10,2.0,2.0,0.1064,0.2402,4.422e-11,1.96e-11,0.04317,0.01463,3.236e-11,6.813e-11,0.295,0.04199,6.723e-11,6.81e-11,0.1767,3.052e-11,0.0,0.0,0.1253,0.0,1.64e-11,-0.06052,-0.1507,0.04278,3.041e-11,2.901e-11,-0.1913,0.04995,-0.02978,0.06072,1.003e-11,1.004e-11,7.578e-12,7.963e-12,0.04525,9.688e-12,0.06254,9.79e-12
2.069e-06,0.001747,2.897e-09,364.5,1.2220000000000002e-14,852.2,-0.01974,-7.5,-14.25,-6.579,-13.76,-20.22,-9.068,-15.41,-21.04,-13.12,-16.68,-19.6,-18.8,-15.15,-11.59,0.005082,0.1421,0.1053,9.199e-11,1.07e-10,1.069e-10,0.002268,0.07082,0.05543,8.839e-11,1.058e-10,1.058e-10,2.0,2.0,-0.01585,0.04719,3.616e-11,1.446e-11,0.05363,0.01676,2.639e-11,0.0,0.0,0.02996,0.0,3.3e-11,0.0,0.0,1.508e-11,-7.927e-12,0.003735,0.05446,1.482e-11,-0.04581,-0.01531,0.04757,3.597e-12,0.0,-0.05543,0.0,-0.0007589,0.02304,6.494e-12,6.626e-12,0.0,6.046e-12,0.02335,4.511e-12,0.0238,0.0
4.744e-06,0.002349,2.7410000000000004e-09,281.7,6.096e-13,380.4,-0.01968,-3.871,-5.926,-6.58,-3.729,1.881,-9.091,-5.828,0.6919,-13.18,-10.69,-3.967,-18.9,-19.21,-14.32,0.05371,0.1286,0.11,1.34e-10,1.36e-10,1.356e-10,0.1422,0.1563,0.1562,1.229e-10,1.28e-10,1.28e-10,2.0,2.0,-0.01963,0.0711,5.122e-11,5.129e-11,0.16,0.09847,4.227e-11,5.913e-11,0.07782,0.1582,5.602e-11,5.908e-11,0.009653,1.182e-11,1.825e-11,1.543e-11,0.009348,0.05039,1.792e-11,-0.07128,-0.01918,0.04945,1.144e-11,-8.752e-12,-0.11,0.0,-0.05796,0.0003033,7.013e-14,0.0,0.0,0.0,0.0002752,8.148e-14,0.0,0.0
